NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
42,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202307,13,"30,900",4,-,-,2004,사직로8길 34,-,중개거래,서울 종로구
43,서울특별시 종로구 내수동,75,75,0,용비어천가,30.42,202307,13,"24,800",8,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
44,서울특별시 종로구 내수동,75,75,0,용비어천가,33,202307,20,"26,500",6,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
45,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202308,7,"31,400",16,-,-,2004,사직로8길 34,-,중개거래,서울 영등포구 서울 종로구
46,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,32.43,202308,7,"29,900",7,-,-,2004,사직로8길 24,-,중개거래,서울 종로구
47,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,32.43,202308,8,"30,900",7,-,-,2004,사직로8길 24,-,중개거래,서울 종로구
48,서울특별시 종로구 내수동,75,75,0,용비어천가,41.34,202308,21,"29,000",3,-,-,2004,새문안로3길 36,20231030,중개거래,서울 종로구
49,서울특별시 종로구 내수동,74,74,0,광화문시대,34.9,202308,25,"29,700",10,-,-,2004,사직로8길 42,-,중개거래,서울 종로구
50,서울특별시 종로구 내수동,75,75,0,용비어천가,42.39,202309,8,"31,500",12,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
51,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,28.24,202309,19,"22,500",9,-,-,2004,새문안로3길 23,-,중개거래,서울 종로구
52,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202310,6,"30,700",7,-,-,2004,사직로8길 34,-,중개거래,서울 종로구
53,서울특별시 종로구 내수동,75,75,0,용비어천가,42.39,202310,10,"29,000",11,-,-,2004,새문안로3길 36,-,중개거래,서울 은평구 서울 종로구
54,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202310,12,"30,000",7,-,-,2004,사직로8길 34,-,중개거래,서울 종로구
55,서울특별시 종로구 내수동,75,75,0,용비어천가,37.56,202310,20,"27,000",17,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
56,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202310,31,"29,500",3,-,-,2004,사직로8길 34,-,중개거래,서울 종로구
57,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,46.84,202311,1,"38,000",14,-,-,2004,사직로8길 24,-,중개거래,서울 종로구
58,서울특별시 종로구 내수동,75,75,0,용비어천가,37.56,202311,15,"25,000",2,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
59,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202311,28,"30,900",5,-,-,2004,사직로8길 34,-,중개거래,서울 종로구
60,서울특별시 종로구 내수동,75,75,0,용비어천가,50.32,202312,4,"50,000",8,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
61,서울특별시 종로구 내수동,74,74,0,광화문시대,34.9,202312,21,"31,000",3,-,-,2004,사직로8길 42,-,중개거래,서울 종로구
62,서울특별시 종로구 내수동,75,75,0,용비어천가,37.56,202312,22,"29,700",17,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
63,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,63.96,202401,16,"59,000",4,개인,개인,2004,사직로8길 34,-,중개거래,서울 종로구
64,서울특별시 종로구 내수동,75,75,0,용비어천가,30.42,202402,5,"29,500",15,개인,개인,2004,새문안로3길 36,-,중개거래,서울 종로구
65,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,32.43,202402,7,"28,000",8,개인,개인,2004,사직로8길 24,-,중개거래,서울 종로구
66,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,32.43,202402,14,"27,000",3,개인,개인,2004,사직로8길 24,-,중개거래,서울 종로구
67,서울특별시 종로구 내수동,75,75,0,용비어천가,28.19,202402,16,"22,800",14,개인,개인,2004,새문안로3길 36,-,중개거래,서울 종로구
68,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202402,27,"31,500",13,개인,개인,2004,사직로8길 34,-,중개거래,서울 종로구
69,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,71.01,202402,29,"65,500",4,개인,개인,2004,사직로8길 34,-,중개거래,서울 종로구
70,서울특별시 종로구 내수동,75,75,0,용비어천가,37.56,202403,2,"26,800",11,개인,개인,2004,새문안로3길 36,-,중개거래,서울 종로구
71,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,32.43,202403,12,"30,150",15,개인,개인,2004,사직로8길 24,-,중개거래,서울 종로구
72,서울특별시 종로구 내수동,75,75,0,용비어천가,41.34,202403,13,"29,000",3,개인,법인,2004,새문안로3길 36,-,중개거래,서울 종로구
73,서울특별시 종로구 내수동,75,75,0,용비어천가,45.98,202403,14,"35,000",10,개인,개인,2004,새문안로3길 36,-,중개거래,서울 종로구
74,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202403,16,"32,000",9,개인,개인,2004,사직로8길 34,-,중개거래,서울 종로구
75,서울특별시 종로구 내수동,75,75,0,용비어천가,30.76,202403,20,"22,900",5,개인,개인,2004,새문안로3길 36,-,중개거래,서울 종로구
76,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,63.1,202403,22,"64,000",12,법인,개인,2004,사직로8길 34,20240411,중개거래,서울 종로구
77,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,63.1,202403,22,"63,000",12,법인,개인,2004,사직로8길 34,-,중개거래,서울 종로구
78,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,28.24,202403,24,"22,700",4,개인,개인,2004,새문안로3길 23,-,중개거래,서울 종로구
79,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,41.74,202403,28,"34,000",14,개인,개인,2004,새문안로3길 23,-,중개거래,서울 종로구
80,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,57.8,202404,3,"59,500",5,개인,개인,2004,사직로8길 24,-,중개거래,"서울 강남구, 서울 종로구"
81,서울특별시 종로구 내수동,75,75,0,용비어천가,30.36,202404,8,"22,700",4,개인,개인,2004,새문안로3길 36,-,중개거래,"경기 고양시덕양구, 서울 종로구"
82,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202404,12,"31,500",13,개인,개인,2004,사직로8길 34,-,중개거래,서울 종로구
83,서울특별시 종로구 내수동,75,75,0,용비어천가,37.56,202404,13,"29,200",10,개인,개인,2004,새문안로3길 36,-,중개거래,서울 종로구
84,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202404,15,"30,000",14,개인,개인,2004,사직로8길 34,-,중개거래,서울 종로구
85,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,56.48,202404,25,"60,000",11,법인,개인,2004,새문안로3길 23,-,직거래,-
86,서울특별시 종로구 내수동,74,74,0,광화문시대,56.56,202404,29,"51,000",17,개인,개인,2004,사직로8길 42,-,중개거래,서울 종로구
87,서울특별시 종로구 내수동,75,75,0,용비어천가,45.98,202404,29,"32,000",14,개인,법인,2004,새문안로3길 36,-,직거래,-
88,서울특별시 종로구 신문로1가,163,163,0,광화문오피시아빌딩,43.83,202305,25,"50,000",18,-,-,2005,새문안로 92,-,중개거래,서울 종로구
89,서울특별시 종로구 신문로1가,163,163,0,광화문오피시아빌딩,43.83,202305,25,"50,000",18,-,-,2005,새문안로 92,-,중개거래,서울 종로구
90,서울특별시 종로구 신문로1가,163,163,0,광화문오피시아빌딩,41.71,202307,6,"49,000",21,-,-,2005,새문안로 92,-,중개거래,서울 종로구
91,서울특별시 종로구 신문로1가,163,163,0,광화문오피시아빌딩,46.77,202309,25,"59,000",21,-,-,2005,새문안로 92,-,중개거래,서울 종로구
92,서울특별시 종로구 신문로2가,171,171,0,디팰리스,40.149,202306,23,"66,000",2,-,-,2020, ,-,직거래,-
93,서울특별시 종로구 신문로2가,171,171,0,디팰리스,51.336,202308,2,"120,150",7,-,-,2020, ,-,직거래,-
94,서울특별시 종로구 신문로2가,171,171,0,디팰리스,80.262,202308,8,"137,000",2,-,-,2020, ,-,중개거래,서울 영등포구 서울 종로구
95,서울특별시 종로구 신문로2가,171,171,0,디팰리스,52.113,202308,22,"125,000",8,-,-,2020, ,-,중개거래,서울 종로구
96,서울특별시 종로구 신문로2가,171,171,0,디팰리스,126.131,202308,29,"219,000",6,-,-,2020, ,-,중개거래,서울 종로구
97,서울특별시 종로구 신문로2가,171,171,0,디팰리스,80.262,202309,23,"140,000",5,-,-,2020, ,-,중개거래,서울 종로구
98,서울특별시 종로구 신문로2가,171,171,0,디팰리스,51.336,202310,10,"108,750",6,-,-,2020, ,-,중개거래,서울 종로구
99,서울특별시 종로구 신문로2가,171,171,0,디팰리스,81.277,202310,14,"155,000",5,-,-,2020, ,-,중개거래,서울 강남구 서울 종로구
100,서울특별시 종로구 신문로2가,171,171,0,디팰리스,79.141,202311,30,"126,000",2,-,-,2020, ,-,중개거래,서울 영등포구
101,서울특별시 종로구 신문로2가,171,171,0,디팰리스,43.142,202403,3,"85,000",3,법인,개인,2020, ,-,중개거래,"서울 영등포구, 서울 종로구"
102,서울특별시 종로구 신문로2가,171,171,0,디팰리스,80.262,202404,23,"136,000",3,개인,개인,2020, ,-,중개거래,서울 종로구
103,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,37.42,202305,31,"29,500",5,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
104,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,81.53,202306,7,"64,000",7,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
105,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,37.42,202307,25,"30,500",4,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
106,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,37.42,202307,31,"29,050",4,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
107,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,53.16,202308,23,"43,850",13,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
108,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,74.84,202311,3,"63,000",13,-,-,2004,삼봉로 81,-,직거래,-
109,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,35.22,202311,17,"28,500",7,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
110,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,37.42,202401,26,"30,400",3,법인,개인,2004,삼봉로 81,-,중개거래,서울 종로구
111,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,72.21,202402,8,"62,000",10,법인,개인,2004,삼봉로 81,-,중개거래,서울 종로구
112,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,35.22,202403,8,"30,500",12,개인,개인,2004,삼봉로 81,-,중개거래,서울 종로구
113,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,43.43,202306,5,"30,000",8,-,-,2007,종로 19,-,직거래,-
114,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,96.92,202306,21,"80,000",10,-,-,2007,종로 19,-,중개거래,서울 강남구
115,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,56.64,202307,20,"43,000",14,-,-,2007,종로 19,-,중개거래,서울 종로구
116,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,56.64,202307,20,"43,000",14,-,-,2007,종로 19,-,중개거래,서울 성동구 서울 종로구
117,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,96.92,202307,28,"83,000",8,-,-,2007,종로 19,-,중개거래,서울 종로구
118,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,36.23,202309,6,"32,000",16,-,-,2007,종로 19,-,중개거래,서울 강남구 서울 종로구
119,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,36.23,202309,12,"26,500",12,-,-,2007,종로 19,-,중개거래,서울 종로구
120,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,45.41,202309,21,"38,500",19,-,-,2007,종로 19,-,중개거래,서울 종로구
121,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,36.23,202310,13,"29,000",15,-,-,2007,종로 19,-,중개거래,서울 종로구
122,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,36.23,202311,16,"27,700",12,-,-,2007,종로 19,-,중개거래,서울 종로구
123,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,36.23,202311,27,"30,000",7,-,-,2007,종로 19,-,중개거래,서울 종로구
124,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,56.64,202312,5,"43,000",7,-,-,2007,종로 19,-,중개거래,서울 종로구
125,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,45.41,202312,14,"40,000",20,-,-,2007,종로 19,-,중개거래,서울 종로구
126,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,81.01,202401,25,"70,000",10,법인,법인,2007,종로 19,-,중개거래,서울 종로구
127,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,81.01,202402,26,"68,000",13,개인,법인,2007,종로 19,-,중개거래,서울 종로구
128,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,45.41,202403,7,"42,000",19,개인,개인,2007,종로 19,-,중개거래,서울 종로구
129,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,36.23,202403,20,"30,000",17,법인,개인,2007,종로 19,-,중개거래,서울 종로구
130,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,43.43,202403,21,"39,000",10,개인,개인,2007,종로 19,-,중개거래,서울 종로구
131,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,56.64,202403,25,"43,000",8,개인,개인,2007,종로 19,-,중개거래,서울 종로구
132,서울특별시 종로구 견지동,110,110,0,종로1가 대성스카이렉스,40.45,202306,8,"27,228",12,-,-,2008,삼봉로 95,-,중개거래,서울 종로구
133,서울특별시 종로구 견지동,110-32,110,32,견지동빌딩,52.15,202307,5,"32,000",4,-,-,2004,우정국로 39,-,중개거래,서울 종로구
134,서울특별시 종로구 견지동,110-32,110,32,견지동빌딩,61.85,202308,17,"29,900",4,-,-,2004,우정국로 39,-,중개거래,서울 종로구
135,서울특별시 종로구 견지동,110,110,0,종로1가 대성스카이렉스,40.45,202403,19,"31,221",11,개인,개인,2008,삼봉로 95,-,중개거래,서울 종로구
136,서울특별시 종로구 견지동,110,110,0,종로1가 대성스카이렉스,32.76,202403,28,"25,300",5,개인,개인,2008,삼봉로 95,-,중개거래,서울 종로구
137,서울특별시 종로구 운니동,Jan-65,65,1,오피스텔월드,23.76,202310,5,"13,950",10,-,-,1998,율곡로6길 36,-,중개거래,서울 종로구
138,서울특별시 종로구 운니동,Jan-65,65,1,오피스텔월드,36.72,202311,9,"17,800",5,-,-,1998,율곡로6길 36,-,직거래,-
139,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,23.21,202306,9,"14,000",7,-,-,2004,삼일대로30길 23,-,직거래,-
140,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,23.27,202306,22,"14,000",7,-,-,2004,삼일대로30길 23,-,중개거래,서울 종로구
141,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,23.14,202308,7,"14,300",4,-,-,2004,삼일대로30길 23,-,중개거래,서울 종로구
142,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,17.2,202401,9,"11,500",8,개인,개인,2004,삼일대로30길 23,-,중개거래,서울 종로구
143,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,24.86,202404,12,"15,000",7,개인,개인,2004,삼일대로30길 23,-,중개거래,서울 종로구
144,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,41.12,202308,1,"31,500",14,-,-,2005,삼일대로 461,-,직거래,-
145,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,45.73,202308,25,"37,500",8,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
146,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,30.28,202309,18,"28,000",6,-,-,2005,삼일대로 461,-,직거래,-
147,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,35.36,202310,17,"29,000",12,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
148,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,56.03,202311,26,"44,900",5,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
149,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,23.66,202312,6,"22,000",13,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
150,서울특별시 종로구 관철동,155,155,0,종로1번가,24.64,202307,11,"18,380",6,-,-,2005,청계천로 67,-,중개거래,서울 종로구
151,서울특별시 종로구 관철동,155,155,0,종로1번가,24.64,202307,22,"19,700",12,-,-,2005,청계천로 67,-,중개거래,서울 종로구
152,서울특별시 종로구 관철동,155,155,0,종로1번가,25.29,202309,16,"18,800",12,-,-,2005,청계천로 67,-,중개거래,서울 종로구
153,서울특별시 종로구 관철동,155,155,0,종로1번가,24.64,202310,6,"18,300",6,-,-,2005,청계천로 67,-,중개거래,서울 종로구
154,서울특별시 종로구 관철동,155,155,0,종로1번가,30.04,202311,13,"22,500",7,-,-,2005,청계천로 67,-,중개거래,서울 종로구
155,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",3,-,-,2023,종로16길 18,-,직거래,-
156,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",3,-,-,2023,종로16길 18,-,직거래,-
157,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",3,-,-,2023,종로16길 18,-,직거래,-
158,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",3,-,-,2023,종로16길 18,-,직거래,-
159,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",3,-,-,2023,종로16길 18,-,직거래,-
160,서울특별시 종로구 관철동,23,23,0,프라움스테이,27.68,202312,7,"39,243",3,-,-,2023,종로16길 18,-,직거래,-
161,서울특별시 종로구 관철동,23,23,0,프라움스테이,28.42,202312,7,"40,273",3,-,-,2023,종로16길 18,-,직거래,-
162,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",4,-,-,2023,종로16길 18,-,직거래,-
163,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",4,-,-,2023,종로16길 18,-,직거래,-
164,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",4,-,-,2023,종로16길 18,-,직거래,-
165,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",4,-,-,2023,종로16길 18,-,직거래,-
166,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",4,-,-,2023,종로16길 18,-,직거래,-
167,서울특별시 종로구 관철동,23,23,0,프라움스테이,27.68,202312,7,"39,243",4,-,-,2023,종로16길 18,-,직거래,-
168,서울특별시 종로구 관철동,23,23,0,프라움스테이,28.42,202312,7,"40,273",4,-,-,2023,종로16길 18,-,직거래,-
169,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",5,-,-,2023,종로16길 18,-,직거래,-
170,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",5,-,-,2023,종로16길 18,-,직거래,-
171,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",5,-,-,2023,종로16길 18,-,직거래,-
172,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",5,-,-,2023,종로16길 18,-,직거래,-
173,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"36,617",5,-,-,2023,종로16길 18,-,직거래,-
174,서울특별시 종로구 관철동,23,23,0,프라움스테이,27.68,202312,7,"39,243",5,-,-,2023,종로16길 18,-,직거래,-
175,서울특별시 종로구 관철동,23,23,0,프라움스테이,28.42,202312,7,"40,273",5,-,-,2023,종로16길 18,-,직거래,-
176,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"37,132",6,-,-,2023,종로16길 18,-,직거래,-
177,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"37,132",6,-,-,2023,종로16길 18,-,직거래,-
178,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"37,132",6,-,-,2023,종로16길 18,-,직거래,-
179,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"37,132",6,-,-,2023,종로16길 18,-,직거래,-
180,서울특별시 종로구 관철동,23,23,0,프라움스테이,25.53,202312,7,"37,132",6,-,-,2023,종로16길 18,-,직거래,-
