NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
694,서울특별시 동대문구 전농동,6*,다가구,8m미만,146.85,122,202308,24,"110,700",-,-,1992,전농로20다길,-,직거래,-
695,서울특별시 동대문구 전농동,6*,단독,8m미만,148.86,99,202308,31,"90,000",-,-,1993,전농로20다길,-,중개거래,서울 동대문구
696,서울특별시 동대문구 전농동,8*,다가구,8m미만,158.69,106,202309,9,"89,600",-,-,1992,전농로20길,-,중개거래,서울 동대문구
697,서울특별시 동대문구 전농동,1**,단독,12m미만,233.74,174,202310,7,"104,000",-,-,1989,서울시립대로27길,-,중개거래,서울 동대문구
698,서울특별시 동대문구 전농동,1**,단독,8m미만,193.31,96,202310,14,"86,700",-,-,1998,서울시립대로28길,-,중개거래,광주 서구 서울 도봉구 서울 동대문구
699,서울특별시 동대문구 전농동,5**,다가구,8m미만,174.76,112,202310,20,"90,000",-,-,1993,답십리로23길,-,중개거래,서울 동대문구
700,서울특별시 동대문구 전농동,6**,다가구,,122.51,75,202311,9,"57,000",-,-,1994,서울시립대로4길,-,중개거래,서울 동대문구
701,서울특별시 동대문구 전농동,6*,단독,8m미만,164.65,102,202312,11,"100,000",-,-,1989,전농로20다길,-,중개거래,서울 동대문구
702,서울특별시 동대문구 전농동,4**,다가구,8m미만,132.5,79,202312,18,"115,000",-,-,1993,답십리로19길,-,중개거래,서울 동대문구
703,서울특별시 동대문구 전농동,1*,단독,8m미만,69.24,86,202312,23,"49,000",-,-,1966,전농로14길,-,중개거래,"서울 강북구, 서울 동대문구"
704,서울특별시 동대문구 전농동,2**,단독,12m미만,247.59,169,202401,25,"138,000",개인,개인,1990,서울시립대로18길,-,중개거래,서울 동대문구
705,서울특별시 동대문구 전농동,4**,단독,25m이상,8.6,31,202402,21,"68,800",개인,개인,1955,서울시립대로,-,중개거래,서울 동대문구
706,서울특별시 동대문구 전농동,6**,단독,8m미만,32.43,50,202403,11,"54,000",개인,개인,1985,전농로31나길,-,중개거래,서울 동대문구
707,서울특별시 동대문구 전농동,5**,다가구,,132.39,76,202403,18,"71,450",개인,개인,1993,답십리로23길,20240318,중개거래,서울 동대문구
708,서울특별시 동대문구 전농동,5**,다가구,,132.39,76,202403,18,"71,450",개인,개인,1993,답십리로23길,-,중개거래,서울 동대문구
709,서울특별시 동대문구 전농동,5**,단독,12m미만,56.23,82,202403,22,"77,000",개인,개인,1970,답십리로23길,-,중개거래,서울 동대문구
710,서울특별시 동대문구 전농동,5**,단독,12m미만,176.31,218,202403,22,"198,000",개인,개인,1989,답십리로23길,-,중개거래,서울 동대문구
711,서울특별시 동대문구 전농동,2**,단독,8m미만,127.07,96,202404,17,"75,000",개인,개인,1968,사가정로8길,-,중개거래,서울 동대문구
712,서울특별시 동대문구 전농동,6**,다가구,8m미만,198.3,109.8,202405,2,"70,000",개인,개인,1998,답십리로30길,-,중개거래,서울 동대문구
713,서울특별시 동대문구 답십리동,9**,단독,8m미만,49.42,83,202306,8,"40,000",-,-,1980,황물로15다길,-,중개거래,서울 동대문구
714,서울특별시 동대문구 답십리동,4**,다가구,8m미만,137.18,68.8,202306,19,"60,000",-,-,1980,황물로5가길,-,중개거래,서울 동대문구
715,서울특별시 동대문구 답십리동,9**,단독,8m미만,288.62,129,202307,3,"117,000",-,-,1980,황물로15가길,-,중개거래,서울 동대문구
716,서울특별시 동대문구 답십리동,4*,단독,8m미만,31.77,40,202307,21,"19,000",-,-,1980,답십리로52길,20230726,중개거래,서울 강북구
717,서울특별시 동대문구 답십리동,*,단독,8m미만,149.93,95,202308,5,"59,900",-,-,1980,답십리로59길,-,중개거래,서울 동대문구
718,서울특별시 동대문구 답십리동,*,단독,8m미만,52.13,89,202308,9,"33,000",-,-,1980,한천로,-,중개거래,서울 동대문구
719,서울특별시 동대문구 답십리동,4**,단독,,152.4,91.6,202308,22,"193,000",-,-,1979,전농로,-,중개거래,서울 동대문구
720,서울특별시 동대문구 답십리동,2**,단독,8m미만,59.57,99,202308,22,"69,000",-,-,1966,전농로3길,-,중개거래,서울 동대문구
721,서울특별시 동대문구 답십리동,9**,단독,8m미만,195.5,106,202309,12,"81,500",-,-,1980,황물로15나길,-,중개거래,서울 동대문구
722,서울특별시 동대문구 답십리동,4**,다가구,8m미만,197.64,118.7,202309,25,"95,000",-,-,1993,황물로9길,-,중개거래,서울 동대문구
723,서울특별시 동대문구 답십리동,*,단독,8m미만,95.58,83,202310,30,"38,500",-,-,1971,답십리로59길,-,직거래,-
724,서울특별시 동대문구 답십리동,4**,단독,8m미만,14.88,34,202312,2,"23,000",-,-,1900,답십리로40길,-,중개거래,서울 동대문구
725,서울특별시 동대문구 답십리동,*,단독,,488.72,206,202401,5,"200,000",개인,개인,1994,한천로17길,-,중개거래,서울 동대문구
726,서울특별시 동대문구 답십리동,9**,단독,,193.5,126,202403,27,"98,000",개인,개인,2001,황물로15길,-,중개거래,서울 동대문구
727,서울특별시 동대문구 답십리동,4**,단독,25m미만,492.46,156.2,202403,29,"280,000",법인,개인,1995,천호대로67길,-,중개거래,서울 동대문구
728,서울특별시 동대문구 장안동,1**,다가구,8m미만,186.8,93,202305,17,"69,000",-,-,1980,한천로14길,-,중개거래,서울 동대문구
729,서울특별시 동대문구 장안동,2**,다가구,8m미만,139.96,99,202305,20,"52,500",-,-,1980,장한로5길,-,중개거래,서울 동대문구
730,서울특별시 동대문구 장안동,1**,다가구,8m미만,148.7,99,202308,2,"57,000",-,-,1993,답십리로62길,-,중개거래,서울 동대문구
731,서울특별시 동대문구 장안동,1**,단독,8m미만,114.24,102,202309,16,"53,000",-,-,1973,한천로38나길,-,중개거래,서울 동대문구
732,서울특별시 동대문구 장안동,4**,단독,8m미만,302.97,206.9,202309,19,"175,000",-,-,1982,천호대로77나길,-,중개거래,서울 동대문구
733,서울특별시 동대문구 장안동,4**,다가구,12m미만,768.47,284.4,202310,7,"340,000",-,-,2002,천호대로85길,-,중개거래,서울 중랑구
734,서울특별시 동대문구 장안동,1**,다가구,,135.14,86,202310,23,"48,750",-,-,1993,한천로14길,-,중개거래,서울 동대문구
735,서울특별시 동대문구 장안동,1**,다가구,8m미만,215.14,129,202310,26,"83,000",-,-,1996,사가정로,-,직거래,-
736,서울특별시 동대문구 장안동,1**,다가구,8m미만,131.45,73,202311,18,"34,100",-,-,1989,답십리로62길,-,중개거래,서울 중랑구
737,서울특별시 동대문구 장안동,3**,단독,12m미만,322.92,165.7,202311,24,"100,000",-,-,1983,장한로13길,-,중개거래,서울 동대문구
738,서울특별시 동대문구 장안동,1**,다가구,8m미만,226.02,116,202312,18,"85,000",-,-,1989,답십리로65길,-,중개거래,서울 동대문구
739,서울특별시 동대문구 장안동,3**,단독,12m미만,246.87,166.88,202401,3,"165,500",개인,개인,1995,장한로28길,-,중개거래,서울 동대문구
740,서울특별시 동대문구 장안동,3**,단독,12m미만,246.87,165.29,202401,3,"148,000",법인,개인,1985,장한로28길,-,중개거래,서울 동대문구
741,서울특별시 동대문구 장안동,3**,단독,12m미만,432,183.21,202401,3,"218,600",법인,개인,1985,장한로28길,-,중개거래,서울 동대문구
742,서울특별시 동대문구 장안동,3**,단독,12m미만,432,181.82,202401,3,"242,000",개인,개인,1985,장한로28길,-,중개거래,서울 동대문구
743,서울특별시 동대문구 장안동,1**,단독,,114.24,102,202402,29,"53,000",개인,개인,1973,한천로38나길,-,중개거래,서울 동대문구
744,서울특별시 동대문구 장안동,1**,단독,,152.4,102,202403,4,"58,500",개인,개인,1990,답십리로63가길,-,중개거래,서울 동대문구
745,서울특별시 동대문구 장안동,1**,다가구,8m미만,138.87,76,202404,6,"54,900",개인,개인,1993,한천로30길,-,중개거래,서울 동대문구
746,서울특별시 동대문구 장안동,9*,단독,8m미만,143.27,99,202404,17,"44,900",개인,개인,1987,사가정로23가길,-,중개거래,서울 동대문구
747,서울특별시 동대문구 장안동,2**,단독,8m미만,167.8,112,202405,10,"63,000",개인,개인,1975,한천로8가길,-,중개거래,서울 동대문구
748,서울특별시 동대문구 청량리동,5*,단독,8m미만,41.43,23.35,202305,25,"21,000",-,-,1980,왕산로43길,20230609,중개거래,서울 동대문구
749,서울특별시 동대문구 청량리동,2**,단독,8m미만,54.54,30,202307,30,"37,000",-,-,1967,제기로23길,-,중개거래,서울 동대문구
750,서울특별시 동대문구 청량리동,2**,단독,8m미만,49.58,63,202308,9,"64,500",-,-,1980,제기로21길,-,중개거래,서울 동대문구
751,서울특별시 동대문구 청량리동,5*,단독,8m미만,41.43,23.35,202308,11,"32,000",-,-,1987,왕산로43길,-,중개거래,서울 동대문구
752,서울특별시 동대문구 청량리동,2**,단독,8m미만,72.99,89,202310,14,"78,000",-,-,1980,제기로23길,-,중개거래,서울 동대문구
753,서울특별시 동대문구 청량리동,2**,단독,,98.52,63,202310,20,"60,000",-,-,1961,제기로21길,-,중개거래,서울 동대문구
754,서울특별시 동대문구 청량리동,5**,다가구,,100.22,77.4,202401,16,"52,000",개인,개인,1994,홍릉로17길,-,중개거래,서울 동대문구
755,서울특별시 동대문구 청량리동,2**,단독,,98.86,66,202402,6,"54,000",개인,개인,1980,제기로21길,-,중개거래,서울 동대문구
756,서울특별시 동대문구 청량리동,2**,단독,,75.75,63,202402,6,"55,000",개인,개인,1980,제기로17길,-,중개거래,서울 동대문구
757,서울특별시 동대문구 청량리동,2**,단독,,95.2,86,202402,14,"30,000",개인,개인,1956,제기로17가길,-,직거래,-
758,서울특별시 동대문구 청량리동,2**,단독,8m미만,98.75,89,202403,8,"71,500",개인,개인,1980,제기로23길,-,중개거래,서울 동대문구
759,서울특별시 동대문구 청량리동,2**,단독,8m미만,91.1,66,202404,5,"58,000",개인,개인,1961,제기로21길,-,중개거래,서울 동대문구
760,서울특별시 동대문구 청량리동,2**,단독,8m미만,81.79,63,202405,1,"60,000",개인,개인,1980,제기로21길,-,중개거래,서울 동대문구
761,서울특별시 동대문구 회기동,*,다가구,8m미만,175.84,122,202306,14,"77,800",-,-,1980,경희대로6길,-,중개거래,서울 동대문구
762,서울특별시 동대문구 회기동,1**,다가구,8m미만,90.68,70,202306,19,"51,000",-,-,1980,회기로14길,-,중개거래,서울 동대문구
763,서울특별시 동대문구 회기동,1**,단독,8m미만,43.8,93,202401,5,"40,000",개인,개인,1960,이문로3길,-,직거래,-
764,서울특별시 동대문구 회기동,1**,다가구,8m미만,200.91,102,202404,2,"76,000",개인,개인,1992,회기로14길,-,중개거래,서울 동대문구
765,서울특별시 동대문구 휘경동,1**,다가구,8m미만,659.58,350,202306,28,"300,000",-,-,1980,회기로31나길,-,중개거래,서울 동대문구
766,서울특별시 동대문구 휘경동,1**,단독,8m미만,22.35,50,202307,7,"50,000",-,-,1980,외대역동로14길,-,중개거래,서울 동대문구
767,서울특별시 동대문구 휘경동,1**,다가구,8m미만,159.51,99,202308,12,"98,500",-,-,1994,휘경로31길,-,중개거래,서울 동대문구
768,서울특별시 동대문구 휘경동,1**,단독,8m미만,204.93,132,202309,2,"117,000",-,-,1980,휘경로31길,-,중개거래,서울 동대문구
769,서울특별시 동대문구 휘경동,1**,단독,8m미만,166.14,106,202309,20,"89,757",-,-,1989,회기로29길,-,직거래,-
770,서울특별시 동대문구 휘경동,2**,단독,8m미만,249.75,198,202309,21,"97,500",-,-,1991,망우로18가길,-,중개거래,서울 동대문구
771,서울특별시 동대문구 휘경동,4*,단독,8m미만,83.05,212,202309,21,"85,000",-,-,1966,한천로47길,-,중개거래,서울 동대문구
772,서울특별시 동대문구 휘경동,3**,단독,8m미만,116.13,93,202310,11,"29,000",-,-,1980,망우로1길,-,중개거래,서울 동대문구
773,서울특별시 동대문구 휘경동,1**,다가구,8m미만,140.6,93,202311,15,"95,000",-,-,1994,휘경로31길,-,중개거래,서울 동대문구
774,서울특별시 동대문구 휘경동,3**,다가구,8m미만,89.3,63,202311,22,"40,000",-,-,1994,서울시립대로29나길,-,직거래,-
775,서울특별시 동대문구 휘경동,2**,단독,,80.8,69,202401,26,"44,000",개인,개인,2018,망우로12다길,-,중개거래,서울 중랑구
776,서울특별시 동대문구 휘경동,2**,단독,,200,122,202402,19,"82,500",개인,개인,1980,망우로18가길,-,중개거래,서울 동대문구
777,서울특별시 동대문구 휘경동,1**,단독,8m미만,310.42,165,202403,26,"150,000",개인,개인,1970,외대역동로1길,-,중개거래,서울 종로구
778,서울특별시 동대문구 이문동,1**,단독,25m미만,40.05,43,202305,19,"49,500",-,-,1980,외대역동로,-,중개거래,서울 동대문구
779,서울특별시 동대문구 이문동,1**,단독,8m미만,39.67,56,202306,19,"54,000",-,-,1980,외대역동로30길,-,중개거래,서울 동대문구
780,서울특별시 동대문구 이문동,1**,다가구,8m미만,136.78,89,202306,21,"30,700",-,-,1994,외대역동로32길,-,직거래,-
781,서울특별시 동대문구 이문동,1**,단독,8m미만,54.55,83,202306,27,"53,000",-,-,1980,이문로42길,-,중개거래,서울 동대문구
782,서울특별시 동대문구 이문동,1**,단독,8m미만,40.63,53,202306,28,"58,000",-,-,1980,외대역동로30길,20231004,중개거래,서울 동대문구
783,서울특별시 동대문구 이문동,1**,단독,8m미만,40.63,53,202306,28,"58,000",-,-,1969,외대역동로30길,-,중개거래,서울 동대문구
784,서울특별시 동대문구 이문동,3**,다가구,8m미만,120.22,79,202307,10,"49,000",-,-,1991,이문로9길,-,중개거래,서울 동대문구
785,서울특별시 동대문구 이문동,1**,다가구,8m미만,119.93,90,202307,25,"83,000",-,-,1994,외대역동로34가길,-,중개거래,서울 동대문구
786,서울특별시 동대문구 이문동,2**,단독,8m미만,44.33,83,202307,26,"37,500",-,-,1966,이문로46길,-,중개거래,서울 동대문구
787,서울특별시 동대문구 이문동,1**,단독,8m미만,62.88,86,202307,30,"83,000",-,-,1980,외대역동로27길,-,중개거래,서울 동대문구
788,서울특별시 동대문구 이문동,1**,다가구,8m미만,136.1,83,202307,31,"80,000",-,-,1980,한천로61길,-,중개거래,서울 동대문구
789,서울특별시 동대문구 이문동,1**,단독,25m미만,47.37,50,202308,9,"45,300",-,-,1969,외대역동로,-,중개거래,서울 동대문구
790,서울특별시 동대문구 이문동,8*,다가구,,133.71,73,202308,12,"83,000",-,-,1993,휘경로23길,-,중개거래,서울 동대문구
791,서울특별시 동대문구 이문동,8*,다가구,8m미만,117.01,73,202308,15,"78,500",-,-,1994,휘경로23길,-,중개거래,서울 동대문구
792,서울특별시 동대문구 이문동,1**,단독,25m미만,52.13,68,202308,16,"82,000",-,-,1980,외대역동로,20231025,중개거래,서울 동대문구
793,서울특별시 동대문구 이문동,1**,단독,25m미만,52.13,68,202308,16,"82,000",-,-,1969,외대역동로,-,중개거래,서울 동대문구
794,서울특별시 동대문구 이문동,8*,다가구,8m미만,136.46,83,202308,18,"48,000",-,-,1992,휘경로19길,-,직거래,-
795,서울특별시 동대문구 이문동,1**,단독,8m미만,57.62,79,202308,19,"81,800",-,-,1969,외대역동로32길,-,중개거래,서울 동대문구
796,서울특별시 동대문구 이문동,8*,단독,8m미만,49.59,86,202308,21,"88,000",-,-,1969,외대역동로12가길,-,중개거래,서울 동대문구
797,서울특별시 동대문구 이문동,8*,다가구,8m미만,342.38,155,202308,30,"148,000",-,-,1995,외대역동로12가길,-,중개거래,서울 동대문구
798,서울특별시 동대문구 이문동,3**,다가구,8m미만,276.76,132,202309,1,"134,000",-,-,1999,이문로12길,-,중개거래,서울 동대문구
799,서울특별시 동대문구 이문동,1**,다가구,8m미만,291.17,132,202309,15,"122,000",-,-,1994,외대역동로27길,20231114,중개거래,서울 동대문구
800,서울특별시 동대문구 이문동,1**,다가구,8m미만,291.17,132,202309,15,"122,000",-,-,1994,외대역동로27길,-,중개거래,서울 동대문구
801,서울특별시 동대문구 이문동,1**,단독,8m미만,36.43,53,202309,23,"60,000",-,-,1969,외대역동로16길,20240220,중개거래,"대구 중구, 서울 동대문구"
802,서울특별시 동대문구 이문동,1**,단독,8m미만,43.8,53,202310,10,"54,700",-,-,1970,한천로,-,중개거래,서울 동대문구
803,서울특별시 동대문구 이문동,1**,다가구,8m미만,135.56,83,202310,10,"75,000",-,-,1990,이문로42길,-,중개거래,서울 동대문구
804,서울특별시 동대문구 이문동,1**,다가구,8m미만,117.69,76,202310,14,"87,000",-,-,1980,외대역동로27가길,-,중개거래,서울 동대문구
805,서울특별시 동대문구 이문동,1**,단독,8m미만,28.92,46,202310,23,"58,500",-,-,1970,외대역동로35길,-,중개거래,서울 동대문구
806,서울특별시 동대문구 이문동,1**,단독,,62.88,86,202310,24,"85,000",-,-,1970,외대역동로27길,-,중개거래,서울 동대문구
807,서울특별시 동대문구 이문동,8*,단독,8m미만,235.74,160,202311,2,"131,000",-,-,1980,휘경로31길,-,중개거래,서울 동대문구
808,서울특별시 동대문구 이문동,2**,다가구,12m미만,582.87,248,202311,7,"291,000",-,-,1996,천장산로7길,-,중개거래,서울 강남구 서울 동대문구
809,서울특별시 동대문구 이문동,8*,다가구,,149.04,100,202311,18,"100,000",-,-,1993,외대역동로18길,-,중개거래,서울 동대문구
810,서울특별시 동대문구 이문동,3**,다가구,8m미만,219.08,146,202312,1,"88,500",-,-,1993,이문로28길,-,중개거래,서울 동대문구
811,서울특별시 동대문구 이문동,1**,단독,8m미만,63.4,79,202312,5,"50,400",-,-,1970,한천로59길,20231208,직거래,-
812,서울특별시 동대문구 이문동,1**,단독,8m미만,63.4,79,202312,5,"50,400",-,-,1970,한천로59길,-,직거래,-
813,서울특별시 동대문구 이문동,2**,다가구,8m미만,116.27,83,202312,7,"40,000",-,-,1994,신이문로16길,-,직거래,-
814,서울특별시 동대문구 이문동,1**,단독,12m미만,110.94,152,202312,7,"124,600",-,-,1970,외대역동로27길,-,직거래,-
815,서울특별시 동대문구 이문동,3**,다가구,,452.02,132,202312,21,"235,000",-,-,2009,휘경로5길,-,중개거래,서울 강남구
816,서울특별시 동대문구 이문동,1**,단독,8m미만,51.24,106,202401,6,"90,000",개인,개인,1968,외대역동로18길,-,중개거래,서울 동대문구
817,서울특별시 동대문구 이문동,1**,단독,,42.98,66,202401,20,"75,000",개인,개인,1968,외대역동로22길,-,중개거래,서울 동대문구
818,서울특별시 동대문구 이문동,8*,다가구,12m미만,331.61,132,202401,21,"137,000",개인,개인,1996,한천로55길,-,중개거래,서울 동대문구
819,서울특별시 동대문구 이문동,7*,다가구,8m미만,153.3,112,202401,24,"99,000",개인,개인,1993,휘경로11가길,-,중개거래,서울 동대문구
820,서울특별시 동대문구 이문동,1**,단독,8m미만,36.43,53,202402,20,"45,200",개인,개인,1969,외대역동로16길,-,중개거래,"대구 중구, 서울 동대문구"
821,서울특별시 동대문구 이문동,7*,단독,,74.08,112,202403,4,"100,000",개인,개인,1980,휘경로15길,-,중개거래,서울 동대문구
822,서울특별시 동대문구 이문동,3**,다가구,,168.73,86,202403,7,"53,000",개인,개인,1994,휘경로10길,-,직거래,-
823,서울특별시 동대문구 이문동,3**,단독,,232.24,145,202403,8,"88,000",개인,개인,1980,이문로9길,-,중개거래,서울 동대문구
824,서울특별시 동대문구 이문동,3**,단독,,252.06,139,202403,14,"148,000",개인,개인,1989,이문로17길,-,중개거래,서울 동대문구
825,서울특별시 동대문구 이문동,1**,단독,25m미만,52.89,60,202404,11,"76,000",개인,개인,1969,외대역동로,-,중개거래,서울 동대문구
826,서울특별시 동대문구 이문동,1**,다가구,25m미만,265.98,109,202404,11,"115,115",개인,개인,1992,외대역동로,-,중개거래,서울 동대문구
827,서울특별시 동대문구 이문동,8*,단독,8m미만,257.4,170,202404,11,"150,232",개인,개인,1984,휘경로31길,-,중개거래,"서울 동대문구, 서울 성동구"
828,서울특별시 동대문구 이문동,1**,단독,8m미만,58.38,83,202404,29,"90,000",개인,개인,1969,외대역동로30길,-,직거래,-
829,서울특별시 동대문구 이문동,1**,단독,8m미만,56.2,83,202405,1,"85,000",개인,개인,1969,외대역동로32길,-,중개거래,서울 동대문구
830,서울특별시 중랑구 면목동,1**,다가구,8m미만,210.23,113.7,202305,18,"129,500",-,-,2018,겸재로10길,-,중개거래,서울 중랑구
831,서울특별시 중랑구 면목동,9*,다가구,8m미만,149.52,98.2,202305,18,"78,000",-,-,1993,면목로78길,-,중개거래,서울 중랑구
832,서울특별시 중랑구 면목동,1**,다가구,8m미만,173.31,105.4,202305,25,"56,500",-,-,1990,봉우재로,-,중개거래,서울 중랑구
833,서울특별시 중랑구 면목동,7*,다가구,8m미만,148.43,95.5,202305,29,"81,600",-,-,1993,상봉로11길,-,중개거래,서울 중랑구
834,서울특별시 중랑구 면목동,5**,단독,8m미만,42.74,56,202305,31,"39,500",-,-,1971,용마산로58길,-,중개거래,서울 중랑구
835,서울특별시 중랑구 면목동,1**,다가구,8m미만,163.86,91.2,202306,6,"48,500",-,-,1993,동일로100길,-,중개거래,서울 중랑구
836,서울특별시 중랑구 면목동,4**,다가구,8m미만,136.56,72.7,202306,10,"39,800",-,-,1994,면목로58길,-,중개거래,서울 중랑구
837,서울특별시 중랑구 면목동,4**,다가구,8m미만,143.37,86,202306,15,"55,000",-,-,1992,면목로44바길,-,중개거래,서울 중랑구
838,서울특별시 중랑구 면목동,6**,단독,12m미만,808.94,351.7,202306,16,"469,000",-,-,1987,사가정로52길,-,중개거래,서울 송파구
839,서울특별시 중랑구 면목동,3**,다가구,12m미만,123.47,102.8,202306,29,"78,000",-,-,1971,면목로34길,-,중개거래,서울 중랑구
840,서울특별시 중랑구 면목동,6**,다가구,8m미만,149.93,93.2,202307,1,"46,000",-,-,1994,면목로38나길,-,중개거래,경기 남양주시 서울 중랑구
841,서울특별시 중랑구 면목동,1**,단독,8m미만,376.5,216.5,202307,14,"229,200",-,-,2000,겸재로49길,20240503,중개거래,서울 중랑구
842,서울특별시 중랑구 면목동,1**,단독,8m미만,51.08,73.7,202307,14,"39,500",-,-,1971,겸재로,-,중개거래,서울 중랑구
843,서울특별시 중랑구 면목동,9*,다가구,8m미만,130.47,88.6,202307,16,"67,000",-,-,1992,겸재로49길,-,중개거래,서울 광진구 서울 중랑구
844,서울특별시 중랑구 면목동,5**,다가구,8m미만,183.18,119.6,202307,19,"39,600",-,-,1985,면목로45길,-,중개거래,서울 중랑구
845,서울특별시 중랑구 면목동,1**,다가구,8m미만,156.87,93.6,202308,1,"51,000",-,-,1995,동일로92길,-,중개거래,서울 중랑구
846,서울특별시 중랑구 면목동,1**,단독,25m이상,617.75,238.4,202308,4,"396,000",-,-,1995,겸재로,20230914,중개거래,서울 중랑구
847,서울특별시 중랑구 면목동,1**,단독,25m이상,617.75,238.4,202308,4,"396,000",-,-,1995,겸재로,-,중개거래,서울 중랑구
848,서울특별시 중랑구 면목동,4**,다가구,8m미만,149.04,99.5,202308,7,"61,500",-,-,1992,면목로56길,-,중개거래,서울 중랑구
849,서울특별시 중랑구 면목동,1**,단독,8m미만,230.67,166.1,202308,12,"90,000",-,-,1983,봉우재로14길,-,중개거래,서울 중랑구
850,서울특별시 중랑구 면목동,1**,다가구,8m미만,149.53,103.8,202308,17,"54,000",-,-,1993,면목로74길,-,중개거래,서울 중랑구
851,서울특별시 중랑구 면목동,7*,다가구,8m미만,186.46,130.2,202308,22,"67,000",-,-,1989,겸재로50가길,-,중개거래,서울 중랑구
852,서울특별시 중랑구 면목동,6**,다가구,8m미만,168.67,102.8,202308,26,"51,000",-,-,1993,면목로35길,-,중개거래,서울 중랑구
853,서울특별시 중랑구 면목동,5**,다가구,8m미만,110.4,77,202309,7,"39,900",-,-,1989,면목로69길,-,중개거래,서울 중랑구
854,서울특별시 중랑구 면목동,4**,다가구,8m미만,239.08,118.4,202309,8,"94,000",-,-,1991,면목로54길,-,중개거래,"서울 강동구, 서울 중랑구"
855,서울특별시 중랑구 면목동,4**,단독,8m미만,73.39,146.1,202309,8,"96,000",-,-,1969,면목로54길,-,중개거래,"서울 강동구, 서울 중랑구"
856,서울특별시 중랑구 면목동,1**,단독,12m미만,194.57,122,202309,11,"67,500",-,-,1993,동일로99길,-,중개거래,서울 중랑구
857,서울특별시 중랑구 면목동,2**,단독,8m미만,97.78,99,202309,13,"54,000",-,-,1981,면목로84나길,20230927,직거래,-
858,서울특별시 중랑구 면목동,1**,다가구,8m미만,159.39,88.6,202309,15,"49,000",-,-,1993,사가정로31길,-,중개거래,서울 중랑구
859,서울특별시 중랑구 면목동,1***,다가구,8m미만,249.64,148,202309,19,"88,400",-,-,1991,면목로84나길,-,중개거래,서울 중랑구
860,서울특별시 중랑구 면목동,1**,다가구,8m미만,279.54,139.9,202309,21,"130,000",-,-,2015,중랑천로8길,-,중개거래,서울 중랑구
861,서울특별시 중랑구 면목동,2*,단독,8m미만,151.02,115.4,202309,26,"58,500",-,-,1986,용마산로93길,-,직거래,-
862,서울특별시 중랑구 면목동,3*,다가구,8m미만,202.83,119,202310,10,"53,100",-,-,1992,용마산로94길,20231106,중개거래,서울 중랑구
863,서울특별시 중랑구 면목동,3**,다가구,8m미만,145.38,82.6,202310,17,"50,000",-,-,1994,면목로30가길,-,중개거래,서울 중랑구
864,서울특별시 중랑구 면목동,6**,단독,8m미만,52.79,60.2,202310,25,"23,300",-,-,1970,면목로35길,-,중개거래,서울 중랑구
865,서울특별시 중랑구 면목동,4**,다가구,8m미만,148.92,89.3,202310,30,"50,000",-,-,1993,면목로44길,-,직거래,-
866,서울특별시 중랑구 면목동,3*,다가구,8m미만,202.83,119,202311,6,"51,100",-,-,1992,용마산로94길,20231128,중개거래,서울 중랑구
867,서울특별시 중랑구 면목동,4**,다가구,8m미만,84.44,52.3,202311,11,"29,500",-,-,1993,면목로56길,-,중개거래,서울 중랑구
868,서울특별시 중랑구 면목동,3**,다가구,8m미만,226.51,99,202311,13,"65,000",-,-,1994,면목천로6길,-,중개거래,서울 중랑구
869,서울특별시 중랑구 면목동,1**,다가구,8m미만,214.75,131.6,202311,17,"70,000",-,-,1992,면목천로23길,-,중개거래,서울 중랑구
870,서울특별시 중랑구 면목동,1**,다가구,8m미만,157.1,102.3,202311,17,"61,000",-,-,1989,면목로74길,-,중개거래,서울 중랑구
871,서울특별시 중랑구 면목동,3**,단독,25m미만,175.14,117.2,202312,1,"117,000",-,-,1985,면목로27길,-,중개거래,서울 중랑구
872,서울특별시 중랑구 면목동,1**,단독,8m미만,155.44,125.3,202312,2,"54,000",-,-,1975,동일로95가길,-,중개거래,서울 중랑구
873,서울특별시 중랑구 면목동,1**,다가구,8m미만,711.65,303.1,202312,29,"275,000",-,-,1991,상봉로11길,-,중개거래,서울 중랑구
874,서울특별시 중랑구 면목동,4**,다가구,8m미만,720.51,368.9,202401,15,"277,000",개인,개인,2010,면목로52길,-,중개거래,서울 중랑구
875,서울특별시 중랑구 면목동,9*,다가구,8m미만,149.52,98.2,202401,19,"77,700",개인,개인,1993,면목로78길,-,중개거래,서울 중랑구
876,서울특별시 중랑구 면목동,5**,단독,,147.49,86,202402,1,"52,000",개인,개인,1993,용마산로58길,-,중개거래,서울 광진구
877,서울특별시 중랑구 면목동,1**,다가구,,221.24,132.2,202402,13,"87,000",개인,개인,2011,겸재로22길,-,중개거래,서울 중랑구
878,서울특별시 중랑구 면목동,1**,단독,8m미만,163.68,94.2,202402,27,"45,500",개인,개인,1991,동일로100길,-,중개거래,서울 중랑구
879,서울특별시 중랑구 면목동,3*,다가구,,202.83,119,202403,7,"51,100",개인,개인,1992,용마산로94길,-,중개거래,서울 중랑구
880,서울특별시 중랑구 면목동,1**,다가구,8m미만,179.08,111.8,202403,8,"56,500",법인,개인,1983,면목천로23길,-,중개거래,"서울 강남구, 서울 중랑구"
881,서울특별시 중랑구 면목동,5**,단독,,190.63,106.8,202403,11,"22,500",개인,개인,1990,사가정로41길,-,직거래,-
