NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1399,서울특별시 은평구 불광동,1**,단독,25m미만,105,89,202307,11,"35,040",-,-,1984,불광로,-,직거래,-
1400,서울특별시 은평구 불광동,5**,단독,25m이상,924.81,720,202307,14,"985,000",-,-,2010,통일로,-,중개거래,서울 은평구
1401,서울특별시 은평구 불광동,2**,단독,8m미만,96.23,231,202307,18,"115,000",-,-,1969,통일로68가길,-,중개거래,서울 은평구
1402,서울특별시 은평구 불광동,2**,단독,25m미만,130.92,134,202307,24,"107,000",-,-,1985,불광로,-,중개거래,서울 은평구
1403,서울특별시 은평구 불광동,3**,단독,8m미만,67.14,145,202307,27,"167,200",-,-,1969,통일로80가길,-,직거래,-
1404,서울특별시 은평구 불광동,4**,다가구,8m미만,165.73,96,202307,29,"70,000",-,-,1990,연서로37가길,-,중개거래,서울 은평구
1405,서울특별시 은평구 불광동,3**,단독,8m미만,62.25,132,202308,22,"147,700",-,-,1969,통일로82나길,-,직거래,-
1406,서울특별시 은평구 불광동,3**,단독,8m미만,247.35,272,202308,30,"341,462",-,-,1989,통일로80가길,-,직거래,-
1407,서울특별시 은평구 불광동,3**,단독,8m미만,206.81,165,202308,31,"167,000",-,-,1984,통일로80길,-,직거래,-
1408,서울특별시 은평구 불광동,3**,단독,8m미만,118.79,106,202308,31,"113,831",-,-,1998,연서로31길,-,직거래,-
1409,서울특별시 은평구 불광동,3**,단독,8m미만,186.84,284,202309,4,"300,685",-,-,1984,통일로80가길,-,직거래,-
1410,서울특별시 은평구 불광동,3**,단독,8m미만,38.94,89,202309,4,"98,500",-,-,1971,통일로80가길,-,직거래,-
1411,서울특별시 은평구 불광동,4**,단독,8m미만,169.26,205,202309,16,"235,648",-,-,1963,통일로82길,-,직거래,-
1412,서울특별시 은평구 불광동,1**,다가구,8m미만,149.22,106,202309,27,"81,443",-,-,1993,연서로38길,-,직거래,-
1413,서울특별시 은평구 불광동,4**,단독,8m미만,170.91,208,202310,16,"220,220",-,-,1963,통일로82길,-,직거래,-
1414,서울특별시 은평구 불광동,3**,단독,8m미만,262.44,231,202310,25,"276,000",-,-,1980,통일로80가길,-,직거래,-
1415,서울특별시 은평구 불광동,3**,단독,8m미만,212.22,142,202311,22,"166,600",-,-,1990,통일로80가길,-,직거래,-
1416,서울특별시 은평구 불광동,3**,다가구,8m미만,71.18,33.57,202312,18,"21,200",-,-,1991,통일로72길,-,중개거래,서울 은평구
1417,서울특별시 은평구 갈현동,1*,다가구,8m미만,36.66,317,202305,31,"36,000",-,-,1992,갈현로45나길,-,중개거래,서울 은평구
1418,서울특별시 은평구 갈현동,4**,단독,8m미만,117.35,136.5,202306,12,"92,000",-,-,1968,연서로27길,-,중개거래,서울 은평구
1419,서울특별시 은평구 갈현동,3**,단독,8m미만,291.25,192,202308,25,"125,000",-,-,2010,서오릉로18길,-,중개거래,서울 서대문구 서울 은평구
1420,서울특별시 은평구 갈현동,3**,단독,8m미만,85.02,162,202308,28,"87,665",-,-,1967,갈현로41가길,-,중개거래,서울 은평구
1421,서울특별시 은평구 갈현동,4**,단독,25m미만,369.6,187.4,202309,2,"210,000",-,-,1986,갈현로,-,중개거래,서울 은평구
1422,서울특별시 은평구 갈현동,2**,단독,8m미만,63.83,133,202309,13,"75,180",-,-,1968,갈현로37가길,-,중개거래,서울 은평구
1423,서울특별시 은평구 갈현동,1*,단독,8m미만,61.32,99,202309,16,"63,500",-,-,1970,갈현로45길,-,중개거래,서울 은평구
1424,서울특별시 은평구 갈현동,5**,다가구,8m미만,351.32,146.8,202309,21,"126,747",-,-,1991,갈현로25길,-,직거래,-
1425,서울특별시 은평구 갈현동,4**,단독,,402.15,161,202311,27,"192,500",-,-,1991,연서로27길,-,중개거래,서울 은평구
1426,서울특별시 은평구 갈현동,4**,단독,8m미만,249.54,183.8,202311,27,"85,500",-,-,1989,갈현로,-,중개거래,서울 은평구
1427,서울특별시 은평구 갈현동,2**,단독,8m미만,114.84,122,202311,30,"67,000",-,-,1985,갈현로41나길,-,중개거래,서울 은평구
1428,서울특별시 은평구 갈현동,*,단독,8m미만,219.63,65.33,202312,16,"15,400",-,-,1968,갈현로47길,20231223,중개거래,경기 김포시
1429,서울특별시 은평구 갈현동,*,단독,8m미만,219.63,65.33,202312,16,"15,450",-,-,1968,갈현로47길,-,중개거래,경기 김포시
1430,서울특별시 은평구 갈현동,4**,다가구,,289.58,159,202402,17,"111,000",개인,개인,1990,갈현로36길,-,중개거래,서울 은평구
1431,서울특별시 은평구 갈현동,5**,단독,8m미만,167.28,221,202402,29,"81,506",개인,개인,1980,서오릉로18길,-,중개거래,"서울 용산구, 서울 은평구"
1432,서울특별시 은평구 갈현동,3**,단독,8m미만,83.77,155,202404,12,"76,000",개인,개인,1967,갈현로41다길,-,중개거래,서울 은평구
1433,서울특별시 은평구 구산동,*,단독,12m미만,484.56,199.7,202308,23,"208,500",-,-,1989,연서로13길,-,중개거래,서울 은평구
1434,서울특별시 은평구 구산동,1*,단독,,239.58,281,202309,13,"216,750",-,-,1983,연서로11길,-,중개거래,서울 은평구
1435,서울특별시 은평구 구산동,2**,단독,8m미만,233.78,133.2,202311,6,"107,982",-,-,1989,연서로15길,-,직거래,-
1436,서울특별시 은평구 구산동,3**,단독,8m미만,192.76,205,202312,5,"59,000",-,-,1973,서오릉로21길,-,중개거래,서울 은평구
1437,서울특별시 은평구 구산동,2**,단독,,235.64,339.8,202402,6,"279,000",법인,개인,1971,연서로15길,-,중개거래,서울 강남구
1438,서울특별시 은평구 구산동,2*,단독,12m미만,265.38,147.8,202403,25,"130,000",개인,개인,1999,연서로13길,-,중개거래,서울 은평구
1439,서울특별시 은평구 대조동,8*,단독,25m미만,242.91,4.53,202310,11,"15,000",-,-,1990,통일로71가길,-,중개거래,서울 은평구
1440,서울특별시 은평구 대조동,3*,다가구,8m미만,109.31,69,202312,28,"55,000",-,-,2006,진흥로13길,20240126,중개거래,서울 은평구
1441,서울특별시 은평구 대조동,3*,다가구,8m미만,109.31,69,202312,28,"55,000",-,-,2006,진흥로13길,-,중개거래,서울 은평구
1442,서울특별시 은평구 대조동,1**,단독,8m미만,73.89,147.8,202401,11,"61,000",개인,개인,1968,역말로9길,-,직거래,-
1443,서울특별시 은평구 대조동,2**,다가구,,229.76,125,202403,13,"86,000",개인,개인,1991,역말로9가길,-,중개거래,서울 은평구
1444,서울특별시 은평구 대조동,3*,단독,8m미만,391.8,179,202404,4,"120,000",개인,개인,1996,진흥로13길,-,중개거래,서울 은평구
1445,서울특별시 은평구 응암동,3*,다가구,25m이상,207.3,86,202307,27,"56,000",-,-,1985,,-,중개거래,서울 은평구
1446,서울특별시 은평구 응암동,3*,다가구,25m이상,207.3,60,202307,27,"39,000",-,-,1985,,-,중개거래,서울 은평구
1447,서울특별시 은평구 응암동,5**,단독,8m미만,56.95,102.5,202308,8,"60,000",-,-,1973,가좌로,-,직거래,-
1448,서울특별시 은평구 응암동,3*,다가구,25m이상,148.41,99,202308,10,"50,000",-,-,1994,,-,중개거래,서울 은평구
1449,서울특별시 은평구 응암동,5**,단독,8m미만,309.15,309.15,202308,16,"174,000",-,-,1990,,20231103,중개거래,서울 은평구
1450,서울특별시 은평구 응암동,5**,단독,8m미만,309.15,272.4,202308,16,"164,000",-,-,1990,가좌로10길,20231031,중개거래,서울 은평구
1451,서울특별시 은평구 응암동,5**,단독,8m미만,198.79,198.3,202309,26,"93,500",-,-,1972,응암로21길,-,중개거래,서울 은평구
1452,서울특별시 은평구 응암동,5**,단독,8m미만,61.36,107.8,202310,13,"46,000",-,-,1971,가좌로10길,-,직거래,-
1453,서울특별시 은평구 응암동,5**,단독,8m미만,309.15,272.4,202310,27,"174,000",-,-,1990,가좌로10길,-,중개거래,서울 은평구
1454,서울특별시 은평구 응암동,4**,다가구,8m미만,204.41,118,202311,30,"86,090",-,-,1991,응암로22길,-,직거래,-
1455,서울특별시 은평구 응암동,1**,단독,8m미만,145.38,233.4,202312,8,"245,000",-,-,1976,응암로29길,-,중개거래,서울 은평구
1456,서울특별시 은평구 응암동,7**,단독,,52.57,108.4,202401,31,"12,400",개인,개인,1986,가좌로7길,-,중개거래,서울 은평구
1457,서울특별시 은평구 응암동,3**,단독,,138.44,93,202402,14,"42,600",개인,개인,1985,응암로22길,-,직거래,-
1458,서울특별시 은평구 응암동,1**,단독,,172.23,204.3,202402,29,"95,000",개인,개인,1971,응암로34가길,-,직거래,-
1459,서울특별시 은평구 응암동,5**,단독,25m이상,494.95,213.6,202403,11,"300,000",개인,개인,1992,가좌로,-,중개거래,서울 은평구
1460,서울특별시 은평구 응암동,3*,단독,8m미만,49.19,43,202403,16,"16,200",개인,개인,1971,통일로,-,중개거래,서울 은평구
1461,서울특별시 은평구 응암동,3**,단독,12m미만,267.21,176,202404,2,"97,000",개인,개인,1993,응암로16길,-,중개거래,서울 은평구
1462,서울특별시 은평구 응암동,1**,단독,8m미만,159.87,198,202404,12,"190,000",개인,개인,1974,은평로4길,-,중개거래,서울 은평구
1463,서울특별시 은평구 응암동,1**,다가구,8m미만,299.06,158,202405,7,"72,000",개인,개인,1994,응암로34나길,-,중개거래,서울 은평구
1464,서울특별시 은평구 응암동,2**,단독,8m미만,80.5,155,202405,11,"57,000",개인,개인,1974,백련산로4길,-,중개거래,서울 은평구
1465,서울특별시 은평구 역촌동,1*,단독,8m미만,209.43,149.4,202312,21,"80,000",-,-,1990,연서로14길,-,직거래,-
1466,서울특별시 은평구 역촌동,7*,다가구,8m미만,246.48,123.3,202401,17,"150,000",개인,개인,2020,갈현로5길,-,직거래,-
1467,서울특별시 은평구 역촌동,*,단독,,55.5,121.3,202403,13,"38,000",개인,개인,1969,연서로16길,-,직거래,-
1468,서울특별시 은평구 신사동,1**,단독,8m미만,56.46,109,202305,30,"50,720",-,-,1971,은평터널로,-,중개거래,서울 은평구
1469,서울특별시 은평구 신사동,3**,단독,8m미만,58.94,132,202306,21,"80,000",-,-,1972,은평터널로,-,중개거래,서울 은평구
1470,서울특별시 은평구 신사동,1*,단독,12m미만,323.7,153.4,202307,25,"166,500",-,-,1989,갈현로1길,-,중개거래,서울 은평구
1471,서울특별시 은평구 신사동,2**,다가구,8m미만,41.22,24.43,202307,29,"19,000",-,-,1992,가좌로11나길,-,중개거래,서울 은평구
1472,서울특별시 은평구 신사동,1*,단독,8m미만,162.65,240,202308,8,"217,800",-,-,1975,갈현로3길,-,직거래,-
1473,서울특별시 은평구 신사동,3**,단독,8m미만,60,105.5,202308,31,"49,500",-,-,1972,증산로15길,-,중개거래,서울 은평구
1474,서울특별시 은평구 신사동,2*,다가구,8m미만,33.24,24.96,202309,4,"11,000",-,-,1992,증산로23길,-,중개거래,서울 은평구
1475,서울특별시 은평구 신사동,2**,단독,8m미만,88.13,142,202310,10,"45,000",-,-,1970,은평터널로13길,-,중개거래,서울 은평구
1476,서울특별시 은평구 신사동,2**,다가구,8m미만,149.56,89,202310,28,"45,000",-,-,1993,은평터널로9길,-,중개거래,서울 은평구
1477,서울특별시 은평구 신사동,2**,단독,,299.41,132,202401,15,"59,000",개인,개인,,가좌로11길,-,중개거래,서울 은평구
1478,서울특별시 은평구 신사동,2**,단독,,49.62,89,202401,18,"30,000",개인,개인,1977,가좌로11가길,-,중개거래,서울 양천구
1479,서울특별시 은평구 신사동,3**,단독,,56.86,109,202403,7,"33,000",개인,개인,1973,은평터널로5길,-,직거래,-
1480,서울특별시 은평구 신사동,*,단독,8m미만,381.03,184.1,202403,30,"133,000",법인,개인,2010,은평로3가길,-,중개거래,서울 은평구
1481,서울특별시 은평구 신사동,3*,다가구,8m미만,179.34,116.7,202404,3,"87,500",개인,개인,1995,가좌로,-,중개거래,서울 마포구
1482,서울특별시 은평구 신사동,2**,단독,8m미만,77.35,89,202404,13,"17,000",개인,개인,1977,가좌로11길,-,중개거래,서울 은평구
1483,서울특별시 은평구 증산동,1**,다가구,8m미만,263.52,112.1,202307,15,"103,000",-,-,1997,증산로9길,-,중개거래,서울 용산구 서울 은평구
1484,서울특별시 은평구 증산동,1**,단독,8m미만,162.02,188,202309,8,"10,152",-,-,1974,증산로13길,-,직거래,-
1485,서울특별시 은평구 증산동,1**,단독,8m미만,188.63,179,202309,23,"75,000",-,-,1975,증산로13길,-,중개거래,서울 은평구
1486,서울특별시 은평구 증산동,1**,단독,8m미만,188.63,179,202309,29,"75,000",-,-,1975,증산로13길,20231206,중개거래,서울 은평구
1487,서울특별시 은평구 증산동,1**,단독,8m미만,118.34,123.6,202404,8,"46,000",개인,개인,1982,증산로7길,-,직거래,-
1488,서울특별시 은평구 진관동,3**,단독,8m미만,222.78,389,202306,28,"65,000",-,-,2018,북한산로,-,직거래,-
1489,서울특별시 은평구 진관동,3**,단독,8m미만,21.92,407,202309,21,"67,500",-,-,1970,북한산로,-,중개거래,서울 중랑구
1490,서울특별시 은평구 진관동,3**,단독,8m미만,74.18,242,202401,30,"98,000",개인,개인,1967,의상봉길,-,중개거래,서울 은평구
1491,서울특별시 서대문구 충정로3가,2**,단독,8m미만,36.36,81.7,202305,24,"74,500",-,-,1900,충정로4길,-,중개거래,서울 서대문구
1492,서울특별시 서대문구 충정로3가,3*,단독,,61.88,119,202310,23,"98,000",-,-,1962,경기대로1길,-,중개거래,서울 서대문구
1493,서울특별시 서대문구 충정로3가,*,단독,8m미만,49.59,128.9,202311,19,"125,600",-,-,1948,경기대로,-,직거래,-
1494,서울특별시 서대문구 충정로3가,*,단독,8m미만,82.88,68.4,202403,14,"77,800",개인,개인,1978,경기대로9안길,-,중개거래,서울 서대문구
1495,서울특별시 서대문구 충정로3가,*,단독,8m미만,42.66,25.5,202404,1,"63,600",개인,개인,1983,독립문로8길,-,중개거래,서울 서대문구
1496,서울특별시 서대문구 천연동,9*,단독,8m미만,26.45,64.5,202306,16,"57,000",-,-,1991,독립문로8안길,-,중개거래,서울 서대문구
1497,서울특별시 서대문구 천연동,5*,단독,8m미만,138.62,62.8,202308,8,"71,000",-,-,1975,통일로11길,-,중개거래,서울 서대문구
1498,서울특별시 서대문구 천연동,1**,다가구,,200.7,89.3,202310,26,"95,000",-,-,1993,독립문로12가길,-,중개거래,서울 서대문구
1499,서울특별시 서대문구 북아현동,*,다가구,8m미만,345.54,169,202305,15,"150,000",-,-,1991,북아현로10길,-,중개거래,경기 구리시 서울 서대문구
1500,서울특별시 서대문구 북아현동,5**,단독,8m미만,95.86,30,202305,16,"71,180",-,-,1991,북아현로4길,-,중개거래,서울 서대문구
1501,서울특별시 서대문구 북아현동,1**,다가구,8m미만,120.27,77,202305,23,"104,660",-,-,1990,북아현로4길,-,중개거래,서울 서대문구
1502,서울특별시 서대문구 북아현동,*,단독,25m미만,33.06,89,202306,3,"92,700",-,-,1939,북아현로,-,중개거래,서울 서대문구
1503,서울특별시 서대문구 북아현동,3**,다가구,8m미만,189.28,85,202306,4,"108,442",-,-,1995,북아현로4마길,-,중개거래,서울 서대문구
1504,서울특별시 서대문구 북아현동,3*,단독,8m미만,44.33,95.82,202306,13,"113,420",-,-,1966,신촌로37길,-,중개거래,서울 서대문구
1505,서울특별시 서대문구 북아현동,6**,다가구,8m미만,116.47,66,202306,22,"103,330",-,-,1990,북아현로4바길,-,중개거래,서울 서대문구
1506,서울특별시 서대문구 북아현동,*,단독,8m미만,84.06,79,202307,14,"90,340",-,-,2001,북아현로16길,-,중개거래,서울 서대문구
1507,서울특별시 서대문구 북아현동,4**,다가구,8m미만,161.52,86,202308,10,"106,000",-,-,1991,북아현로4마길,-,중개거래,서울 서대문구
1508,서울특별시 서대문구 북아현동,4**,단독,8m미만,85.67,63,202309,3,"96,587",-,-,2001,북아현로4마길,-,중개거래,서울 서대문구
1509,서울특별시 서대문구 북아현동,7**,단독,8m미만,16.53,23,202309,11,"71,000",-,-,1964,북아현로4가길,-,중개거래,서울 서대문구
1510,서울특별시 서대문구 북아현동,1**,다가구,8m미만,216.98,128.3,202309,19,"132,300",-,-,1995,북아현로,-,중개거래,서울 서대문구
1511,서울특별시 서대문구 북아현동,*,다가구,8m미만,160.68,109,202310,13,"108,500",-,-,1997,북아현로14길,-,중개거래,서울 서대문구
1512,서울특별시 서대문구 북아현동,*,단독,8m미만,302.61,770,202310,26,"629,100",-,-,1976,북아현로22다길,-,직거래,-
1513,서울특별시 서대문구 북아현동,*,단독,8m미만,122.58,43.06,202311,13,"77,758",-,-,1984,북아현로14가길,-,중개거래,서울 서대문구
1514,서울특별시 서대문구 북아현동,*,다가구,8m미만,149.76,93,202311,15,"95,270",-,-,1992,북아현로14길,-,중개거래,서울 서대문구
1515,서울특별시 서대문구 북아현동,*,단독,8m미만,101.31,106,202312,16,"84,500",-,-,1971,북아현로24길,-,중개거래,서울 서대문구
1516,서울특별시 서대문구 북아현동,2**,단독,8m미만,19.83,26.4,202312,19,"19,000",-,-,1991,신촌로27안길,-,중개거래,서울 서대문구
1517,서울특별시 서대문구 북아현동,*,단독,8m미만,80.37,51,202401,26,"76,600",개인,개인,1997,북아현로,-,중개거래,서울 서대문구
1518,서울특별시 서대문구 북아현동,*,단독,,29.75,53,202403,5,"44,000",개인,개인,1991,북아현로2안길,-,중개거래,서울 서대문구
1519,서울특별시 서대문구 북아현동,8**,단독,8m미만,184.4,85,202403,18,"111,700",개인,개인,1989,북아현로4가길,-,중개거래,"서울 서대문구, 서울 용산구"
1520,서울특별시 서대문구 북아현동,*,다가구,8m미만,231.95,99,202403,20,"111,569",개인,개인,1997,북아현로12길,-,중개거래,서울 서대문구
1521,서울특별시 서대문구 북아현동,*,단독,8m미만,245.28,169,202403,23,"138,020",개인,개인,1990,북아현로,-,중개거래,서울 서대문구
1522,서울특별시 서대문구 북아현동,*,단독,,46.28,102,202403,25,"71,000",개인,개인,1938,북아현로,-,직거래,-
1523,서울특별시 서대문구 북아현동,1**,단독,25m미만,190.41,84.6,202403,27,"200,000",법인,개인,1972,신촌로31길,-,중개거래,서울 서대문구
1524,서울특별시 서대문구 북아현동,*,단독,8m미만,165.3,278,202403,28,"200,000",개인,개인,1978,북아현로26길,-,직거래,-
1525,서울특별시 서대문구 북아현동,3*,다가구,8m미만,133.29,82,202404,8,"106,100",개인,개인,1991,북아현로4가길,-,중개거래,"서울 마포구, 서울 서대문구"
1526,서울특별시 서대문구 북아현동,3**,다가구,8m미만,149.55,106,202404,18,"106,650",개인,개인,1994,북아현로4마길,-,중개거래,서울 서대문구
1527,서울특별시 서대문구 홍제동,2**,단독,8m미만,199.86,129,202306,7,"65,000",-,-,1990,간호대로4길,-,중개거래,서울 서대문구
1528,서울특별시 서대문구 홍제동,1**,다가구,8m미만,63.84,42.3,202306,15,"46,000",-,-,1991,통일로37가길,-,중개거래,서울 서대문구
1529,서울특별시 서대문구 홍제동,*,단독,8m미만,22.8,23,202306,25,"13,000",-,-,1985,문화촌길,-,중개거래,서울 서대문구
1530,서울특별시 서대문구 홍제동,2**,단독,25m미만,289.6,139,202310,20,"120,000",-,-,1983,간호대로3길,-,중개거래,서울 서대문구
1531,서울특별시 서대문구 홍제동,3**,다가구,8m미만,258.11,132,202311,7,"71,000",-,-,2021,통일로37나길,-,직거래,-
1532,서울특별시 서대문구 홍제동,3**,단독,8m미만,176.38,179,202311,8,"50,000",-,-,1984,모래내로24다길,-,중개거래,서울 은평구
1533,서울특별시 서대문구 홍제동,2**,단독,8m미만,45.29,33,202311,28,"19,800",-,-,1959,세무서길,-,중개거래,서울 서대문구
1534,서울특별시 서대문구 홍제동,2**,다가구,8m미만,149.94,106,202312,15,"57,000",-,-,1994,세검정로3길,-,직거래,-
1535,서울특별시 서대문구 홍제동,*,단독,,28.6,66,202402,13,"30,000",개인,개인,1985,문화촌길,-,중개거래,서울 서대문구
1536,서울특별시 서대문구 홍제동,2**,단독,12m미만,347.12,155,202402,27,"147,500",개인,개인,1982,세검정로,-,중개거래,서울 서대문구
1537,서울특별시 서대문구 홍제동,*,단독,8m미만,51.52,89,202404,10,"37,000",개인,개인,1970,문화촌1길,-,중개거래,서울 서대문구
1538,서울특별시 서대문구 홍제동,*,단독,8m미만,28.89,69,202404,11,"22,500",개인,개인,1986,세검정로4길,-,직거래,-
1539,서울특별시 서대문구 홍제동,*,단독,8m미만,207.88,132,202404,13,"70,280",개인,개인,1985,문화촌길,-,중개거래,서울 서대문구
1540,서울특별시 서대문구 홍제동,2**,다가구,8m미만,234.48,155,202404,30,"116,000",개인,개인,1992,통일로40안길,-,중개거래,서울 서대문구
1541,서울특별시 서대문구 대신동,1**,단독,8m미만,175.78,114.7,202401,23,"74,000",개인,개인,1986,연대동문1길,-,중개거래,서울 서대문구
1542,서울특별시 서대문구 봉원동,4*,단독,,41.02,30,202402,28,"15,300",개인,개인,1960,봉원사2길,-,중개거래,서울 서대문구
1543,서울특별시 서대문구 창천동,6*,단독,8m미만,296.11,103.1,202308,3,"183,000",-,-,1998,연세로5나길,-,중개거래,서울 서대문구
1544,서울특별시 서대문구 창천동,1**,단독,8m미만,56.1,126,202308,31,"28,000",-,-,1968,신촌로7안길,-,중개거래,서울 마포구
1545,서울특별시 서대문구 창천동,1**,단독,8m미만,63.48,53.25,202309,19,"30,000",-,-,1980,신촌로9길,-,직거래,-
1546,서울특별시 서대문구 창천동,5*,단독,12m미만,714.24,234,202312,7,"410,000",-,-,1990,연세로9길,-,직거래,-
1547,서울특별시 서대문구 창천동,4**,단독,8m미만,248.49,169,202312,18,"152,000",-,-,1989,연희로4길,-,중개거래,서울 서대문구
1548,서울특별시 서대문구 창천동,3*,단독,,943.55,464.1,202402,14,"465,000",개인,개인,1987,명물1길,20240403,중개거래,서울 서대문구
1549,서울특별시 서대문구 창천동,*,단독,25m미만,299.25,135.5,202402,19,"278,000",법인,개인,1992,명물길,-,중개거래,서울 서대문구
1550,서울특별시 서대문구 창천동,1*,다가구,,120.99,92.9,202403,5,"190,000",개인,개인,1991,연세로4길,-,중개거래,서울 마포구
1551,서울특별시 서대문구 창천동,1*,단독,,234.52,1328.8,202403,18,"1,592,500",법인,법인,1962,연세로2길,-,직거래,-
1552,서울특별시 서대문구 창천동,9*,단독,8m미만,161.68,114,202404,19,"72,000",개인,개인,1976,신촌로7길,-,중개거래,"서울 마포구, 서울 서대문구"
1553,서울특별시 서대문구 연희동,7**,단독,,1283.26,360,202307,28,"460,000",-,-,1998,홍제천로,20230831,직거래,-
1554,서울특별시 서대문구 연희동,4**,단독,8m미만,271.74,360,202308,15,"190,000",-,-,1974,성산로7안길,-,중개거래,서울 서대문구
1555,서울특별시 서대문구 연희동,7**,단독,8m미만,193.17,135.1,202308,31,"40,900",-,-,1985,홍연길,-,직거래,-
1556,서울특별시 서대문구 연희동,7**,단독,8m미만,225.16,166,202310,8,"100,000",-,-,1987,홍연4길,-,중개거래,서울 서대문구
1557,서울특별시 서대문구 연희동,1**,단독,8m미만,331.85,241,202310,13,"190,000",-,-,2021,연희로11아길,-,중개거래,서울 서대문구
1558,서울특별시 서대문구 연희동,1**,다가구,8m미만,659.2,309.8,202310,15,"301,250",-,-,1995,연희로14길,-,중개거래,서울 서대문구
1559,서울특별시 서대문구 연희동,4**,단독,,213.89,317,202311,9,"191,000",-,-,1990,성산로7길,-,직거래,-
1560,서울특별시 서대문구 연희동,7**,단독,8m미만,373.93,241.1,202311,11,"112,500",-,-,1989,홍연4길,-,중개거래,서울 서대문구
1561,서울특별시 서대문구 연희동,7*,단독,8m미만,123.74,146.8,202311,20,"140,000",-,-,1971,연희로24길,-,중개거래,서울 서대문구
1562,서울특별시 서대문구 연희동,4**,단독,8m미만,163.64,579,202311,27,"262,500",-,-,1977,연희로11가길,-,중개거래,서울 서대문구
1563,서울특별시 서대문구 연희동,7*,단독,8m미만,190.42,153.4,202312,1,"130,000",-,-,1992,연희로28길,-,중개거래,서울 서대문구
1564,서울특별시 서대문구 연희동,4**,단독,8m미만,78.68,192,202401,17,"85,000",개인,개인,1991,연희로11마길,20240306,중개거래,"서울 마포구, 서울 서대문구"
1565,서울특별시 서대문구 연희동,4**,단독,8m미만,78.68,192,202401,17,"85,000",개인,개인,1971,연희로11마길,-,중개거래,"서울 마포구, 서울 서대문구"
1566,서울특별시 서대문구 연희동,8*,단독,8m미만,147.73,205.3,202402,7,"210,000",개인,개인,1968,연희로27다길,-,중개거래,서울 서대문구
1567,서울특별시 서대문구 연희동,1**,단독,8m미만,220.98,169.9,202402,27,"190,000",법인,개인,1991,연희로15길,-,중개거래,서울 마포구
1568,서울특별시 서대문구 연희동,5*,단독,,199.2,165,202403,18,"75,601",개인,법인,1992,연희로14길,-,직거래,-
1569,서울특별시 서대문구 연희동,8*,단독,8m미만,203.04,156.7,202403,24,"213,000",개인,개인,1973,연희로27나길,-,중개거래,서울 서대문구
1570,서울특별시 서대문구 연희동,3**,단독,8m미만,75.83,103,202403,29,"60,000",개인,법인,1969,성산로18길,-,직거래,-
1571,서울특별시 서대문구 연희동,1**,단독,8m미만,190.75,268,202404,8,"160,000",개인,개인,1978,연희로11아길,-,중개거래,서울 서대문구
1572,서울특별시 서대문구 연희동,8*,단독,8m미만,200.79,187.1,202404,18,"280,000",개인,개인,1970,연희로27길,-,중개거래,서울 서대문구
1573,서울특별시 서대문구 홍은동,1*,단독,8m미만,26.71,63,202305,23,"17,800",-,-,1990,홍은중앙로9길,-,중개거래,서울 서대문구
1574,서울특별시 서대문구 홍은동,1**,단독,,110.64,165,202306,16,"57,000",-,-,2003,연희로41길,-,중개거래,서울 서대문구
1575,서울특별시 서대문구 홍은동,1**,단독,8m미만,102.34,142,202307,2,"67,500",-,-,1973,연희로41다길,-,중개거래,서울 서대문구
1576,서울특별시 서대문구 홍은동,4**,다가구,8m미만,418.08,171.9,202307,12,"151,500",-,-,1992,증가로6길,-,중개거래,서울 서대문구
1577,서울특별시 서대문구 홍은동,3**,단독,25m이상,547.2,281,202307,17,"368,500",-,-,1987,가좌로,20231018,중개거래,서울 서대문구 서울 은평구
1578,서울특별시 서대문구 홍은동,3**,단독,25m이상,547.2,281,202307,17,"368,500",-,-,1987,가좌로,-,중개거래,서울 서대문구 서울 은평구
1579,서울특별시 서대문구 홍은동,1*,단독,8m미만,220.95,159,202307,24,"125,000",-,-,1992,홍은중앙로3길,-,직거래,-
1580,서울특별시 서대문구 홍은동,2**,다가구,8m미만,34.44,21.33,202308,14,"9,900",-,-,1991,연희로39길,-,중개거래,서울 서대문구
1581,서울특별시 서대문구 홍은동,3**,단독,8m미만,51.77,106,202312,13,"25,000",-,-,1975,백련사길,-,직거래,-
1582,서울특별시 서대문구 홍은동,2**,단독,8m미만,198.01,253,202401,15,"100,000",개인,개인,1977,모래내로17길,-,직거래,-
1583,서울특별시 서대문구 홍은동,*,단독,,56.16,63,202401,17,"42,000",개인,개인,1968,홍은중앙로,-,중개거래,서울 마포구
1584,서울특별시 서대문구 홍은동,1**,단독,,52.89,106,202403,11,"36,500",개인,개인,1970,연희로41나길,-,직거래,-
1585,서울특별시 서대문구 홍은동,*,단독,8m미만,32.81,34.6,202403,22,"17,500",개인,개인,1986,,-,중개거래,서울 은평구
1586,서울특별시 서대문구 홍은동,4*,다가구,8m미만,109.62,86,202404,1,"42,000",개인,개인,1991,세검정로1길,-,직거래,-
1587,서울특별시 서대문구 홍은동,*,다가구,8m미만,226.32,132,202404,13,"64,000",개인,개인,1985,홍은중앙로,-,중개거래,서울 서대문구
1588,서울특별시 서대문구 북가좌동,2**,단독,8m미만,130.71,144.8,202310,17,"94,000",-,-,1977,응암로,-,중개거래,서울 서대문구
1589,서울특별시 서대문구 북가좌동,8*,단독,8m미만,137.71,76,202310,18,"70,500",-,-,1990,거북골로18다길,20231115,중개거래,서울 서대문구 서울 은평구
