NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1,서울특별시 성동구 옥수동,475,475,0,한남 더 리버 오피스텔,39.89,202206,14,"45,500",13,-,-,2004,독서당로 166,20220707,중개거래,서울 용산구
2,서울특별시 성동구 옥수동,475,475,0,한남 더 리버 오피스텔,39.89,202207,14,"45,500",13,-,-,2004,독서당로 166,-,중개거래,서울 용산구
3,서울특별시 성동구 옥수동,475,475,0,한남 더 리버 오피스텔,27.01,202207,21,"23,500",9,-,-,2004,독서당로 166,-,중개거래,서울 성동구
4,서울특별시 성동구 옥수동,475,475,0,한남 더 리버 오피스텔,27.01,202209,29,"24,000",10,-,-,2004,독서당로 166,-,중개거래,서울 강남구 서울 성동구
5,서울특별시 성동구 옥수동,475,475,0,한남 더 리버 오피스텔,30.75,202210,3,"22,900",13,-,-,2004,독서당로 166,-,중개거래,서울 성동구
6,서울특별시 성동구 옥수동,475,475,0,한남 더 리버 오피스텔,25.6,202304,7,"17,500",13,-,-,2004,독서당로 166,-,중개거래,서울 성동구
7,서울특별시 종로구 적선동,156,156,0,광화문 플래티넘,43.47,202206,22,"31,000",4,-,-,2003,새문안로5가길 28,-,직거래,-
8,서울특별시 종로구 적선동,156,156,0,광화문 플래티넘,45.36,202208,5,"35,000",11,-,-,2003,새문안로5가길 28,-,중개거래,서울 종로구
9,서울특별시 종로구 적선동,156,156,0,광화문 플래티넘,45.36,202210,31,"31,500",6,-,-,2003,새문안로5가길 28,-,중개거래,서울 종로구
10,서울특별시 종로구 적선동,156,156,0,광화문 플래티넘,43.92,202302,10,"33,700",13,-,-,2003,새문안로5가길 28,-,중개거래,서울 종로구
11,서울특별시 종로구 적선동,156,156,0,광화문 플래티넘,45.36,202304,26,"33,000",11,-,-,2003,새문안로5가길 28,-,중개거래,서울 종로구
12,서울특별시 종로구 필운동,285-5,285,5,파크뷰타워,34.2,202205,31,"22,700",5,-,-,1998,사직로 96,-,중개거래,서울 종로구
13,서울특별시 종로구 필운동,285-5,285,5,파크뷰타워,21.85,202206,10,"15,000",4,-,-,1998,사직로 96,-,중개거래,서울 종로구
14,서울특별시 종로구 필운동,285-5,285,5,파크뷰타워,24.3,202206,13,"16,700",7,-,-,1998,사직로 96,-,중개거래,서울 종로구
15,서울특별시 종로구 필운동,285-5,285,5,파크뷰타워,23.24,202305,10,"16,500",9,-,-,1998,사직로 96,-,중개거래,서울 종로구
16,서울특별시 종로구 사직동,9,9,0,광화문 스페이스본,39.54,202205,24,"37,500",7,-,-,2008,사직로8길 4,-,중개거래,서울 종로구
17,서울특별시 종로구 사직동,9,9,0,광화문 스페이스본,39.54,202208,3,"39,000",4,-,-,2008,사직로8길 4,-,중개거래,서울 종로구
18,서울특별시 종로구 사직동,9,9,0,광화문 스페이스본,39.54,202209,26,"38,000",11,-,-,2008,사직로8길 4,-,중개거래,서울 종로구
19,서울특별시 종로구 사직동,9,9,0,광화문 스페이스본,39.54,202209,30,"37,500",2,-,-,2008,사직로8길 4,-,중개거래,서울 종로구
20,서울특별시 종로구 사직동,9,9,0,광화문 스페이스본,39.54,202304,11,"38,400",7,-,-,2008,사직로8길 4,-,중개거래,서울 종로구
21,서울특별시 종로구 사직동,9,9,0,광화문 스페이스본,39.54,202304,19,"36,000",9,-,-,2008,사직로8길 4,-,중개거래,서울 종로구
22,서울특별시 종로구 사직동,9,9,0,광화문 스페이스본,39.54,202304,27,"37,500",2,-,-,2008,사직로8길 4,-,중개거래,서울 종로구
23,서울특별시 종로구 사직동,9,9,0,광화문 스페이스본,39.54,202305,10,"39,000",3,-,-,2008,사직로8길 4,20230720,중개거래,서울 종로구
24,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,28.24,202205,16,"24,500",5,-,-,2004,새문안로3길 23,-,중개거래,서울 종로구
25,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202205,17,"32,750",12,-,-,2004,사직로8길 34,-,중개거래,서울 종로구
26,서울특별시 종로구 내수동,75,75,0,용비어천가,30.42,202205,17,"26,000",14,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
27,서울특별시 종로구 내수동,74,74,0,광화문시대,34.9,202205,18,"29,400",13,-,-,2004,사직로8길 42,-,중개거래,서울 종로구
28,서울특별시 종로구 내수동,75,75,0,용비어천가,30.42,202205,19,"29,000",15,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
29,서울특별시 종로구 내수동,75,75,0,용비어천가,37.12,202205,31,"32,000",16,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
30,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202206,9,"30,700",3,-,-,2004,사직로8길 34,-,중개거래,서울 종로구
31,서울특별시 종로구 내수동,75,75,0,용비어천가,41.34,202206,9,"28,000",5,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
32,서울특별시 종로구 내수동,167,167,0,도렴구역 제18지구,67.36,202206,13,"58,420",8,-,-,1994,새문안로3길 30,-,중개거래,서울 종로구
33,서울특별시 종로구 내수동,75,75,0,용비어천가,33,202206,13,"27,000",3,-,-,2004,새문안로3길 36,20220622,중개거래,서울 종로구
34,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,32.43,202206,14,"28,000",2,-,-,2004,사직로8길 24,-,중개거래,서울 종로구
35,서울특별시 종로구 내수동,75,75,0,용비어천가,37.56,202206,15,"26,000",5,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
36,서울특별시 종로구 내수동,75,75,0,용비어천가,30.36,202206,17,"24,000",5,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
37,서울특별시 종로구 내수동,75,75,0,용비어천가,41.12,202206,23,"37,000",17,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
38,서울특별시 종로구 내수동,75,75,0,용비어천가,30.42,202207,7,"25,000",10,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
39,서울특별시 종로구 내수동,75,75,0,용비어천가,33,202207,14,"32,000",17,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
40,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,41.74,202207,15,"36,500",13,-,-,2004,새문안로3길 23,-,중개거래,서울 종로구
41,서울특별시 종로구 내수동,75,75,0,용비어천가,33,202207,21,"26,000",2,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
42,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202208,19,"30,500",3,-,-,2004,사직로8길 34,-,중개거래,서울 종로구
43,서울특별시 종로구 내수동,75,75,0,용비어천가,37.56,202208,22,"29,000",2,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
44,서울특별시 종로구 내수동,75,75,0,용비어천가,45.89,202208,24,"43,700",9,-,-,2004,새문안로3길 36,20230119,중개거래,서울 종로구
45,서울특별시 종로구 내수동,75,75,0,용비어천가,45.98,202209,5,"34,000",14,-,-,2004,새문안로3길 36,-,직거래,-
46,서울특별시 종로구 내수동,75,75,0,용비어천가,37.56,202209,7,"27,000",6,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
47,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,28.24,202210,19,"23,500",3,-,-,2004,새문안로3길 23,-,중개거래,서울 종로구
48,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,29.41,202210,31,"26,000",15,-,-,2004,사직로8길 24,-,중개거래,서울 종로구
49,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202211,9,"32,000",10,-,-,2004,사직로8길 34,-,중개거래,서울 종로구
50,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,40.03,202301,11,"35,500",16,-,-,2004,새문안로3길 23,-,중개거래,서울 종로구
51,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202301,17,"30,000",9,-,-,2004,사직로8길 34,-,중개거래,서울 종로구
52,서울특별시 종로구 내수동,74,74,0,광화문시대,34.9,202301,26,"29,600",14,-,-,2004,사직로8길 42,-,중개거래,서울 종로구
53,서울특별시 종로구 내수동,75,75,0,용비어천가,42.83,202302,4,"39,500",15,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
54,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,32.43,202302,6,"26,000",3,-,-,2004,사직로8길 24,20230214,중개거래,서울 종로구
55,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,28.24,202302,9,"24,000",6,-,-,2004,새문안로3길 23,-,중개거래,서울 종로구
56,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,51.02,202303,3,"54,000",16,-,-,2004,사직로8길 24,-,중개거래,서울 종로구
57,서울특별시 종로구 내수동,75,75,0,용비어천가,45.89,202303,3,"43,600",9,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
58,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,28.24,202303,8,"24,500",8,-,-,2004,새문안로3길 23,-,중개거래,서울 종로구
59,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,63.96,202303,14,"62,500",12,-,-,2004,사직로8길 34,20230320,중개거래,서울 종로구
60,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,63.96,202303,20,"62,500",12,-,-,2004,사직로8길 34,-,중개거래,서울 종로구
61,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,28.24,202303,24,"24,000",4,-,-,2004,새문안로3길 23,-,중개거래,서울 종로구
62,서울특별시 종로구 내수동,75,75,0,용비어천가,30.36,202304,4,"24,600",8,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
63,서울특별시 종로구 내수동,74,74,0,광화문시대,38.88,202304,5,"35,500",10,-,-,2004,사직로8길 42,-,중개거래,서울 종로구
64,서울특별시 종로구 내수동,75,75,0,용비어천가,45.98,202304,5,"31,000",10,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
65,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202304,11,"30,000",8,-,-,2004,사직로8길 34,-,중개거래,서울 종로구
66,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,57.8,202304,11,"61,200",5,-,-,2004,사직로8길 24,-,중개거래,서울 종로구
67,서울특별시 종로구 내수동,75,75,0,용비어천가,41.38,202304,25,"26,400",6,-,-,2004,새문안로3길 36,-,중개거래,서울 종로구
68,서울특별시 종로구 신문로1가,163,163,0,광화문오피시아빌딩,41.71,202207,8,"48,700",19,-,-,2005,새문안로 92,20220824,중개거래,서울 종로구
69,서울특별시 종로구 신문로1가,163,163,0,광화문오피시아빌딩,41.71,202208,24,"49,000",19,-,-,2005,새문안로 92,-,중개거래,서울 종로구
70,서울특별시 종로구 신문로1가,163,163,0,광화문오피시아빌딩,41.71,202208,29,"48,000",17,-,-,2005,새문안로 92,-,중개거래,서울 종로구
71,서울특별시 종로구 신문로1가,163,163,0,광화문오피시아빌딩,41.71,202210,5,"47,900",17,-,-,2005,새문안로 92,-,중개거래,서울 종로구
72,서울특별시 종로구 신문로1가,163,163,0,광화문오피시아빌딩,46.77,202302,24,"59,000",16,-,-,2005,새문안로 92,-,중개거래,서울 종로구
73,서울특별시 종로구 신문로2가,171,171,0,디팰리스,70.697,202209,27,"148,000",5,-,-,2020, ,-,중개거래,서울 종로구
74,서울특별시 종로구 신문로2가,171,171,0,디팰리스,70.697,202210,25,"145,000",4,-,-,2020, ,-,중개거래,서울 강남구 서울 종로구
75,서울특별시 종로구 신문로2가,171,171,0,디팰리스,53.748,202302,13,"130,000",7,-,-,2020, ,20230703,중개거래,서울 용산구 서울 종로구
76,서울특별시 종로구 신문로2가,171,171,0,디팰리스,53.748,202302,13,"130,000",7,-,-,2020, ,-,중개거래,서울 용산구 서울 종로구
77,서울특별시 종로구 신문로2가,171,171,0,디팰리스,51.336,202304,28,"115,000",7,-,-,2020, ,-,직거래,-
78,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,53.16,202205,30,"41,500",3,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
79,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,35.22,202206,13,"29,000",12,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
80,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,70.44,202208,16,"61,000",6,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
81,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,53.16,202209,1,"42,300",3,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
82,서울특별시 종로구 수송동,85,85,0,로얄팰리스스위트,81.6,202212,15,"80,000",3,-,-,2005,율곡로2길 7,-,직거래,-
83,서울특별시 종로구 수송동,85,85,0,로얄팰리스스위트,81.6,202212,15,"80,000",3,-,-,2005,율곡로2길 7,-,직거래,-
84,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,37.42,202301,16,"30,500",9,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
85,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,74.84,202301,17,"52,500",10,-,-,2004,삼봉로 81,-,직거래,-
86,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,53.02,202302,6,"43,700",4,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
87,서울특별시 종로구 수송동,58,58,0,두산위브파빌리온,53.16,202303,3,"42,800",7,-,-,2004,삼봉로 81,-,중개거래,서울 종로구
88,서울특별시 종로구 수송동,85,85,0,로얄팰리스스위트,78.09,202303,31,"100,000",3,-,-,2005,율곡로2길 7,-,직거래,-
89,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,81.01,202205,30,"65,000",14,-,-,2007,종로 19,-,중개거래,서울 종로구
90,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,34.59,202206,9,"26,500",10,-,-,2007,종로 19,-,중개거래,서울 종로구
91,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,36.23,202206,23,"29,000",14,-,-,2007,종로 19,-,중개거래,서울 종로구
92,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,36.23,202206,23,"29,000",14,-,-,2007,종로 19,20220829,중개거래,서울 종로구
93,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,96.92,202207,11,"82,000",8,-,-,2007,종로 19,-,중개거래,서울 광진구
94,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,45.41,202208,12,"40,000",11,-,-,2007,종로 19,20220922,중개거래,서울 종로구
95,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,45.41,202208,12,"40,000",11,-,-,2007,종로 19,-,중개거래,서울 종로구
96,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,34.59,202209,14,"28,000",15,-,-,2007,종로 19,-,직거래,-
97,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,36.23,202211,17,"30,700",12,-,-,2007,종로 19,-,중개거래,서울 종로구
98,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,36.23,202211,23,"28,000",10,-,-,2007,종로 19,-,중개거래,서울 종로구
99,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,81.01,202211,23,"67,500",18,-,-,2007,종로 19,-,중개거래,서울 종로구
100,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,81.01,202301,12,"68,000",15,-,-,2007,종로 19,-,중개거래,서울 종로구
101,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,96.92,202301,19,"89,500",20,-,-,2007,종로 19,-,중개거래,서울 종로구
102,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,34.59,202303,29,"20,000",12,-,-,2007,종로 19,-,중개거래,서울 종로구
103,서울특별시 종로구 종로1가,24,24,0,르메이에르종로타운1,36.23,202304,19,"26,500",20,-,-,2007,종로 19,-,중개거래,서울 종로구
104,서울특별시 종로구 견지동,110-32,110,32,견지동빌딩,61.85,202305,10,"30,500",12,-,-,2004,우정국로 39,-,중개거래,서울 종로구
105,서울특별시 종로구 운니동,Jan-65,65,1,오피스텔월드,36.72,202303,8,"19,000",4,-,-,1998,율곡로6길 36,20230317,중개거래,서울 종로구
106,서울특별시 종로구 운니동,Jan-65,65,1,오피스텔월드,36.72,202303,8,"19,000",4,-,-,1998,율곡로6길 36,-,중개거래,서울 종로구
107,서울특별시 종로구 운니동,Jan-65,65,1,오피스텔월드,36.72,202304,24,"24,000",7,-,-,1998,율곡로6길 36,-,중개거래,서울 종로구
108,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,23.21,202205,16,"14,500",7,-,-,2004,삼일대로30길 23,20220602,직거래,-
109,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,18.83,202206,25,"12,000",5,-,-,2004,삼일대로30길 23,-,중개거래,서울 종로구
110,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,23.14,202208,11,"13,800",5,-,-,2004,삼일대로30길 23,-,중개거래,서울 종로구
111,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,23.27,202210,31,"14,000",7,-,-,2004,삼일대로30길 23,-,중개거래,서울 종로구
112,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,23.43,202303,6,"14,200",10,-,-,2004,삼일대로30길 23,-,중개거래,서울 종로구
113,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,23.14,202305,12,"12,950",9,-,-,2004,삼일대로30길 23,-,중개거래,서울 종로구
114,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,24.86,202305,13,"13,500",7,-,-,2004,삼일대로30길 23,-,중개거래,서울 종로구
115,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,41.34,202206,21,"35,000",12,-,-,2005,삼일대로 461,20220622,중개거래,서울 종로구
116,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,41.34,202206,23,"35,000",12,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
117,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,23.66,202206,23,"24,000",10,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
118,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,35.36,202207,29,"26,500",3,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
119,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,39.2,202208,3,"26,500",6,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
120,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,41.12,202208,9,"34,500",12,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
121,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,56.03,202208,11,"42,000",5,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
122,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,23.66,202208,18,"24,000",9,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
123,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,30.28,202209,2,"26,000",6,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
124,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,35.36,202210,24,"28,900",7,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
125,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,35.36,202301,7,"27,500",5,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
126,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,42.69,202301,9,"34,000",10,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
127,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,41.12,202301,10,"31,500",7,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
128,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,35.36,202303,11,"23,900",5,-,-,2005,삼일대로 461,-,직거래,-
129,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,34.15,202304,4,"27,000",12,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
130,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,38.59,202304,20,"28,300",5,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
131,서울특별시 종로구 경운동,Apr-89,89,4,운현궁 에스케이 허브,39.65,202304,21,"35,000",13,-,-,2005,삼일대로 461,-,중개거래,서울 종로구
132,서울특별시 종로구 관철동,155,155,0,종로1번가,24.64,202212,14,"18,900",15,-,-,2005,청계천로 67,-,중개거래,서울 종로구
133,서울특별시 종로구 관철동,155,155,0,종로1번가,24.64,202212,23,"19,500",8,-,-,2005,청계천로 67,-,중개거래,서울 종로구
134,서울특별시 종로구 관철동,155,155,0,종로1번가,21.38,202302,9,"17,750",15,-,-,2005,청계천로 67,-,중개거래,서울 종로구
135,서울특별시 종로구 관철동,155,155,0,종로1번가,25.29,202305,2,"18,400",11,-,-,2005,청계천로 67,-,중개거래,서울 종로구
136,서울특별시 종로구 낙원동,212,212,0,나스빌,28.69,202207,15,"24,000",7,-,-,2004,수표로 117,-,직거래,-
137,서울특별시 종로구 낙원동,Jan-58,58,1,종로오피스텔,25.2,202208,30,"14,900",10,-,-,1994,삼일대로30길 21,-,중개거래,서울 종로구
138,서울특별시 종로구 낙원동,Jan-58,58,1,종로오피스텔,20.25,202209,27,"11,800",6,-,-,1994,삼일대로30길 21,20221024,중개거래,서울 종로구
139,서울특별시 종로구 낙원동,Jan-58,58,1,종로오피스텔,20.25,202209,27,"11,800",6,-,-,1994,삼일대로30길 21,-,중개거래,서울 종로구
140,서울특별시 종로구 낙원동,Jan-58,58,1,종로오피스텔,25.2,202211,2,"13,000",6,-,-,1994,삼일대로30길 21,-,직거래,-
141,서울특별시 종로구 낙원동,212,212,0,나스빌,28.69,202212,20,"16,000",3,-,-,2004,수표로 117,-,직거래,-
142,서울특별시 종로구 낙원동,Jan-58,58,1,종로오피스텔,20.25,202302,18,"12,200",10,-,-,1994,삼일대로30길 21,-,중개거래,서울 종로구
143,서울특별시 종로구 낙원동,Jan-58,58,1,종로오피스텔,46.8,202303,8,"30,000",13,-,-,1994,삼일대로30길 21,-,중개거래,서울 종로구
144,서울특별시 종로구 돈의동,Feb-39,39,2,낙원오피스텔,33,202206,7,"18,000",6,-,-,1991,돈화문로11길 29,-,중개거래,서울 종로구
145,서울특별시 종로구 돈의동,Feb-39,39,2,낙원오피스텔,36.6,202210,11,"21,500",4,-,-,1991,돈화문로11길 29,-,중개거래,서울 종로구
146,서울특별시 종로구 관수동,4,4,0,신일 해피트리앤,19.3434,202210,21,"33,880",9,-,-,2022,종로16길 13,-,직거래,-
147,서울특별시 종로구 관수동,Jan-98,98,1,종로 하이뷰 디아트,18.16,202301,18,"23,000",11,-,-,2020,종로18길 37,-,중개거래,서울 종로구
148,서울특별시 종로구 인의동,28-26,28,26,루비온오피스텔,18.2,202205,28,"25,279",14,-,-,2021,종로31길 43,20220531,중개거래,경기 하남시
149,서울특별시 종로구 인의동,Feb-48,48,2,효성주얼리시티,64.71,202206,15,"52,000",5,-,-,2006,종로 183,-,직거래,-
150,서울특별시 종로구 인의동,Feb-48,48,2,효성주얼리시티,66.85,202209,16,"40,000",5,-,-,2006,종로 183,-,직거래,-
151,서울특별시 종로구 인의동,Feb-48,48,2,효성주얼리시티,62.99,202210,31,"55,000",3,-,-,2006,종로 183,-,중개거래,서울 종로구
152,서울특별시 종로구 인의동,Feb-48,48,2,효성주얼리시티,64.71,202212,12,"51,000",6,-,-,2006,종로 183,-,중개거래,서울 종로구
153,서울특별시 종로구 인의동,Feb-48,48,2,효성주얼리시티,53.78,202302,21,"42,000",6,-,-,2006,종로 183,-,중개거래,서울 종로구
154,서울특별시 종로구 원남동,95,95,0,코윈 팔레스뷰 오피스텔,21.01,202207,14,"14,650",7,-,-,2003,창경궁로 146,-,중개거래,서울 종로구
155,서울특별시 종로구 원남동,95,95,0,코윈 팔레스뷰 오피스텔,21.01,202207,19,"12,000",3,-,-,2003,창경궁로 146,-,중개거래,서울 도봉구
156,서울특별시 종로구 원남동,95,95,0,코윈 팔레스뷰 오피스텔,32.8,202211,4,"24,500",6,-,-,2003,창경궁로 146,-,중개거래,서울 종로구
157,서울특별시 종로구 원남동,95,95,0,코윈 팔레스뷰 오피스텔,21.01,202211,11,"13,500",5,-,-,2003,창경궁로 146,-,중개거래,서울 노원구
158,서울특별시 종로구 원남동,95,95,0,코윈 팔레스뷰 오피스텔,24.03,202301,2,"15,700",3,-,-,2003,창경궁로 146,-,중개거래,서울 종로구
159,서울특별시 종로구 원남동,95,95,0,코윈 팔레스뷰 오피스텔,21.01,202302,11,"14,700",10,-,-,2003,창경궁로 146,-,중개거래,서울 종로구
160,서울특별시 종로구 원남동,95,95,0,코윈 팔레스뷰 오피스텔,24.03,202305,5,"15,900",4,-,-,2003,창경궁로 146,-,중개거래,서울 종로구
161,서울특별시 종로구 연지동,56,56,0,더넥스트 종로,18.66,202211,30,"24,900",11,-,-,2022,창경궁로16길 11,20221202,중개거래,서울 종로구
162,서울특별시 종로구 연지동,56,56,0,더넥스트 종로,18.66,202304,15,"25,000",4,-,-,2022,창경궁로16길 11,-,중개거래,서울 종로구
163,서울특별시 종로구 효제동,45,45,0,반도 보라 아이비 타워,27.72,202205,19,"18,000",2,-,-,2003,창경궁로16길 70,-,중개거래,서울 종로구
164,서울특별시 종로구 효제동,45,45,0,반도 보라 아이비 타워,39.14,202207,5,"24,500",12,-,-,2003,창경궁로16길 70,-,중개거래,서울 종로구
165,서울특별시 종로구 효제동,Feb-65,65,2,포레스트힐시티,19.1825,202302,13,"16,500",3,-,-,2017,대학로 33,-,중개거래,서울 종로구
166,서울특별시 종로구 효제동,45,45,0,반도 보라 아이비 타워,32.27,202302,18,"20,000",7,-,-,2003,창경궁로16길 70,-,중개거래,서울 종로구
167,서울특별시 종로구 효제동,45,45,0,반도 보라 아이비 타워,35.7,202305,3,"18,000",3,-,-,2003,창경궁로16길 70,-,중개거래,서울 종로구
168,서울특별시 종로구 효제동,45,45,0,반도 보라 아이비 타워,27.58,202305,13,"14,850",9,-,-,2003,창경궁로16길 70,-,중개거래,서울 종로구
169,서울특별시 종로구 종로5가,138-4,138,4,종로5가역 하이뷰더광장,18.97,202301,6,"28,840",3,-,-,2022,종로 210,-,직거래,-
170,서울특별시 종로구 종로5가,138-4,138,4,종로5가역 하이뷰더광장,18.97,202302,15,"28,000",3,-,-,2022,종로 210,-,직거래,-
171,서울특별시 종로구 연건동,206,206,0,대보마로니에텔,26.52,202301,19,"14,800",3,-,-,2001,율곡로 195,-,중개거래,서울 종로구
172,서울특별시 종로구 충신동,Feb-62,62,2,CS타워,29.82,202207,4,"14,000",4,-,-,2011,율곡로20길 24,-,중개거래,서울 강남구 서울 종로구
173,서울특별시 종로구 충신동,Feb-62,62,2,CS타워,43.16,202303,21,"17,700",4,-,-,2011,율곡로20길 24,-,중개거래,서울 종로구 서울 중구
174,서울특별시 종로구 창신동,255-1,255,1,(255-1),19.34,202205,19,"26,500",9,-,-,2021,지봉로 37-29,-,직거래,-
175,서울특별시 종로구 창신동,327-2,327,2,금호팔레스,50.26,202205,30,"22,400",17,-,-,1996,지봉로 29,-,직거래,-
176,서울특별시 종로구 창신동,255-1,255,1,(255-1),20.53,202206,9,"27,500",10,-,-,2021,지봉로 37-29,-,직거래,-
177,서울특별시 종로구 창신동,255-1,255,1,(255-1),20.53,202206,20,"27,000",6,-,-,2021,지봉로 37-29,-,직거래,-
