NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
2095,서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,49.54,202305,5,"78,500",104,14,-,-,2019,답십리로56길 105,-,중개거래,서울 동대문구,23.08.30
2096,서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.91,202305,5,"84,500",108,4,-,-,2019,답십리로56길 105,-,중개거래,서울 동대문구,23.08.30
2097,서울특별시 동대문구 답십리동,1009,1009,0,힐스테이트청계,59.81,202305,5,"95,000",104,8,-,-,2018,천호대로55길 11,-,중개거래,서울 동대문구,23.09.08
2098,서울특별시 동대문구 답십리동,41,41,0,동서울한양,59.67,202305,3,"51,000",1,11,-,-,1989,답십리로 184,-,중개거래,서울 동대문구,23.08.28
2099,서울특별시 동대문구 답십리동,41,41,0,동서울한양,76.41,202305,2,"60,000",-,7,-,-,1989,답십리로 184,20230629,중개거래,서울 동대문구,-
2100,서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,49.54,202305,1,"73,000",104,9,-,-,2019,답십리로56길 105,-,중개거래,서울 동대문구,23.06.19
2101,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.99,202305,1,"115,000",108,12,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.07.12
2102,서울특별시 동대문구 답십리동,497-23,497,23,청계푸르지오시티,18.92,202305,1,"14,500",도시형생활주택,17,-,-,2015,천호대로 257,-,중개거래,서울 동대문구,23.05.02
2103,서울특별시 동대문구 답십리동,10,10,0,동아,84.72,202305,1,"68,300",106,1,-,-,2001,한천로11길 10-1,-,중개거래,서울 동대문구,23.07.14
2104,서울특별시 동대문구 답십리동,1015,1015,0,답십리엘림퍼스트,52.6987,202304,30,"60,000",아파트,6,-,-,2020,전농로3길 20,-,중개거래,서울 동대문구,23.06.23
2105,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.99,202304,30,"106,000",105,21,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.07.26
2106,서울특별시 동대문구 답십리동,488-18,488,18,센시티16,14.244,202304,30,"10,600",-,7,-,-,2013,전농로 16,-,중개거래,서울 동대문구,23.05.19
2107,서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,49.54,202304,29,"72,500",104,2,-,-,2019,답십리로56길 105,-,중개거래,서울 동대문구,23.08.25
2108,서울특별시 동대문구 답십리동,990,990,0,두산,114.97,202304,29,"79,000",103,5,-,-,2000,답십리로56길 21,-,중개거래,서울 동대문구,23.07.17
2109,서울특별시 동대문구 답십리동,10,10,0,동아,84.72,202304,29,"73,000",106,11,-,-,2001,한천로11길 10-1,-,중개거래,서울 동대문구,23.07.03
2110,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.98,202304,27,"110,000",107동,11,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.08.30
2111,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,59.97,202304,27,"89,000",103동,5,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.06.22
2112,서울특별시 동대문구 답십리동,990,990,0,두산,84.83,202304,27,"74,000",-,13,-,-,2000,답십리로56길 21,20230522,중개거래,서울 동대문구,-
2113,서울특별시 동대문구 답십리동,42,42,0,동답한신,96.4,202304,27,"69,000",1,14,-,-,1992,답십리로 210-30,-,중개거래,서울 동대문구 서울 성동구,23.05.15
2114,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.99,202304,26,"108,000",106,5,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.07.13
2115,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,59.97,202304,26,"90,000",308동,3,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.10.23
2116,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,59.96,202304,26,"93,000",103동,6,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.07.11
2117,서울특별시 동대문구 답십리동,1009,1009,0,힐스테이트청계,84.85,202304,24,"119,000",106,26,-,-,2018,천호대로55길 11,-,중개거래,서울 동대문구,23.07.17
2118,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,59.97,202304,24,"92,000",305동,2,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.06.23
2119,서울특별시 동대문구 답십리동,111,111,0,답십리대우,59.76,202304,24,"66,700",101,18,-,-,2002,답십리로41길 33,-,중개거래,서울 동대문구,23.06.23
2120,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.98,202304,22,"108,000",202동,4,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.06.28
2121,서울특별시 동대문구 답십리동,41,41,0,동서울한양,59.67,202304,22,"50,500",2,11,-,-,1989,답십리로 184,-,중개거래,서울 동대문구,23.08.30
2122,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.99,202304,21,"110,000",103,15,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.06.20
2123,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.98,202304,20,"105,000",202동,2,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.09.12
2124,서울특별시 동대문구 답십리동,111,111,0,답십리대우,59.76,202304,20,"66,000",101,12,-,-,2002,답십리로41길 33,-,중개거래,서울 동대문구,23.06.20
2125,서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.91,202304,19,"90,000",106,14,-,-,2019,답십리로56길 105,-,중개거래,서울 동대문구,23.07.28
2126,서울특별시 동대문구 답십리동,498-7,498,7,청계지웰에스테이트,18.585,202304,19,"13,900",-,9,-,-,2012,사가정로 6,20230630,중개거래,서울 동대문구,-
2127,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.98,202304,18,"110,000",107동,5,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.08.14
2128,서울특별시 동대문구 답십리동,497-23,497,23,청계푸르지오시티,18.92,202304,17,"13,960",도시형생활주택,4,-,-,2015,천호대로 257,-,중개거래,서울 동대문구,23.08.31
2129,서울특별시 동대문구 답십리동,111,111,0,답십리대우,59.76,202304,17,"67,000",101,20,-,-,2002,답십리로41길 33,-,중개거래,서울 동대문구,23.06.12
2130,서울특별시 동대문구 답십리동,1002,1002,0,청계한신휴플러스,59.74,202304,16,"84,000",106,4,-,-,2010,서울시립대로 14,-,중개거래,서울 동대문구,23.08.31
2131,서울특별시 동대문구 답십리동,42,42,0,동답한신,35.45,202304,16,"34,500",2,8,-,-,1992,답십리로 210-30,-,중개거래,서울 동대문구,23.05.26
2132,서울특별시 동대문구 답십리동,1009,1009,0,힐스테이트청계,84.85,202304,15,"118,000",103,5,-,-,2018,천호대로55길 11,-,중개거래,서울 동대문구,23.07.07
2133,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.98,202304,15,"109,000",107동,3,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.06.28
2134,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.99,202304,15,"108,000",202동,4,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.06.08
2135,서울특별시 동대문구 답십리동,41,41,0,동서울한양,76.41,202304,15,"60,000",-,7,-,-,1989,답십리로 184,20230503,중개거래,서울 동대문구,-
2136,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.97,202304,13,"89,000",103,10,-,-,2019,답십리로 141,-,중개거래,서울 광진구,23.05.03
2137,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.99,202304,13,"111,000",202동,14,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.07.27
2138,서울특별시 동대문구 답십리동,530-15,530,15,현대썬앤빌청계,14.82,202304,11,"13,300",1,5,-,-,2016,고미술로 71,-,중개거래,서울 동대문구,23.04.17
2139,서울특별시 동대문구 답십리동,497-23,497,23,청계푸르지오시티,30.42,202304,10,"35,700",도시형생활주택,7,-,-,2015,천호대로 257,-,중개거래,서울 도봉구,23.05.25
2140,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.98,202304,9,"108,000",311동,3,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.06.20
2141,서울특별시 동대문구 답십리동,530-15,530,15,현대썬앤빌청계,18.27,202304,8,"15,000",1,6,-,-,2016,고미술로 71,-,중개거래,서울 동대문구,23.05.12
2142,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.99,202304,8,"107,000",404동,3,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.06.02
2143,서울특별시 동대문구 답십리동,497-23,497,23,청계푸르지오시티,18.92,202304,8,"14,500",도시형생활주택,21,-,-,2015,천호대로 257,-,중개거래,서울 동대문구,23.04.27
2144,서울특별시 동대문구 답십리동,990,990,0,두산,84.83,202304,7,"73,000",109,6,-,-,2000,답십리로56길 21,-,중개거래,서울 동대문구,23.05.08
2145,서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.91,202304,6,"86,000",106,6,-,-,2019,답십리로56길 105,-,중개거래,서울 동대문구,23.05.30
2146,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,59.98,202304,6,"88,500",111,11,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.06.20
2147,서울특별시 동대문구 답십리동,1009,1009,0,힐스테이트청계,48.98,202304,5,"78,000",102,19,-,-,2018,천호대로55길 11,-,중개거래,서울 동대문구,23.04.13
2148,서울특별시 동대문구 답십리동,42,42,0,동답한신,35.45,202304,5,"37,500",2,2,-,-,1992,답십리로 210-30,-,중개거래,서울 동대문구,23.05.04
2149,서울특별시 동대문구 답십리동,530-15,530,15,현대썬앤빌청계,14.82,202304,4,"12,900",1,6,-,-,2016,고미술로 71,-,중개거래,서울 동대문구,23.04.28
2150,서울특별시 동대문구 답십리동,80,80,0,답십리청솔우성,114.76,202304,4,"76,500",105,1,-,-,2000,전농로10길 20,-,중개거래,서울 강남구 서울 동대문구,23.05.26
2151,서울특별시 동대문구 답십리동,10,10,0,동아,114.84,202304,3,"77,000",104,2,-,-,2001,한천로11길 10-1,-,중개거래,서울 동대문구,23.06.27
2152,서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.85,202304,2,"89,950",109,17,-,-,2019,답십리로56길 105,-,중개거래,서울 노원구 서울 동대문구,23.05.25
2153,서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.85,202304,2,"89,950",-,17,-,-,2019,답십리로56길 105,20230425,중개거래,서울 동대문구,-
2154,서울특별시 동대문구 답십리동,497-23,497,23,청계푸르지오시티,18.92,202304,2,"15,000",-,10,-,-,2015,천호대로 257,20230503,중개거래,서울 동대문구,-
2155,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,59.98,202304,1,"91,000",104,3,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.07.13
2156,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.99,202304,1,"105,000",204동,7,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.06.29
2157,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,59.97,202304,1,"93,000",105동,14,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.08.18
2158,서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.91,202303,29,"89,000",106,15,-,-,2019,답십리로56길 105,-,중개거래,서울 동대문구,23.06.12
2159,서울특별시 동대문구 답십리동,997,997,0,세양청마루,84.98,202303,28,"58,800",103,2,-,-,2005,답십리로59길 7,-,중개거래,서울 동대문구,23.04.25
2160,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.99,202303,28,"108,000",201동,6,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.06.28
2161,서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.91,202303,27,"87,500",109,2,-,-,2019,답십리로56길 105,-,중개거래,서울 동대문구,23.06.26
2162,서울특별시 동대문구 답십리동,1009,1009,0,힐스테이트청계,48.98,202303,27,"79,500",102,12,-,-,2018,천호대로55길 11,-,중개거래,서울 동대문구,23.06.09
2163,서울특별시 동대문구 답십리동,41,41,0,동서울한양,76.41,202303,27,"60,000",2,15,-,-,1989,답십리로 184,-,중개거래,서울 동대문구 서울 송파구,23.10.30
2164,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.99,202303,25,"108,500",402동,7,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.06.30
2165,서울특별시 동대문구 답십리동,497-23,497,23,청계푸르지오시티,18.92,202303,25,"13,800",도시형생활주택,8,-,-,2015,천호대로 257,-,중개거래,서울 동대문구,23.07.21
2166,서울특별시 동대문구 답십리동,1009,1009,0,힐스테이트청계,59.94,202303,24,"95,000",106,23,-,-,2018,천호대로55길 11,-,중개거래,서울 동대문구,23.07.27
2167,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,59.99,202303,23,"89,500",105동,16,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.04.14
2168,서울특별시 동대문구 답십리동,42,42,0,동답한신,35.45,202303,23,"35,000",4,14,-,-,1992,답십리로 210-30,-,중개거래,서울 동대문구,23.04.17
2169,서울특별시 동대문구 답십리동,994,994,0,답십리한화,84.86,202303,21,"78,000",201,10,-,-,2001,고미술로 57,-,중개거래,서울 동대문구,23.06.02
2170,서울특별시 동대문구 답십리동,494-1,494,1,한일노벨리아,29.786,202303,20,"28,000",1,12,-,-,2016,천호대로 289,-,중개거래,서울 동대문구,23.05.25
2171,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.98,202303,20,"105,000",204동,2,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.06.02
2172,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,59.98,202303,19,"90,000",106,18,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.06.05
2173,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,140.62,202303,19,"165,000",407동,16,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.05.16
2174,서울특별시 동대문구 답십리동,42,42,0,동답한신,44.35,202303,18,"49,700",3,15,-,-,1992,답십리로 210-30,-,중개거래,서울 동대문구,23.05.18
2175,서울특별시 동대문구 답십리동,111,111,0,답십리대우,84.99,202303,18,"79,000",104,21,-,-,2002,답십리로41길 33,-,중개거래,서울 강동구 서울 동대문구,23.07.10
2176,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,59.97,202303,17,"92,500",104동,15,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.07.07
2177,서울특별시 동대문구 답십리동,497-23,497,23,청계푸르지오시티,18.92,202303,17,"15,000",도시형생활주택,4,-,-,2015,천호대로 257,-,직거래,-,23.05.03
2178,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.99,202303,16,"111,000",106,16,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.06.02
2179,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,59.99,202303,15,"87,500",307동,4,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.05.26
2180,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,59.98,202303,14,"90,000",111,13,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.05.03
2181,서울특별시 동대문구 답십리동,808,808,0,대림,84.66,202303,14,"59,950",101,2,-,-,2003,답십리로60길 38,-,직거래,-,23.03.24
2182,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,59.98,202303,10,"90,000",107,15,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.04.14
2183,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.99,202303,10,"105,000",103,2,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.06.21
2184,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,84.99,202303,10,"109,000",310동,15,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.05.26
2185,서울특별시 동대문구 답십리동,111,111,0,답십리대우,84.99,202303,10,"70,000",104,12,-,-,2002,답십리로41길 33,-,중개거래,서울 동대문구,23.08.02
2186,서울특별시 동대문구 장안동,382-2,382,2,제이드파크(382-2),17.33,202205,30,"13,800",-,10,-,-,2014,장한로21길 11-2,-,직거래,-,-
2187,서울특별시 동대문구 장안동,373-3,373,3,현대썬앤빌601,18.35,202205,27,"10,800",-,16,-,-,2015,장한로 91,-,중개거래,서울 동대문구,-
2188,서울특별시 동대문구 장안동,372-5,372,5,장안뉴시티,17.53,202205,27,"13,000",-,9,-,-,2012,장한로 105,-,직거래,-,-
2189,서울특별시 동대문구 장안동,372-5,372,5,장안뉴시티,17.63,202205,27,"12,000",-,11,-,-,2012,장한로 105,-,직거래,-,-
2190,서울특별시 동대문구 장안동,372-5,372,5,장안뉴시티,17.53,202205,26,"12,000",-,9,-,-,2012,장한로 105,-,직거래,-,-
2191,서울특별시 동대문구 장안동,573,573,0,장한평월드메르디앙,84.95,202205,25,"87,400",-,14,-,-,2006,천호대로93길 56,-,중개거래,서울 동대문구,-
2192,서울특별시 동대문구 장안동,587,587,0,동대문더퍼스트데시앙,84.9445,202205,23,"110,000",-,4,-,-,2019,장한로27가길 37,-,중개거래,서울 동대문구,-
2193,서울특별시 동대문구 장안동,415-14,415,14,가우디캐슬,25.93,202205,21,"22,000",-,9,-,-,2016,한천로2길 62,-,중개거래,서울 동대문구,-
2194,서울특별시 동대문구 장안동,329-3,329,3,래미안장안2차,81.05,202205,19,"105,500",-,10,-,-,2007,장안벚꽃로 167,-,중개거래,서울 동대문구,-
2195,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),84.87,202205,17,"107,500",-,5,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,-
2196,서울특별시 동대문구 장안동,329-3,329,3,래미안장안2차,81.05,202304,15,"84,900",215,20,-,-,2007,장안벚꽃로 167,-,중개거래,서울 동대문구 서울 중랑구,23.05.30
2197,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),84.87,202304,14,"85,000",제110동,14,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.08.18
2198,서울특별시 동대문구 장안동,329-3,329,3,래미안장안2차,64.85,202304,14,"77,000",201,18,-,-,2007,장안벚꽃로 167,-,중개거래,서울 동대문구,23.07.14
2199,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),112.78,202304,12,"108,000",제116동,13,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.07.18
2200,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),84.78,202304,11,"91,000",제111동,18,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.07.13
2201,서울특별시 동대문구 장안동,383-11,383,11,태솔에버빌3차,57.65,202304,10,"37,300",-,5,-,-,2015,장한로23길 11-10,-,중개거래,서울 동대문구,23.06.08
2202,서울특별시 동대문구 장안동,580,580,0,장안위더스빌,107.97,202304,10,"79,000",씨,16,-,-,2011,한천로 42,-,중개거래,서울 동대문구,23.06.08
2203,서울특별시 동대문구 장안동,329-3,329,3,래미안장안2차,81.05,202304,8,"90,000",214,18,-,-,2007,장안벚꽃로 167,-,중개거래,서울 강남구 서울 동대문구,23.07.18
2204,서울특별시 동대문구 장안동,581,581,0,일성트루엘,59.9819,202304,8,"60,000",102,8,-,-,2012,천호대로83길 71-7,-,중개거래,서울 동대문구,23.06.30
2205,서울특별시 동대문구 장안동,581,581,0,일성트루엘,59.9819,202304,8,"60,000",102,8,-,-,2012,천호대로83길 71-7,-,중개거래,서울 동대문구,23.06.30
2206,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),112.78,202304,7,"105,250",제113동,11,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.06.30
2207,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),59.54,202304,7,"72,500",제105동,27,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.06.29
2208,서울특별시 동대문구 장안동,372-5,372,5,장안뉴시티,17.63,202304,7,"11,000",-,8,-,-,2012,장한로 105,-,중개거래,서울 영등포구,23.04.14
2209,서울특별시 동대문구 장안동,329-2,329,2,장안힐스테이트,84.568,202304,7,"96,000",1005,18,-,-,2007,장안벚꽃로1길 7,-,중개거래,서울 동대문구,23.07.10
2210,서울특별시 동대문구 장안동,329-2,329,2,장안힐스테이트,59.885,202304,7,"77,000",1000,13,-,-,2007,장안벚꽃로1길 7,-,중개거래,서울 동대문구,23.07.10
2211,서울특별시 동대문구 장안동,373-3,373,3,현대썬앤빌601,18.35,202304,6,"11,250",-,11,-,-,2015,장한로 91,-,중개거래,서울 동대문구,23.05.08
2212,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),84.87,202304,5,"75,000",제107동,9,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.06.29
2213,서울특별시 동대문구 장안동,372-5,372,5,장안뉴시티,17.63,202304,5,"10,000",-,10,-,-,2012,장한로 105,-,중개거래,서울 동대문구,23.04.06
2214,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),112.78,202303,30,"100,000",제103동,8,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.06.12
2215,서울특별시 동대문구 장안동,329-3,329,3,래미안장안2차,81.05,202303,29,"88,000",223,17,-,-,2007,장안벚꽃로 167,-,중개거래,서울 동대문구,23.06.09
2216,서울특별시 동대문구 장안동,373-3,373,3,현대썬앤빌601,18.35,202303,27,"11,000",-,7,-,-,2015,장한로 91,-,중개거래,서울 동대문구,23.05.12
2217,서울특별시 동대문구 장안동,372-8,372,8,청명에버아트3차,52.96,202303,25,"46,500",-,14,-,-,2017,장한로23길 11-5,-,중개거래,서울 동대문구,23.05.31
2218,서울특별시 동대문구 장안동,329-3,329,3,래미안장안2차,81.05,202303,24,"83,000",212,7,-,-,2007,장안벚꽃로 167,-,중개거래,서울 동대문구,23.06.27
2219,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),58.42,202303,22,"66,000",제115동,7,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.07.31
2220,서울특별시 동대문구 장안동,329-3,329,3,래미안장안2차,81.05,202303,22,"83,000",223,14,-,-,2007,장안벚꽃로 167,-,중개거래,서울 동대문구,23.07.07
2221,서울특별시 동대문구 장안동,329-3,329,3,래미안장안2차,81.05,202303,18,"87,500",209,12,-,-,2007,장안벚꽃로 167,-,중개거래,서울 동대문구,23.07.04
2222,서울특별시 동대문구 장안동,329-3,329,3,래미안장안2차,64.85,202303,18,"73,000",219,3,-,-,2007,장안벚꽃로 167,-,직거래,-,23.05.04
2223,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),84.87,202303,16,"83,000",제112동,6,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.06.20
2224,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),58.42,202303,15,"70,000",제121동,20,-,-,2003,장한로18길 82-14,-,중개거래,서울 동대문구,23.05.26
2225,서울특별시 동대문구 장안동,567,567,0,신일해피트리2차(567),79.51,202303,15,"64,500",201,1,-,-,2005,천호대로77가길 27,-,중개거래,서울 동대문구,23.06.05
2226,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),59.61,202303,14,"67,000",제120동,6,-,-,2003,장안벚꽃로 107,-,직거래,-,23.03.14
2227,서울특별시 동대문구 장안동,354-2,354,2,래미안장안,59.86,202303,14,"78,000",103,4,-,-,2003,장한로14길 81,-,중개거래,서울 동대문구,23.06.15
2228,서울특별시 동대문구 장안동,571,571,0,현대홈타운3차,84.29,202303,14,"63,000",302,6,-,-,2006,장한로28가길 44,-,중개거래,서울 동대문구,23.06.29
2229,서울특별시 동대문구 장안동,555-1,555,1,한신아파트,84.9,202303,14,"57,000",101,6,-,-,1996,사가정로 245-3,-,중개거래,서울 동대문구,23.04.27
2230,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),84.78,202303,11,"89,800",제108동,22,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.05.31
2231,서울특별시 동대문구 장안동,354-2,354,2,래미안장안,59.86,202303,11,"82,000",103,8,-,-,2003,장한로14길 81,-,중개거래,서울 동대문구,23.05.15
2232,서울특별시 동대문구 장안동,329-3,329,3,래미안장안2차,81.05,202303,10,"87,000",216,11,-,-,2007,장안벚꽃로 167,-,중개거래,서울 동대문구,23.05.18
2233,서울특별시 동대문구 장안동,372-8,372,8,청명에버아트3차,52.96,202303,10,"41,000",-,15,-,-,2017,장한로23길 11-5,-,중개거래,서울 동대문구,23.03.30
2234,서울특별시 동대문구 장안동,571,571,0,현대홈타운3차,84.29,202303,9,"64,000",301,3,-,-,2006,장한로28가길 44,-,중개거래,서울 동대문구,23.04.18
2235,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),59.54,202303,4,"70,000",제117동,5,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.05.12
2236,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),59.54,202303,4,"70,000",-,5,-,-,2003,장안벚꽃로 107,20230330,중개거래,서울 동대문구,-
2237,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),84.87,202303,3,"74,000",제106동,2,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.06.29
2238,서울특별시 동대문구 장안동,354-2,354,2,래미안장안,84.774,202303,3,"88,800",105,10,-,-,2003,장한로14길 81,-,중개거래,서울 동대문구,23.06.07
2239,서울특별시 동대문구 장안동,354-2,354,2,래미안장안,84.774,202303,3,"88,800",-,10,-,-,2003,장한로14길 81,20230308,중개거래,서울 동대문구,-
2240,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),84.87,202303,1,"75,000",제112동,12,-,-,2003,장안벚꽃로 107,-,직거래,-,23.06.15
2241,서울특별시 동대문구 장안동,329-2,329,2,장안힐스테이트,84.789,202303,1,"100,000",1001,22,-,-,2007,장안벚꽃로1길 7,-,중개거래,서울 동대문구 서울 송파구,23.05.19
2242,서울특별시 동대문구 장안동,580,580,0,장안위더스빌,106.88,202302,28,"81,000",에이,5,-,-,2011,한천로 42,-,중개거래,서울 동대문구,23.06.30
2243,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),84.87,202302,27,"82,000",제120동,5,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.05.16
2244,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),58.42,202302,25,"69,500",제117동,15,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.05.03
2245,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),59.54,202302,20,"66,000",제102동,20,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.04.28
2246,서울특별시 동대문구 장안동,466-5,466,5,장안푸르미에,12.9463,202302,9,"13,000",-,7,-,-,2013,천호대로97길 9,-,중개거래,서울 도봉구,23.02.23
2247,서울특별시 동대문구 장안동,329-3,329,3,래미안장안2차,81.05,202302,8,"85,000",210,19,-,-,2007,장안벚꽃로 167,-,중개거래,서울 동대문구,23.05.02
2248,서울특별시 동대문구 장안동,573,573,0,장한평월드메르디앙,84.55,202302,7,"73,000",101,7,-,-,2006,천호대로93길 56,-,중개거래,서울 동대문구,23.07.21
2249,서울특별시 동대문구 장안동,169-54,169,54,대성하이빌(B동),73.84,202302,4,"35,800",-,4,-,-,2004,한천로26길 26-11,-,중개거래,서울 동대문구 서울 중랑구,23.04.10
2250,서울특별시 동대문구 장안동,336,336,0,장안현대홈타운(336),84.87,202301,31,"83,000",제107동,27,-,-,2003,장안벚꽃로 107,-,중개거래,서울 동대문구,23.03.24
