NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,113.52,202305,14,"172,000",108,5,-,-,2012,매봉길 15,-,직거래,-,23.05.17
2,서울특별시 성동구 옥수동,250,250,0,옥수삼성,114.666,202305,13,"169,500",109,8,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.10.12
3,서울특별시 성동구 옥수동,250,250,0,옥수삼성,84.822,202305,13,"137,500",107,6,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.10.23
4,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.97,202305,13,"144,200",109,9,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.07.24
5,서울특별시 성동구 옥수동,250,250,0,옥수삼성,114.666,202305,10,"157,500",104,10,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.12.26
6,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.3,202305,10,"160,000",116,7,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.06.15
7,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.88,202305,10,"137,500",112,16,-,-,2016,매봉길 50,-,중개거래,서울 강남구 서울 성동구,23.06.15
8,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,202305,10,"135,000",-,13,-,-,2012,매봉길 15,20230602,중개거래,서울 성동구,-
9,서울특별시 성동구 옥수동,250,250,0,옥수삼성,84.822,202305,6,"135,000",107,13,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.07.25
10,서울특별시 성동구 옥수동,528-1,528,1,옥수파크힐스117동~125동,59.59,202305,6,"137,000",117,9,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.08.11
11,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,84.73,202305,5,"162,000",110,6,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.08.08
12,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,84.73,202305,4,"162,000",-,6,-,-,2012,매봉길 15,20230602,중개거래,서울 성동구,-
13,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.3,202305,3,"163,000",110,13,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.05.10
14,서울특별시 성동구 옥수동,528-1,528,1,옥수파크힐스117동~125동,59.59,202304,30,"135,000",118,9,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.07.28
15,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,202304,29,"133,500",111,20,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.06.23
16,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.88,202304,28,"139,000",113,8,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.06.16
17,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,202304,27,"120,500",107,1,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.06.27
18,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,84.51,202304,27,"157,000",108,12,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.05.31
19,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.3,202304,26,"166,000",114,16,-,-,2016,매봉길 50,-,중개거래,서울 서초구 서울 성동구,23.05.30
20,서울특별시 성동구 옥수동,4,4,0,현대,71.05,202304,24,"122,000",103,9,-,-,1990,독서당로40길 25,-,중개거래,서울 성동구,23.06.30
21,서울특별시 성동구 옥수동,250,250,0,옥수삼성,114.666,202304,22,"155,000",104,10,-,-,1999,독서당로 218,-,중개거래,서울 성동구 서울 용산구,23.06.30
22,서울특별시 성동구 옥수동,250,250,0,옥수삼성,59.7,202304,19,"107,000",103,6,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.04.27
23,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.91,202304,19,"137,000",110,7,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.05.26
24,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,84.81,202304,19,"159,000",114,7,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.07.20
25,서울특별시 성동구 옥수동,4,4,0,현대,71.05,202304,16,"120,000",103,13,-,-,1990,독서당로40길 25,-,중개거래,서울 성동구,23.08.09
26,서울특별시 성동구 옥수동,250,250,0,옥수삼성,59.7,202304,15,"118,500",103,14,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.06.16
27,서울특별시 성동구 옥수동,250,250,0,옥수삼성,84.822,202304,15,"129,000",105,14,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.07.19
28,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,202304,15,"135,000",102,15,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.06.30
29,서울특별시 성동구 옥수동,250,250,0,옥수삼성,59.7,202304,7,"107,000",101,11,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.04.18
30,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.98,202304,5,"127,500",105,12,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.06.14
31,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,84.73,202304,4,"157,000",102,5,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.04.14
32,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.64,202304,1,"160,000",102,8,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.06.30
33,서울특별시 성동구 옥수동,250,250,0,옥수삼성,114.666,202303,27,"149,000",104,6,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.10.20
34,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,202303,27,"128,000",106,11,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.05.31
35,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.51,202303,21,"158,500",102,6,-,-,2016,매봉길 50,-,직거래,-,23.04.20
36,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,202303,18,"127,500",106,12,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.08.10
37,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,202303,18,"129,000",110,10,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.06.28
38,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.51,202303,15,"155,000",101,5,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.03.22
39,서울특별시 성동구 옥수동,528-1,528,1,옥수파크힐스117동~125동,59.59,202303,11,"128,500",118,13,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.05.31
40,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.84,202303,11,"112,500",107,1,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.06.30
41,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,113.52,202303,11,"213,000",108,11,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.05.31
42,서울특별시 성동구 옥수동,428,428,0,극동,148.23,202303,9,"168,000",2,2,-,-,1986,독서당로 191,-,중개거래,서울 성동구,23.05.19
43,서울특별시 성동구 옥수동,4,4,0,현대,58.72,202303,7,"109,000",107,8,-,-,1990,독서당로40길 25,-,중개거래,서울 성동구,23.05.25
44,서울특별시 성동구 옥수동,428,428,0,극동,68.58,202303,6,"97,000",7,2,-,-,1986,독서당로 191,-,중개거래,서울 성동구,23.05.30
45,서울특별시 성동구 옥수동,436,436,0,극동그린,84.92,202303,4,"104,000",101,5,-,-,1997,독서당로 175,-,중개거래,서울 성동구,23.05.19
46,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,202303,4,"125,000",109,6,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.04.20
47,서울특별시 성동구 옥수동,560,560,0,옥수어울림,128.534,202303,4,"205,000",101,10,-,-,2011,독서당로40길 37,-,중개거래,서울 성동구,23.07.14
48,서울특별시 성동구 옥수동,4,4,0,현대,71.05,202303,3,"115,000",106,5,-,-,1990,독서당로40길 25,-,중개거래,서울 성동구,23.06.30
49,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.88,202302,28,"138,000",102,18,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.05.18
50,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,202302,22,"129,500",110,8,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.05.18
51,서울특별시 성동구 옥수동,250,250,0,옥수삼성,59.7,202302,18,"104,000",101,6,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.05.04
52,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.78,202302,18,"132,500",107,12,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.06.15
53,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.3,202302,12,"154,000",107,3,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.03.20
54,서울특별시 성동구 옥수동,528-1,528,1,옥수파크힐스117동~125동,59.77,202302,11,"128,000",119,9,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.04.19
55,서울특별시 성동구 옥수동,528-1,528,1,옥수파크힐스117동~125동,59.91,202302,11,"127,500",122,15,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.06.14
56,서울특별시 성동구 옥수동,250,250,0,옥수삼성,84.822,202302,10,"130,000",107,4,-,-,1999,독서당로 218,-,중개거래,서울 마포구 서울 성동구,23.04.12
57,서울특별시 성동구 옥수동,250,250,0,옥수삼성,114.666,202302,10,"153,000",109,8,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.06.05
58,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.78,202302,3,"135,000",110,16,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.04.28
59,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.78,202301,27,"135,000",108,9,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.04.05
60,서울특별시 성동구 옥수동,428,428,0,극동,84.74,202301,26,"110,000",-,11,-,-,1986,독서당로 191,20230622,중개거래,서울 성동구,-
61,서울특별시 성동구 옥수동,100,100,0,옥수하이츠,84.86,202301,21,"152,000",107,10,-,-,1998,한림말길 50,-,중개거래,서울 성동구,23.04.03
62,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.91,202301,21,"124,000",107,1,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.05.31
63,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.51,202301,20,"160,000",102,3,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.05.26
64,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.91,202301,19,"124,000",-,6,-,-,2016,매봉길 50,20230130,중개거래,서울 성동구,-
65,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.3,202301,18,"154,000",109,15,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.03.31
66,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.3,202301,18,"154,000",109,15,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.03.31
67,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.91,202301,18,"124,000",110,6,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.01.27
68,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.51,202301,17,"150,000",111,9,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.04.28
69,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.91,202301,16,"124,000",104,8,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.04.25
70,서울특별시 성동구 옥수동,250,250,0,옥수삼성,84.822,202301,14,"125,000",105,9,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.04.03
71,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.91,202301,14,"135,000",110,10,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.04.10
72,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,202301,9,"133,000",110,18,-,-,2012,매봉길 15,-,중개거래,서울 성동구,23.03.20
73,서울특별시 성동구 옥수동,428,428,0,극동,148.23,202212,30,"180,000",-,12,-,-,1986,독서당로 191,-,중개거래,서울 성동구,-
74,서울특별시 성동구 옥수동,250,250,0,옥수삼성,84.822,202212,29,"112,500",-,2,-,-,1999,독서당로 218,-,중개거래,서울 성동구,-
75,서울특별시 성동구 옥수동,100,100,0,옥수하이츠,84.86,202212,24,"163,000",-,12,-,-,1998,한림말길 50,-,중개거래,서울 성동구,-
76,서울특별시 성동구 옥수동,12,12,0,동인샤인빌,57.16,202212,13,"68,000",-,3,-,-,2003,독서당로 242,-,직거래,-,-
77,서울특별시 성동구 옥수동,250,250,0,옥수삼성,84.822,202211,12,"123,800",-,1,-,-,1999,독서당로 218,-,중개거래,서울 성동구,-
78,서울특별시 성동구 옥수동,4,4,0,현대,123.51,202211,4,"180,000",-,9,-,-,1990,독서당로40길 25,-,중개거래,서울 성동구,-
79,서울특별시 성동구 옥수동,528-1,528,1,옥수파크힐스117동~125동,59.77,202209,18,"142,000",-,6,-,-,2016,매봉길 50,-,중개거래,서울 성동구,-
80,서울특별시 성동구 옥수동,250,250,0,옥수삼성,84.822,202208,31,"125,000",-,2,-,-,1999,독서당로 218,20221228,중개거래,서울 강남구 서울 성동구,-
81,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.78,202208,27,"151,000",-,6,-,-,2016,매봉길 50,-,중개거래,서울 강남구 서울 성동구,-
82,서울특별시 성동구 옥수동,220-1,220,1,한남하이츠,149.39,202208,10,"292,500",-,10,-,-,1982,독서당로 156,-,중개거래,서울 마포구 서울 성동구,-
83,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.88,202208,10,"151,000",-,10,-,-,2016,매봉길 50,-,중개거래,서울 성동구,-
84,서울특별시 성동구 옥수동,250,250,0,옥수삼성,114.666,202207,30,"182,500",-,7,-,-,1999,독서당로 218,-,중개거래,서울 성동구,-
85,서울특별시 성동구 옥수동,478-1,478,1,모닝빌아파트,208.14,202206,30,"250,000",-,6,-,-,2000,독서당로 155,-,중개거래,서울 용산구,-
86,서울특별시 성동구 옥수동,4,4,0,현대,84.9,202206,10,"168,000",-,12,-,-,1990,독서당로40길 25,-,중개거래,서울 성동구,-
87,서울특별시 성동구 옥수동,60,60,0,풍림아이원,84.767,202206,4,"181,500",-,4,-,-,2004,뚝섬로 51,-,중개거래,서울 성동구,-
88,서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.88,202205,20,"149,000",-,2,-,-,2016,매봉길 50,-,중개거래,서울 마포구 서울 성동구,-
89,서울특별시 성동구 옥수동,100,100,0,옥수하이츠,114.78,202205,19,"220,000",-,13,-,-,1998,한림말길 50,-,중개거래,서울 성동구,-
90,서울특별시 성동구 옥수동,428,428,0,극동,142.26,202205,19,"193,500",-,2,-,-,1986,독서당로 191,-,중개거래,서울 강남구 서울 성동구,-
91,서울특별시 성동구 옥수동,478-1,478,1,모닝빌아파트,208.14,202205,17,"246,000",-,5,-,-,2000,독서당로 155,-,중개거래,서울 용산구,-
92,서울특별시 성동구 옥수동,60,60,0,풍림아이원,84.767,202205,17,"171,000",-,4,-,-,2004,뚝섬로 51,-,중개거래,서울 성동구,-
93,서울특별시 종로구 누상동,40,40,0,청호그린빌,29.76,202212,19,"19,000",-,4,-,-,1999,옥인3길 7,-,중개거래,서울 종로구,-
94,서울특별시 종로구 사직동,9,9,0,광화문스페이스본(101동~105동),146.92,202305,13,"174,000",103,3,-,-,2008,사직로8길 4,-,중개거래,서울 종로구,23.08.29
95,서울특별시 종로구 사직동,9,9,0,광화문스페이스본(101동~105동),160.85,202304,21,"190,000",105,12,-,-,2008,사직로8길 4,-,중개거래,서울 종로구,23.06.28
96,서울특별시 종로구 사직동,9,9,0,광화문스페이스본(101동~105동),94.51,202303,25,"143,000",101,8,-,-,2008,사직로8길 4,-,중개거래,서울 종로구,23.06.02
97,서울특별시 종로구 사직동,9,9,0,광화문스페이스본(101동~105동),94.51,202303,11,"138,000",101,13,-,-,2008,사직로8길 4,-,중개거래,서울 종로구,23.05.24
98,서울특별시 종로구 사직동,9,9,0,광화문스페이스본(101동~105동),108.07,202302,8,"145,000",101,9,-,-,2008,사직로8길 4,-,중개거래,서울 종로구,23.03.24
99,서울특별시 종로구 사직동,09월 01일,9,1,광화문스페이스본(106동),163.33,202301,20,"200,000",106,12,-,-,2008,경희궁길 57,-,중개거래,서울 종로구,23.01.20
100,서울특별시 종로구 사직동,9,9,0,광화문스페이스본(101동~105동),158.99,202206,14,"185,000",-,8,-,-,2008,사직로8길 4,-,중개거래,서울 종로구,-
101,서울특별시 종로구 내수동,72,72,0,경희궁의아침3단지,174.55,202304,12,"220,000",경희궁의 아침 3단지,4,-,-,2004,사직로8길 34,-,중개거래,서울 종로구,23.04.28
102,서울특별시 종로구 내수동,73,73,0,경희궁의아침4단지,124.17,202303,30,"170,000",경희궁의 아침 4단지,7,-,-,2004,새문안로3길 23,-,중개거래,서울 종로구,23.06.09
103,서울특별시 종로구 내수동,95,95,0,경희궁파크팰리스,146.33,202303,27,"180,000",103,4,-,-,2003,사직로8길 20,-,중개거래,서울 종로구,23.06.20
104,서울특별시 종로구 내수동,95,95,0,경희궁파크팰리스,146.39,202302,21,"185,000",103,13,-,-,2003,사직로8길 20,-,중개거래,서울 종로구,23.07.26
105,서울특별시 종로구 내수동,95,95,0,경희궁파크팰리스,146.39,202302,21,"185,000",-,13,-,-,2003,사직로8길 20,20230315,중개거래,서울 종로구,-
106,서울특별시 종로구 내수동,95,95,0,경희궁파크팰리스,147.62,202205,28,"181,000",-,7,-,-,2003,사직로8길 20,-,중개거래,경기 의정부시 서울 종로구,-
107,서울특별시 종로구 신문로2가,171,171,0,디팰리스,118.749,202303,16,"285,000",-,10,-,-,2020,새문안로2길 10,-,중개거래,서울 종로구,23.04.05
108,서울특별시 종로구 익선동,06월 30일,30,6,운현신화타워,84.26,202211,2,"65,000",-,11,-,-,1998,삼일대로32길 36,-,중개거래,서울 종로구,-
109,서울특별시 종로구 익선동,55,55,0,현대뜨레비앙,48.54,202208,26,"40,000",-,7,-,-,2003,돈화문로11가길 59,-,중개거래,서울 종로구,-
110,서울특별시 종로구 익선동,55,55,0,현대뜨레비앙,48.54,202208,4,"37,500",-,2,-,-,2003,돈화문로11가길 59,-,중개거래,서울 종로구,-
111,서울특별시 종로구 익선동,55,55,0,현대뜨레비앙,28.1,202208,1,"31,000",-,9,-,-,2003,돈화문로11가길 59,-,중개거래,서울 종로구,-
112,서울특별시 종로구 익선동,55,55,0,현대뜨레비앙,46.64,202207,27,"35,800",-,3,-,-,2003,돈화문로11가길 59,-,중개거래,서울 종로구,-
113,서울특별시 종로구 익선동,55,55,0,현대뜨레비앙,46.64,202207,20,"31,700",-,5,-,-,2003,돈화문로11가길 59,-,직거래,-,-
114,서울특별시 종로구 익선동,55,55,0,현대뜨레비앙,45.5,202207,12,"37,000",-,8,-,-,2003,돈화문로11가길 59,-,중개거래,서울 종로구,-
115,서울특별시 종로구 익선동,55,55,0,현대뜨레비앙,48.54,202206,14,"38,000",-,3,-,-,2003,돈화문로11가길 59,-,중개거래,서울 종로구,-
116,서울특별시 종로구 익선동,55,55,0,현대뜨레비앙,46.64,202305,11,"38,000",현대뜨레비앙,3,-,-,2003,돈화문로11가길 59,-,중개거래,서울 종로구,23.05.26
117,서울특별시 종로구 익선동,55,55,0,현대뜨레비앙,46.64,202304,11,"38,000",현대뜨레비앙,4,-,-,2003,돈화문로11가길 59,-,중개거래,서울 서대문구,23.06.19
118,서울특별시 종로구 익선동,55,55,0,현대뜨레비앙,46.64,202303,22,"38,200",현대뜨레비앙,5,-,-,2003,돈화문로11가길 59,-,중개거래,서울 종로구,23.07.31
119,서울특별시 종로구 인의동,Feb-48,48,2,효성쥬얼리시티,98.39,202304,21,"85,000",-,9,-,-,2006,종로 183,-,중개거래,서울 은평구,23.05.30
120,서울특별시 종로구 인의동,Feb-48,48,2,효성쥬얼리시티,92.81,202304,9,"90,000",-,14,-,-,2006,종로 183,-,중개거래,서울 은평구,23.10.20
121,서울특별시 종로구 인의동,Feb-48,48,2,효성쥬얼리시티,84.7,202301,26,"79,000",-,17,-,-,2006,종로 183,-,중개거래,서울 종로구,23.02.28
122,서울특별시 종로구 연지동,163-3,163,3,아르젠종로,47.24,202302,28,"38,000",-,13,-,-,2015,종로31길 54,-,중개거래,서울 종로구,23.04.17
123,서울특별시 종로구 효제동,Feb-65,65,2,포레스트힐시티,16.672,202305,13,"17,000",포레스트힐시티,4,-,-,2017,대학로 33,-,중개거래,서울 종로구,23.05.15
124,서울특별시 종로구 효제동,Feb-65,65,2,포레스트힐시티,20.3861,202212,17,"20,000",-,5,-,-,2017,대학로 33,-,중개거래,서울 종로구,-
125,서울특별시 종로구 효제동,Feb-65,65,2,포레스트힐시티,16.672,202212,8,"16,000",-,5,-,-,2017,대학로 33,-,직거래,-,-
126,서울특별시 종로구 효제동,Feb-65,65,2,포레스트힐시티,16.672,202206,9,"17,900",-,5,-,-,2017,대학로 33,-,중개거래,서울 종로구,-
127,서울특별시 종로구 이화동,09월 01일,9,1,송림아마레스아파트,84.42,202207,19,"36,500",-,4,-,-,2004,율곡로19길 41-6,-,직거래,-,-
128,서울특별시 종로구 연건동,195-10,195,10,이화에수풀,16.98,202302,18,"18,800",이화에수풀,11,-,-,2014,대학로 47,-,중개거래,서울 종로구,23.03.13
129,서울특별시 종로구 연건동,195-10,195,10,이화에수풀,16.98,202212,30,"20,200",-,10,-,-,2014,대학로 47,-,중개거래,서울 성북구,-
130,서울특별시 종로구 연건동,195-10,195,10,이화에수풀,16.98,202211,15,"18,600",-,7,-,-,2014,대학로 47,-,중개거래,서울 동대문구,-
131,서울특별시 종로구 연건동,195-10,195,10,이화에수풀,16.98,202209,7,"16,000",-,13,-,-,2014,대학로 47,-,중개거래,서울 성북구,-
132,서울특별시 종로구 연건동,Jan-60,60,1,(60-1),59.63,202205,28,"48,500",-,2,-,-,1999,대학로7길 15-4,-,중개거래,서울 종로구,-
133,서울특별시 종로구 충신동,Feb-62,62,2,CS타워,21.94,202302,7,"17,000",CS타워,15,-,-,2011,율곡로20길 24,-,중개거래,서울 종로구,23.02.15
134,서울특별시 종로구 충신동,Feb-62,62,2,CS타워,21.94,202211,26,"15,300",-,10,-,-,2011,율곡로20길 24,-,중개거래,서울 종로구,-
135,서울특별시 종로구 충신동,Feb-62,62,2,CS타워,21.94,202208,3,"16,000",-,5,-,-,2011,율곡로20길 24,-,중개거래,서울 종로구,-
136,서울특별시 종로구 충신동,Feb-62,62,2,CS타워,21.94,202205,19,"16,000",-,11,-,-,2011,율곡로20길 24,-,중개거래,서울 중구,-
137,서울특별시 종로구 동숭동,4-157,4,157,동성아파트(2동),59.34,202303,3,"41,000",2,1,-,-,1999,동숭4라길 27,-,중개거래,서울 서대문구 서울 종로구,23.04.12
138,서울특별시 종로구 동숭동,4-161,4,161,동성아파트(1동),57.96,202211,11,"35,000",-,1,-,-,1999,동숭4라길 29,-,중개거래,서울 종로구,-
139,서울특별시 종로구 명륜1가,02월 12일,2,12,송림아마레스아파트,34.7,202304,15,"34,900",-,6,-,-,2003,성균관로17길 22,-,중개거래,서울 종로구,23.06.01
140,서울특별시 종로구 명륜1가,02월 12일,2,12,송림아마레스아파트,84.81,202206,9,"69,000",-,2,-,-,2003,성균관로17길 22,-,중개거래,서울 종로구,-
141,서울특별시 종로구 명륜2가,236,236,0,아남2,84.9,202211,14,"90,000",-,4,-,-,1996,혜화로3길 33,20230322,중개거래,서울 종로구,-
142,서울특별시 종로구 명륜2가,236,236,0,아남2,84.9,202211,14,"90,000",-,4,-,-,1996,혜화로3길 33,-,중개거래,서울 종로구,-
143,서울특별시 종로구 명륜2가,236,236,0,아남2,84.9,202211,14,"90,000",-,4,-,-,1996,혜화로3길 33,20230329,중개거래,서울 종로구,-
144,서울특별시 종로구 명륜2가,236,236,0,아남2,84.9,202211,14,"90,000",-,4,-,-,1996,혜화로3길 33,20230327,중개거래,서울 종로구,-
145,서울특별시 종로구 창신동,601-5,601,5,MID그린(4동),59.55,202305,2,"39,800",104,1,-,-,2002,창신길 140-14,-,중개거래,서울 성북구 서울 종로구,23.06.07
146,서울특별시 종로구 창신동,702,702,0,창신쌍용1,54.7,202303,17,"68,000",101,4,-,-,1992,동망산길 19,-,중개거래,서울 마포구,23.08.04
147,서울특별시 종로구 창신동,702,702,0,창신쌍용1,54.7,202302,27,"60,000",101,7,-,-,1992,동망산길 19,-,중개거래,서울 종로구,23.04.28
148,서울특별시 종로구 창신동,328-17,328,17,동대문,28.8,202302,11,"45,000",-,1,-,-,1966,지봉로 25,-,중개거래,서울 종로구,23.07.24
149,서울특별시 종로구 창신동,703,703,0,창신쌍용2,54.7,202211,19,"59,500",-,9,-,-,1993,낙산길 198,-,중개거래,서울 종로구,-
150,서울특별시 종로구 창신동,232,232,0,두산,59.95,202207,25,"90,000",-,8,-,-,1999,지봉로5길 7,-,중개거래,서울 종로구,-
151,서울특별시 종로구 창신동,232,232,0,두산,59.95,202206,24,"86,000",-,15,-,-,1999,지봉로5길 7,-,중개거래,서울 금천구 서울 종로구,-
152,서울특별시 종로구 숭인동,243,243,0,블루빌,44.56,202305,13,"28,000",-,5,-,-,2017,종로58가길 9,-,중개거래,서울 중구,23.06.12
153,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,19.466,202305,11,"13,400",-,13,-,-,2013,종로66길 28,-,중개거래,서울 종로구,23.07.28
154,서울특별시 종로구 숭인동,1392-1,1392,1,종로아인스빌,12.15,202304,13,"11,000",-,12,-,-,2013,난계로29가길 19,-,중개거래,서울 종로구,23.04.19
155,서울특별시 종로구 숭인동,1421-2,1421,2,숭인한양LEEPS,12.78,202304,7,"11,000",-,7,-,-,2014,난계로29가길 20,-,중개거래,서울 종로구,23.04.12
156,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,19.466,202304,5,"13,500",-,16,-,-,2013,종로66길 28,-,중개거래,서울 종로구,23.04.07
157,서울특별시 종로구 숭인동,202-3,202,3,종로중흥S클래스,19.466,202303,18,"13,000",-,15,-,-,2013,종로66길 28,-,중개거래,서울 중구,23.04.07
158,서울특별시 종로구 숭인동,318-2,318,2,삼전솔하임4차,15.09,202303,2,"13,200",삼전솔하임4차,15,-,-,2014,지봉로4길 13,-,중개거래,서울 중구,23.04.19
159,서울특별시 종로구 숭인동,1421,1421,0,버넷하임1,17.96,202302,26,"12,100",1,13,-,-,2013,난계로29가길 16,-,중개거래,서울 종로구,23.03.28
160,서울특별시 종로구 숭인동,1392-1,1392,1,종로아인스빌,12.15,202302,18,"11,700",-,11,-,-,2013,난계로29가길 19,-,중개거래,서울 종로구,23.03.10
161,서울특별시 종로구 숭인동,766,766,0,종로청계힐스테이트,59.9426,202302,13,"72,000",104,18,-,-,2009,숭인동길 21,-,중개거래,서울 강남구 서울 종로구,23.04.14
162,서울특별시 종로구 숭인동,766,766,0,종로청계힐스테이트,59.9426,202302,13,"72,000",-,18,-,-,2009,숭인동길 21,20230307,중개거래,서울 종로구,-
