NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
6938,서울특별시 강북구 수유동,130-83,130,83,대한리버빌,45.62,32.06,202309,16,"20,000",4,-,-,2003,삼양로92길 29-17,-,중개거래,서울 강북구,-
6939,서울특별시 강북구 수유동,216-27,216,27,성우빌라(216-27),37.9,19.06,202309,18,"14,000",2,-,-,1994,삼각산로31길 12,20231124,중개거래,서울 강북구,-
6940,서울특별시 강북구 수유동,130-73,130,73,대양주택(130-73),44.12,23.4737,202309,18,"11,500",-1,-,-,1995,수유로17나길 7,-,중개거래,서울 강북구,-
6941,서울특별시 강북구 수유동,441-11,441,11,가온리치빌(씨동),56.24,40.86,202309,19,"37,000",2,-,-,2023,인수봉로51길 25,-,직거래,-,-
6942,서울특별시 강북구 수유동,441-17,441,17,가온리치빌(에이동),50.35,34.61,202309,19,"30,800",2,-,-,2023,인수봉로51길 31,-,직거래,-,-
6943,서울특별시 강북구 수유동,281-20,281,20,신성젠트리스7차,29.9,20.221,202309,20,"18,300",2,-,-,2016,인수봉로84길 40-11,-,중개거래,서울 강북구,-
6944,서울특별시 강북구 수유동,441-14,441,14,가온리치빌(비동),49.26,34.25,202309,20,"31,000",2,-,-,2023,인수봉로51길 29,-,직거래,-,-
6945,서울특별시 강북구 수유동,291-134,291,134,신세계드림빌,38.37,26.0865,202309,20,"26,500",3,-,-,2017,인수봉로80길 17-18,-,중개거래,서울 강북구,-
6946,서울특별시 강북구 수유동,296-5,296,5,현대베스트빌,72.2,43.64,202309,20,"24,800",3,-,-,2008,인수봉로72길 31-36,-,중개거래,서울 강북구,-
6947,서울특별시 강북구 수유동,472-420,472,420,(472-420),34.686,23,202309,20,"6,700",-1,-,-,1991,삼양로81길 32,-,직거래,-,-
6948,서울특별시 강북구 수유동,130-102,130,102,태인로민빌,58.03,33.84,202309,22,"43,000",4,-,-,2021,수유로17길 29,-,직거래,-,-
6949,서울특별시 강북구 수유동,469-250,469,250,창용아트빌,41.02,27.21,202309,22,"15,000",2,-,-,2008,덕릉로8길 30-3,-,직거래,-,-
6950,서울특별시 강북구 수유동,567-9,567,9,더센트럴,52.01,29.6,202309,23,"51,300",6,-,-,2022,인수봉로85길 24,-,직거래,-,-
6951,서울특별시 강북구 수유동,130-54,130,54,정원베스트빌,38.4,20.534,202309,23,"17,800",2,-,-,2012,노해로9길 65,-,중개거래,서울 강북구,-
6952,서울특별시 강북구 수유동,359-37,359,37,한영하이츠빌라(359-37),40.44,18.04,202309,24,"13,400",4,-,-,1994,삼양로111길 63,-,중개거래,서울 강북구,-
6953,서울특별시 강북구 수유동,288-1,288,1,OK팰리스,39.59,23.64,202309,25,"18,500",3,-,-,2016,삼양로123길 14-10,-,중개거래,서울 강북구,-
6954,서울특별시 강북구 수유동,391-375,391,375,북한산쉐르빌2,45.92,22.62,202309,25,"22,300",4,-,-,2002,인수봉로64길 26,-,직거래,-,-
6955,서울특별시 강북구 수유동,245-99,245,99,수유빌라트(245-99),81.6,45.427,202309,26,"27,500",3,-,-,2002,삼양로116길 35,-,중개거래,서울 도봉구,-
6956,서울특별시 강북구 수유동,270-114,270,114,(270-114),48.66,28.933,202309,27,"16,625",3,-,-,1993,노해로23길 80-5,20240318,중개거래,서울 강북구,-
6957,서울특별시 강북구 수유동,270-114,270,114,(270-114),48.66,28.933,202309,27,"16,625",3,-,-,1993,노해로23길 80-5,20240318,중개거래,서울 강북구,-
6958,서울특별시 강북구 수유동,270-114,270,114,(270-114),53.01,31.52,202309,27,"16,625",2,-,-,1993,노해로23길 80-5,20240318,중개거래,서울 강북구,-
6959,서울특별시 강북구 수유동,270-114,270,114,(270-114),53.01,31.52,202309,27,"16,625",2,-,-,1993,노해로23길 80-5,20240318,중개거래,서울 강북구,-
6960,서울특별시 강북구 수유동,270-114,270,114,(270-114),59.76,35.534,202309,27,"16,625",1,-,-,1993,노해로23길 80-5,20240318,중개거래,서울 강북구,-
6961,서울특별시 강북구 수유동,270-114,270,114,(270-114),53.01,31.52,202309,27,"16,625",1,-,-,1993,노해로23길 80-5,20240318,중개거래,서울 강북구,-
6962,서울특별시 강북구 수유동,270-114,270,114,(270-114),53.01,31.52,202309,27,"16,625",-1,-,-,1993,노해로23길 80-5,20240318,중개거래,서울 강북구,-
6963,서울특별시 강북구 수유동,270-114,270,114,(270-114),53.01,31.52,202309,27,"16,625",-1,-,-,1993,노해로23길 80-5,20240318,중개거래,서울 강북구,-
6964,서울특별시 강북구 수유동,270-114,270,114,(270-114),53.01,31.52,202309,27,"16,625",-1,-,-,1993,노해로23길 80-5,-,중개거래,서울 강북구,-
6965,서울특별시 강북구 수유동,270-114,270,114,(270-114),59.76,35.534,202309,27,"16,625",1,-,-,1993,노해로23길 80-5,-,중개거래,서울 강북구,-
6966,서울특별시 강북구 수유동,270-114,270,114,(270-114),53.01,31.52,202309,27,"16,625",-1,-,-,1993,노해로23길 80-5,-,중개거래,서울 강북구,-
6967,서울특별시 강북구 수유동,270-114,270,114,(270-114),53.01,31.52,202309,27,"16,625",2,-,-,1993,노해로23길 80-5,-,중개거래,서울 강북구,-
6968,서울특별시 강북구 수유동,270-114,270,114,(270-114),53.01,31.52,202309,27,"16,625",2,-,-,1993,노해로23길 80-5,-,중개거래,서울 강북구,-
6969,서울특별시 강북구 수유동,270-114,270,114,(270-114),53.01,31.52,202309,27,"16,625",1,-,-,1993,노해로23길 80-5,-,중개거래,서울 강북구,-
6970,서울특별시 강북구 수유동,270-114,270,114,(270-114),48.66,28.933,202309,27,"16,625",3,-,-,1993,노해로23길 80-5,-,중개거래,서울 강북구,-
6971,서울특별시 강북구 수유동,270-114,270,114,(270-114),48.66,28.933,202309,27,"16,625",3,-,-,1993,노해로23길 80-5,-,중개거래,서울 강북구,-
6972,서울특별시 강북구 수유동,445-20,445,20,풍경(445-20),34.06,24.8996,202310,2,"19,800",2,-,-,2015,삼양로87가길 17,-,중개거래,서울 강북구,-
6973,서울특별시 강북구 수유동,566-1,566,1,신경스위트빌라,46.23,28.06,202310,4,"9,200",2,-,-,1992,인수봉로 308,-,직거래,-,-
6974,서울특별시 강북구 수유동,291-25,291,25,드림캐슬(나동),49.76,31.078,202310,5,"15,000",5,-,-,2014,인수봉로82길 25-5,-,중개거래,서울 강북구,-
6975,서울특별시 강북구 수유동,526-13,526,13,현대빌라(526-13),37.92,26.57,202310,6,"12,700",2,-,-,1991,인수봉로68길 15-6,-,중개거래,서울 강북구,-
6976,서울특별시 강북구 수유동,530-48,530,48,한신(530-48),30.26,25.31,202310,6,"7,600",2,-,-,1990,인수봉로73가길 12,-,중개거래,경기 남양주시,-
6977,서울특별시 강북구 수유동,510-31,510,31,드림캐슬,44.54,34.5633,202310,7,"28,000",4,-,-,2018,인수봉로55가길 20,20231017,중개거래,서울 강북구,-
6978,서울특별시 강북구 수유동,410-1,410,1,선우빌라(B),51.78,28.25,202310,7,"17,400",4,-,-,1994,인수봉로60길 15-4,-,중개거래,서울 강북구,-
6979,서울특별시 강북구 수유동,286-1,286,1,가온팰리스,43.27,29.87,202310,7,"27,000",3,-,-,2017,삼양로129길 11-10,-,중개거래,서울 강북구,-
6980,서울특별시 강북구 수유동,461-83,461,83,더샵팰리스,71.35,39.575,202310,7,"58,000",4,-,-,2022,인수봉로 149,-,직거래,-,-
6981,서울특별시 강북구 수유동,348-77,348,77,미하우스,59.07,36.6,202310,10,"22,000",2,-,-,2014,삼양로111가길 11,-,중개거래,서울 강북구,-
6982,서울특별시 강북구 수유동,130-75,130,75,수림빌라,44.44,27.26,202310,10,"14,800",1,-,-,1993,삼양로92길 15-10,-,중개거래,서울 강북구,-
6983,서울특별시 강북구 수유동,707-1,707,1,로민하우스101,48.9,28.65,202310,10,"24,000",2,-,-,2017,노해로33길 88-18,-,중개거래,서울 강북구,-
6984,서울특별시 강북구 수유동,524-26,524,26,두인베스트21,58.64,33.57,202310,10,"21,800",2,-,-,2002,인수봉로67길 20,-,중개거래,서울 강북구 서울 마포구,-
6985,서울특별시 강북구 수유동,291-233,291,233,세명(291-233),44.02,27.13,202310,11,"27,000",5,-,-,2015,삼양로123길 40-32,-,중개거래,서울 강북구,-
6986,서울특별시 강북구 수유동,518-86,518,86,더예가(A동),51.04,29.95,202310,11,"41,000",2,-,-,2022,인수봉로55길 34-6,-,직거래,-,-
6987,서울특별시 강북구 수유동,472-132,472,132,한솔에코빌A동,46.39,29.681,202310,14,"25,000",2,-,-,2015,인수봉로42길 24,-,중개거래,서울 강북구,-
6988,서울특별시 강북구 수유동,394-40,394,40,로얄하이츠,59.52,35.56,202310,14,"23,000",4,-,-,1994,노해로9길 82,-,중개거래,서울 강북구,-
6989,서울특별시 강북구 수유동,240-168,240,168,삼화하이츠빌라,65.62,38.22,202310,14,"18,900",4,-,-,1996,삼각산로31길 41,-,중개거래,서울 강북구,-
6990,서울특별시 강북구 수유동,709-25,709,25,명진주택C,55.11,32.842,202310,14,"35,000",4,-,-,2022,한천로170길 97,-,중개거래,서울 강북구,-
6991,서울특별시 강북구 수유동,276-18,276,18,신건영빌리지4동,29.83,14.06,202310,15,"4,500",-1,-,-,1993,삼양로130길 9-8,-,중개거래,서울 도봉구,-
6992,서울특별시 강북구 수유동,468-50,468,50,한신빌라,65.88,39.32,202310,16,"23,000",3,-,-,2009,인수봉로38길 21,-,중개거래,서울 강북구,-
6993,서울특별시 강북구 수유동,535-6,535,6,"동인주택(가,나)",50.28,56.02,202310,16,"15,700",2,-,-,1987,4.19로 103,-,중개거래,서울 강북구,-
6994,서울특별시 강북구 수유동,510-22,510,22,동익빌라,49.52,43.0625,202310,17,"12,000",1,-,-,1982,인수봉로55길 39-28,-,중개거래,서울 강북구,-
6995,서울특별시 강북구 수유동,01월 04일,1,4,미래하이츠,39.97,26.28,202310,17,"33,300",3,-,-,2023,수유로23길 31,-,직거래,-,-
6996,서울특별시 강북구 수유동,01월 04일,1,4,미래하이츠,44.97,29.57,202310,17,"37,250",4,-,-,2023,수유로23길 31,-,직거래,-,-
6997,서울특별시 강북구 수유동,01월 04일,1,4,미래하이츠,42.99,28.26,202310,17,"34,500",2,-,-,2023,수유로23길 31,-,직거래,-,-
6998,서울특별시 강북구 수유동,01월 04일,1,4,미래하이츠,26.05,17.13,202310,17,"23,000",5,-,-,2023,수유로23길 31,-,직거래,-,-
6999,서울특별시 강북구 수유동,01월 04일,1,4,미래하이츠,43.2,28.4,202310,17,"34,700",2,-,-,2023,수유로23길 31,-,직거래,-,-
7000,서울특별시 강북구 수유동,01월 04일,1,4,미래하이츠,39.97,26.28,202310,17,"32,900",2,-,-,2023,수유로23길 31,-,직거래,-,-
7001,서울특별시 강북구 수유동,01월 04일,1,4,미래하이츠,36.48,24,202310,17,"31,600",4,-,-,2023,수유로23길 31,-,직거래,-,-
7002,서울특별시 강북구 수유동,01월 04일,1,4,미래하이츠,43.2,28.4,202310,17,"35,250",3,-,-,2023,수유로23길 31,-,직거래,-,-
7003,서울특별시 강북구 수유동,01월 04일,1,4,미래하이츠,29.7,19.53,202310,17,"25,750",3,-,-,2023,수유로23길 31,-,직거래,-,-
7004,서울특별시 강북구 수유동,01월 04일,1,4,미래하이츠,29.7,19.53,202310,17,"25,200",2,-,-,2023,수유로23길 31,-,직거래,-,-
7005,서울특별시 강북구 수유동,01월 04일,1,4,미래하이츠,27.61,18.15,202310,17,"24,350",5,-,-,2023,수유로23길 31,-,직거래,-,-
7006,서울특별시 강북구 수유동,01월 04일,1,4,미래하이츠,42.99,28.27,202310,17,"35,050",3,-,-,2023,수유로23길 31,-,직거래,-,-
7007,서울특별시 강북구 수유동,527-73,527,73,신우(B),23.4,20.47,202310,17,"14,500",2,-,-,1992,인수봉로 263,-,직거래,-,-
7008,서울특별시 강북구 수유동,296-31,296,31,신성젠트리스(296-31),59.66,36.66,202310,17,"30,000",5,-,-,2015,인수봉로72길 15-30,-,중개거래,서울 강북구,-
7009,서울특별시 강북구 수유동,281-25,281,25,명성빌라,70.32,34.308,202310,17,"25,000",4,-,-,2012,삼양로129길 11-3,-,중개거래,서울 강북구,-
7010,서울특별시 강북구 수유동,391-41,391,41,에코빌,34.26,29.99,202310,17,"26,000",4,-,-,2013,삼각산로 86-7,-,중개거래,경기 성남중원구,-
7011,서울특별시 강북구 수유동,569-39,569,39,송정지가A,29.76,20.482,202310,17,"27,000",4,-,-,2021,인수봉로84길 21,-,직거래,-,-
7012,서울특별시 강북구 수유동,567-35,567,35,하나파크빌,61.45,31.625,202310,19,"21,500",5,-,-,2002,인수봉로85길 36,-,중개거래,서울 강북구,-
7013,서울특별시 강북구 수유동,709-25,709,25,명진주택C,50.15,29.886,202310,19,"34,800",4,-,-,2022,한천로170길 97,20231205,중개거래,서울 강북구,-
7014,서울특별시 강북구 수유동,482-35,482,35,보하티빌A동,49.95,32.745,202310,19,"35,000",3,-,-,2016,삼양로69길 12,-,중개거래,서울 강북구,-
7015,서울특별시 강북구 수유동,35-22,35,22,설악빌라(35-22),36.39,24.485,202310,20,"12,300",1,-,-,2011,노해로17길 55-5,-,중개거래,서울 강북구,-
7016,서울특별시 강북구 수유동,468-142,468,142,한영빌라,56.34,32.13,202310,20,"17,000",1,-,-,1997,인수봉로38길 13-2,-,중개거래,서울 강북구,-
7017,서울특별시 강북구 수유동,24-32,24,32,설악빌라B동,48.57,35.502,202310,20,"21,500",2,-,-,2013,삼양로98길 38-6,-,중개거래,서울 강북구,-
7018,서울특별시 강북구 수유동,570-14,570,14,태양빌라,36.15,28.351,202310,21,"14,100",2,-,-,1994,삼양로139길 58-4,-,중개거래,서울 강북구,-
7019,서울특별시 강북구 수유동,281-9,281,9,해찬가,53.98,30.63,202310,21,"24,800",5,-,-,2013,인수봉로84길 34-11,-,중개거래,서울 관악구,-
7020,서울특별시 강북구 수유동,441-17,441,17,가온리치빌(에이동),29.63,20.36,202310,22,"25,500",4,-,-,2023,인수봉로51길 31,-,직거래,-,-
7021,서울특별시 강북구 수유동,446-1,446,1,대창그린빌,76.24,38.21,202310,23,"24,800",5,-,-,2009,삼양로87길 43,-,중개거래,서울 강북구,-
7022,서울특별시 강북구 수유동,441-11,441,11,가온리치빌(씨동),29.64,21.54,202310,23,"19,900",1,-,-,2023,인수봉로51길 25,-,직거래,-,-
7023,서울특별시 강북구 수유동,9-60,9,60,화이트씨앤빌,39.51,24.3907,202310,23,"18,500",5,-,-,2015,노해로7길 32-7,-,중개거래,서울 강북구,-
7024,서울특별시 강북구 수유동,130-39,130,39,천우네오젠,36.56,27.8,202310,24,"25,000",3,-,-,2012,수유로17나길 4-17,-,중개거래,서울 강북구,-
7025,서울특별시 강북구 수유동,392-6,392,6,신성빌라(392-6),46.92,21.52,202310,25,"12,000",2,-,-,1996,삼각산로24길 31,20231108,직거래,-,-
7026,서울특별시 강북구 수유동,441-11,441,11,가온리치빌(씨동),27.02,19.63,202310,26,"22,000",4,-,-,2023,인수봉로51길 25,-,직거래,-,-
7027,서울특별시 강북구 수유동,404-25,404,25,애플하우징,29.01,18.85,202310,26,"15,500",4,-,-,2012,삼양로 369-3,-,중개거래,서울 송파구,-
7028,서울특별시 강북구 수유동,May-58,58,5,엘도라도맨션5차,52.89,27.58,202310,26,"20,500",4,-,-,1997,삼양로76길 30,-,중개거래,서울 강북구,-
7029,서울특별시 강북구 수유동,410-194,410,194,아성빌라(410-194),86.19,49.6,202310,27,"36,000",4,-,-,2008,인수봉로58길 21-5,-,중개거래,서울 강북구,-
7030,서울특별시 강북구 수유동,167-51,167,51,동양하이츠빌라7차,42.52,25.29,202310,27,"17,200",3,-,-,1996,한천로144길 70,-,중개거래,서울 강북구,-
7031,서울특별시 강북구 수유동,58-54,58,54,하늘미소,36.06,35.2023,202310,28,"25,000",3,-,-,2018,삼양로76길 17-12,-,중개거래,서울 강북구,-
7032,서울특별시 강북구 수유동,270-254,270,254,성훈팰리스A동,41.34,24.69,202310,28,"19,000",5,-,-,2017,한천로170가길 23,-,중개거래,서울 강북구,-
7033,서울특별시 강북구 수유동,Mar-55,55,3,로얄파크,36.67,23.258,202310,30,"18,500",2,-,-,2001,삼양로74길 71,-,중개거래,서울 강북구,-
7034,서울특별시 강북구 수유동,473-11,473,11,은진스톤하우스,55.8,33.544,202310,30,"19,700",3,-,-,2001,삼양로 315-16,-,중개거래,서울 강북구,-
7035,서울특별시 강북구 수유동,391-389,391,389,신생빌라,52.93,29.45,202310,30,"18,000",2,-,-,2009,삼각산로 82-4,-,중개거래,서울 강북구,-
7036,서울특별시 강북구 수유동,439-1,439,1,동일주택,34.62,23.875,202310,30,"12,000",2,-,-,1991,인수봉로52가길 22,-,중개거래,서울 강북구,-
7037,서울특별시 강북구 수유동,482-20,482,20,보하티빌B동,24.44,15.028,202310,31,"15,000",2,-,-,2016,삼양로69길 10,-,중개거래,서울 강북구,-
7038,서울특별시 강북구 수유동,530-85,530,85,청화,25.59,25,202310,31,"5,400",-1,-,-,1990,인수봉로73길 27,-,중개거래,서울 강북구,-
7039,서울특별시 강북구 수유동,735-1,735,1,한솔그린빌(791-1238),45.63,27.43,202310,31,"20,700",4,-,-,2007,삼양로69길 48,-,중개거래,서울 강북구,-
7040,서울특별시 강북구 수유동,130-10,130,10,화인하우스(130-10),42.73,27.57,202311,1,"25,400",2,-,-,2015,수유로17나길 18,-,중개거래,서울 강북구,-
7041,서울특별시 강북구 수유동,482-35,482,35,보하티빌A동,49.95,32.745,202311,1,"25,300",3,-,-,2016,삼양로69길 12,-,중개거래,서울 강북구,-
7042,서울특별시 강북구 수유동,169-26,169,26,동화씨티빌,53.41,33.02,202311,2,"27,000",5,-,-,2015,도봉로97길 34,-,중개거래,서울 마포구,-
7043,서울특별시 강북구 수유동,392-11,392,11,삼화빌라(392-11),34.37,14,202311,3,"15,500",4,-,-,1993,노해로13길 85,-,중개거래,서울 강북구,-
7044,서울특별시 강북구 수유동,222-75,222,75,은진스톤하우스B동,58.94,31.6,202311,7,"29,500",3,-,-,2003,노해로8가길 36-6,-,중개거래,서울 강북구,-
7045,서울특별시 강북구 수유동,178-42,178,42,덕산맨션(178-42),57.76,29.948,202311,7,"32,000",2,-,-,2013,한천로 1064-8,-,중개거래,서울 강북구,-
7046,서울특별시 강북구 수유동,392-66,392,66,대경센트레빌,55.83,34.74,202311,7,"36,000",4,-,-,2014,삼양로99길 13,-,중개거래,서울 강북구,-
7047,서울특별시 강북구 수유동,393-9,393,9,한솔빌라(가동),30.8,14.68,202311,9,"12,000",-1,-,-,1995,삼각산로24길 22,-,중개거래,서울 강북구,-
7048,서울특별시 강북구 수유동,281-22,281,22,중앙하이츠(B동),48.45,28,202311,9,"23,600",4,-,-,2014,인수봉로84길 40-5,-,중개거래,서울 강북구,-
7049,서울특별시 강북구 수유동,36-22,36,22,설악빌라트(A동),47.94,30.37,202311,9,"22,000",4,-,-,2008,노해로17길 66-3,-,중개거래,서울 강북구,-
7050,서울특별시 강북구 수유동,441-14,441,14,가온리치빌(비동),49.26,34.25,202311,9,"34,700",4,-,-,2023,인수봉로51길 29,-,직거래,-,-
7051,서울특별시 강북구 수유동,455-21,455,21,석정빌라(455-21),41.74,19.03,202311,9,"14,800",2,-,-,1994,인수봉로50길 6-14,-,중개거래,서울 강북구,-
7052,서울특별시 강북구 수유동,392-6,392,6,신성빌라(392-6),46.92,21.52,202311,10,"10,000",2,-,-,1996,삼각산로24길 31,20231111,직거래,-,-
7053,서울특별시 강북구 수유동,Jun-38,38,6,청솔하이빌(38-6),52.54,30.12,202311,10,"23,000",3,-,-,2012,삼각산로34길 8-3,-,중개거래,서울 강북구,-
7054,서울특별시 강북구 수유동,306-3,306,3,은진하이빌(306-3),62.15,29.43,202311,10,"22,000",5,-,-,2008,삼양로117길 49-4,-,직거래,-,-
7055,서울특별시 강북구 수유동,530-54,530,54,우광(530-54),33.66,32.61,202311,11,"13,400",1,-,-,1990,인수봉로79길 65,-,중개거래,서울 강북구,-
7056,서울특별시 강북구 수유동,58-96,58,96,영진빌라5차,46.58,19.21,202311,11,"13,800",-1,-,-,1996,삼양로74길 31,-,중개거래,서울 강북구,-
7057,서울특별시 강북구 수유동,560-47,560,47,세현웰빙빌,63.63,36.93,202311,11,"25,000",3,-,-,2005,인수봉로81길 24,-,중개거래,서울 강북구,-
7058,서울특별시 강북구 수유동,252-149,252,149,부흥주택,38.45,22.27,202311,12,"24,000",2,-,-,2020,한천로162길 33-4,-,직거래,-,-
7059,서울특별시 강북구 수유동,566-48,566,48,퍼스트빌,59.84,33.61,202311,12,"27,200",3,-,-,2013,인수봉로 309,-,중개거래,서울 강북구,-
7060,서울특별시 강북구 수유동,508-11,508,11,퍼풀하우스,39.93,25.55,202311,13,"25,000",5,-,-,2016,인수봉로55길 39-12,-,직거래,-,-
7061,서울특별시 강북구 수유동,270-128,270,128,홍원루미에르강북9,49.02,32.09,202311,13,"35,450",5,-,-,2023,노해로23길 128,-,직거래,-,-
7062,서울특별시 강북구 수유동,270-128,270,128,홍원루미에르강북9,59.94,39.24,202311,13,"45,100",2,-,-,2023,노해로23길 128,-,직거래,-,-
7063,서울특별시 강북구 수유동,270-128,270,128,홍원루미에르강북9,56.16,36.76,202311,13,"38,800",2,-,-,2023,노해로23길 128,-,직거래,-,-
7064,서울특별시 강북구 수유동,270-128,270,128,홍원루미에르강북9,56.36,36.89,202311,13,"39,550",2,-,-,2023,노해로23길 128,-,직거래,-,-
7065,서울특별시 강북구 수유동,270-128,270,128,홍원루미에르강북9,56.36,36.89,202311,13,"39,950",3,-,-,2023,노해로23길 128,-,직거래,-,-
7066,서울특별시 강북구 수유동,270-128,270,128,홍원루미에르강북9,56.16,36.76,202311,13,"39,200",3,-,-,2023,노해로23길 128,-,직거래,-,-
7067,서울특별시 강북구 수유동,270-128,270,128,홍원루미에르강북9,51.15,33.49,202311,13,"36,100",5,-,-,2023,노해로23길 128,-,직거래,-,-
7068,서울특별시 강북구 수유동,270-128,270,128,홍원루미에르강북9,59.39,38.88,202311,13,"42,950",4,-,-,2023,노해로23길 128,-,직거래,-,-
7069,서울특별시 강북구 수유동,270-128,270,128,홍원루미에르강북9,56.16,36.76,202311,13,"39,200",4,-,-,2023,노해로23길 128,-,직거래,-,-
7070,서울특별시 강북구 수유동,270-128,270,128,홍원루미에르강북9,59.94,39.24,202311,13,"45,500",3,-,-,2023,노해로23길 128,-,직거래,-,-
7071,서울특별시 강북구 수유동,569-52,569,52,드림타운,59.95,35.92,202311,13,"23,000",4,-,-,2014,인수봉로84길 11-9,-,직거래,-,-
7072,서울특별시 강북구 수유동,1-83,1,83,은행빌라A동,70.56,39.08,202311,14,"27,400",1,-,-,2001,수유로21길 3-10,-,중개거래,서울 강북구,-
7073,서울특별시 강북구 수유동,469-184,469,184,예움하우스,50.06,30.401,202311,14,"27,500",6,-,-,2015,덕릉로8길 25,-,중개거래,서울 강북구,-
7074,서울특별시 강북구 수유동,455-47,455,47,한전파크빌라,44.73,27.89,202311,15,"12,000",3,-,-,1992,덕릉로3길 9,-,직거래,-,-
7075,서울특별시 강북구 수유동,393-10,393,10,한솔빌라(나동),27.22,15.54,202311,15,"11,000",3,-,-,1995,삼각산로24길 26,-,중개거래,서울 강북구,-
7076,서울특별시 강북구 수유동,469-212,469,212,강화빌라트,62.62,29.91,202311,16,"27,300",2,-,-,2002,인수봉로44길 8,-,중개거래,서울 강북구,-
7077,서울특별시 강북구 수유동,391-55,391,55,태영그랜드빌,56.14,30.51,202311,17,"18,500",1,-,-,2002,인수봉로64길 14,-,중개거래,서울 강북구,-
7078,서울특별시 강북구 수유동,172-19,172,19,진주빌라,30.26,15.82,202311,17,"7,000",-1,-,-,1996,삼양로102길 46,-,중개거래,서울 강북구,-
7079,서울특별시 강북구 수유동,24-43,24,43,신성하이츠빌라(24-43),52.26,25.55,202311,19,"18,250",2,-,-,1994,노해로9길 42-8,-,중개거래,서울 강북구,-
7080,서울특별시 강북구 수유동,468-148,468,148,은행빌라(나)(468-148),59.4,33.78,202311,19,"24,600",2,-,-,1997,인수봉로34길 19-4,-,중개거래,서울 강북구,-
7081,서울특별시 강북구 수유동,573-51,573,51,남경빌리지가동,56.7,26.219,202311,20,"27,000",2,-,-,2002,삼양로139나길 4,-,중개거래,서울 강서구,-
7082,서울특별시 강북구 수유동,348-6,348,6,경모빌라(348-6),40.04,27.07,202311,22,"13,500",3,-,-,1993,삼양로111가길 14,-,중개거래,서울 강북구,-
7083,서울특별시 강북구 수유동,178-14,178,14,대원아트빌(178-14),29.92,14.3,202311,23,"22,300",6,-,-,2018,한천로148길 12-28,-,중개거래,서울 강북구,-
7084,서울특별시 강북구 수유동,469-9,469,9,대광맨션A동,45.76,25.81,202311,23,"25,000",4,-,-,2013,인수봉로44길 18,-,중개거래,서울 강북구,-
7085,서울특별시 강북구 수유동,270-82,270,82,하나아이파크,29.91,19.58,202311,24,"23,000",5,-,-,2016,한천로170길 46,-,직거래,-,-
7086,서울특별시 강북구 수유동,172-18,172,18,은진빌라트13차,59.79,28.91,202311,24,"22,000",1,-,-,1997,노해로13길 48,-,중개거래,서울 강북구,-
7087,서울특별시 강북구 수유동,508-37,508,37,하나아이파크빌,29.84,18.5,202311,25,"19,500",3,-,-,2016,인수봉로55길 21-8,-,중개거래,서울 강북구,-
7088,서울특별시 강북구 수유동,130-73,130,73,대양주택(130-73),44.12,23.4737,202311,25,"17,000",4,-,-,1995,수유로17나길 7,-,중개거래,서울 강북구,-
7089,서울특별시 강북구 수유동,195-29,195,29,상록캐스빌(195-29),48.19,29.56,202311,25,"26,000",4,-,-,2014,삼양로102길 22,-,중개거래,서울 강북구,-
7090,서울특별시 강북구 수유동,468-149,468,149,성신쉐르빌(468-149),51.42,30.63,202311,26,"21,000",4,-,-,2001,인수봉로38가길 7,-,중개거래,서울 강북구,-
7091,서울특별시 강북구 수유동,463-7,463,7,예움하우스B동,57.62,35.13,202311,26,"22,000",5,-,-,2015,화계사길 11-10,-,직거래,-,-
7092,서울특별시 강북구 수유동,408-15,408,15,대창그린빌(408-15),58.5,36.05,202311,27,"18,700",1,-,-,2002,삼양로93길 15-11,-,중개거래,서울 도봉구,-
7093,서울특별시 강북구 수유동,486-726,486,726,삼안빌라,57.65,22.14,202311,27,"15,500",2,-,-,2000,인수봉로19나길 32,-,중개거래,서울 도봉구,-
7094,서울특별시 강북구 수유동,252-48,252,48,석정빌라(252-48),35.92,22.61,202311,27,"15,000",2,-,-,1994,노해로27길 39-7,-,중개거래,경기 양주시 서울 강북구,-
7095,서울특별시 강북구 수유동,472-232,472,232,엘도라도맨션,57.58,27.63,202311,28,"23,000",3,-,-,1996,삼양로81길 22,-,중개거래,서울 강북구,-
7096,서울특별시 강북구 수유동,270-85,270,85,현웅하이츠(270-85),50.67,30.226,202311,30,"19,500",5,-,-,2015,노해로27길 91,-,중개거래,서울 강북구,-
7097,서울특별시 강북구 수유동,540-12,540,12,금호빌라(540-12),52.68,24.38,202312,2,"10,000",-1,-,-,1993,인수봉로79길 37,-,중개거래,서울 강북구,-
7098,서울특별시 강북구 수유동,408-15,408,15,대창그린빌(408-15),52.48,32.34,202312,2,"19,500",2,-,-,2002,삼양로93길 15-11,-,중개거래,서울 강북구,-
7099,서울특별시 강북구 수유동,510-15,510,15,더갤러리,36.375,26.71,202312,4,"21,000",4,-,-,2013,인수봉로55가길 27,-,중개거래,서울 강북구,-
7100,서울특별시 강북구 수유동,270-82,270,82,하나아이파크,44.79,29.32,202312,4,"21,500",2,-,-,2016,한천로170길 46,-,직거래,-,-
