NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
24,서울특별시 용산구 후암동,142-13,142,13,(142-13),34.28,15.8,202306,23,"62,500",3,-,-,1993,한강대로98나길 8,-,중개거래,서울 용산구,-
25,서울특별시 용산구 후암동,254-21,254,21,평화타운2,29.82,18.55,202306,26,"50,000",4,-,-,2014,두텁바위로25길 25,-,중개거래,서울 용산구,-
26,서울특별시 용산구 후암동,435-27,435,27,(435-27),61.66,34.05,202307,15,"65,000",2,-,-,2008,후암로48길 37,-,중개거래,서울 용산구,-
27,서울특별시 용산구 후암동,254-14,254,14,한울베네치아,28.29,17.955,202307,24,"58,000",5,-,-,2017,후암로4길 26,-,중개거래,서울 용산구,-
28,서울특별시 용산구 후암동,284-1,284,1,한성빌라,57.65,39.785,202307,25,"79,000",2,-,-,2002,후암로4길 53,-,중개거래,서울 용산구,-
29,서울특별시 용산구 후암동,436-2,436,2,오페라하우스9차,73.94,34.35,202307,26,"79,000",2,-,-,2007,후암로48길 46,-,중개거래,서울 용산구,-
30,서울특별시 용산구 후암동,297-25,297,25,해나루,59.98,38.25,202307,29,"72,000",1,-,-,2012,후암로28바길 4,-,중개거래,서울 용산구,-
31,서울특별시 용산구 후암동,254-50,254,50,(254-50),28.77,18.19,202307,29,"53,000",2,-,-,2012,두텁바위로25길 5,-,중개거래,서울 강남구 서울 용산구,-
32,서울특별시 용산구 후암동,244-116,244,116,수미주택,46.48,36.89,202307,29,"78,000",3,-,-,2015,후암로16길 18,-,중개거래,서울 용산구,-
33,서울특별시 용산구 후암동,55-50,55,50,스카이힐,29.88,14.97,202308,3,"49,200",3,-,-,2020,후암로28나길 3,-,중개거래,서울 서대문구,-
34,서울특별시 용산구 후암동,185-5,185,5,현대하이츠빌라(나),38.61,26.2,202308,7,"80,000",1,-,-,1994,두텁바위로1가길 16,20231127,중개거래,서울 용산구,-
35,서울특별시 용산구 후암동,1-42,1,42,중앙그린빌라(1-42),59.4,26.12,202308,7,"60,000",2,-,-,1999,후암로 70,-,중개거래,서울 용산구,-
36,서울특별시 용산구 후암동,105-143,105,143,동성파크빌,77.14,46.881,202308,14,"105,000",1,-,-,2003,후암로13가길 18,-,중개거래,서울 용산구,-
37,서울특별시 용산구 후암동,247-7,247,7,대림하이츠타운9차,68.96,44.914,202308,17,"78,000",-1,-,-,1996,후암로16다길 14,-,중개거래,서울 용산구,-
38,서울특별시 용산구 후암동,435-4,435,4,남산빌라(435-4),40.99,37.25,202308,18,"39,000",2,-,-,1991,소월로2나길 22,-,직거래,-,-
39,서울특별시 용산구 후암동,60-57,60,57,(60-57),50.2,29.43,202308,26,"54,000",3,-,-,2008,후암로30길 29-8,-,중개거래,서울 용산구,-
40,서울특별시 용산구 후암동,257-7,257,7,(257-7),13.71,10.42,202308,30,"16,500",3,-,-,2013,두텁바위로 67-2,-,직거래,-,-
41,서울특별시 용산구 후암동,334-20,334,20,"아르떼빌A,B",29.86,22.67,202308,31,"38,000",4,-,-,2017,두텁바위로57길 10,-,중개거래,서울 용산구,-
42,서울특별시 용산구 후암동,297-25,297,25,해나루,62.25,38.25,202309,1,"68,000",3,-,-,2012,후암로28바길 4,-,중개거래,서울 용산구,-
43,서울특별시 용산구 후암동,334-20,334,20,"아르떼빌A,B",28.73,17.01,202309,4,"36,500",3,-,-,2017,두텁바위로57길 10,-,중개거래,서울 용산구,-
44,서울특별시 용산구 후암동,244-101,244,101,용산더힐(101),18.13,13.24,202309,17,"28,000",2,-,-,2012,후암로16길 15,-,중개거래,서울 용산구,-
45,서울특별시 용산구 후암동,60-26,60,26,후암코지하우스,16.98,10.215,202309,23,"29,000",4,-,-,2012,후암로30길 18,-,중개거래,서울 용산구,-
46,서울특별시 용산구 후암동,60-78,60,78,미성빌라,65.75,43.79,202309,26,"58,000",-1,-,-,1991,후암로34가길 12-5,-,중개거래,"서울 마포구, 서울 용산구",-
47,서울특별시 용산구 후암동,30-32,30,32,(30-32),50.4,29,202310,7,"61,800",4,-,-,2008,후암로34길 27,20240226,중개거래,서울 용산구,-
48,서울특별시 용산구 후암동,60-26,60,26,후암코지하우스,17.12,13.223,202310,11,"28,000",2,-,-,2012,후암로30길 18,-,중개거래,서울 용산구,-
49,서울특별시 용산구 후암동,30-63,30,63,힐탑파크,35.23,25.3398,202310,20,"49,000",4,-,-,1997,두텁바위로 155-15,-,중개거래,서울 양천구,-
50,서울특별시 용산구 후암동,297-2,297,2,타워빌라3차,44.79,23.7,202310,20,"31,000",1,-,-,1986,후암로28바길 15,-,중개거래,서울 용산구,-
51,서울특별시 용산구 후암동,27-20,27,20,(27-20),29.93,21.487,202310,24,"58,000",1,-,-,2013,후암로34가길 1,-,중개거래,서울 마포구 서울 용산구,-
52,서울특별시 용산구 후암동,438-17,438,17,로얄파크빌A,47.76,38.02,202310,27,"43,700",3,-,-,2007,후암로48길 28,-,직거래,-,-
53,서울특별시 용산구 후암동,143-2,143,2,(143-2),84.78,63.55,202311,1,"102,500",1,-,-,1984,한강대로98나길 15,-,중개거래,서울 용산구,-
54,서울특별시 용산구 후암동,Sep-55,55,9,평화타운3차,34.08,21.91,202311,3,"45,000",1,-,-,2015,후암로28길 39,-,중개거래,서울 용산구,-
55,서울특별시 용산구 후암동,43-13,43,13,43-13,29.63,17.2,202311,9,"37,000",2,-,-,2017,두텁바위로 145,-,중개거래,서울 용산구,-
56,서울특별시 용산구 후암동,259-9,259,9,(259-9),61.55,30.458,202311,13,"60,000",5,-,-,2002,두텁바위로 75,-,중개거래,서울 용산구,-
57,서울특별시 용산구 후암동,389-8,389,8,미산빌19차,29.92,21.34,202311,14,"59,900",5,-,-,2023,두텁바위로47길 28,-,직거래,-,-
58,서울특별시 용산구 후암동,438-6,438,6,남산파크뷰,32.99,15.74,202311,18,"45,000",5,-,-,2022,후암로48길 22,-,중개거래,"서울 강남구, 서울 용산구",-
59,서울특별시 용산구 후암동,185-5,185,5,현대하이츠빌라(나),38.61,26.2,202311,27,"80,000",1,-,-,1994,두텁바위로1가길 16,-,중개거래,서울 용산구,-
60,서울특별시 용산구 후암동,09월 27일,27,9,THE-Y27,56.15,36.5,202312,2,"75,000",2,-,-,2023,후암로34가길 19,-,중개거래,서울 용산구,-
61,서울특별시 용산구 후암동,264-14,264,14,평화빌리지5차,20.13,13.69,202312,7,"18,000",3,-,-,2013,두텁바위로35길 5-1,-,중개거래,서울 용산구,-
62,서울특별시 용산구 후암동,438-22,438,22,남산파크뷰Ⅱ,29.34,24.2,202312,8,"59,900",4,-,-,2023,후암로48길 38-6,-,직거래,-,-
63,서울특별시 용산구 후암동,1-56,1,56,SV1,29.96,24.23,202312,13,"59,000",2,-,-,2023,후암로44길 19,-,직거래,-,-
64,서울특별시 용산구 후암동,1-56,1,56,SV1,29.58,24.28,202312,14,"59,000",3,-,-,2023,후암로44길 19,-,직거래,-,-
65,서울특별시 용산구 후암동,09월 27일,27,9,THE-Y27,29.75,25,202312,19,"59,800",4,-,-,2023,후암로34가길 19,-,중개거래,서울 용산구,-
66,서울특별시 용산구 후암동,254-108,254,108,평화타운1동,23.6,23.4,202312,24,"51,500",5,-,-,2014,두텁바위로25길 21,-,중개거래,서울 용산구,-
67,서울특별시 용산구 후암동,1-56,1,56,SV1,29.96,24.35,202312,27,"59,500",1,-,-,2023,후암로44길 19,-,직거래,-,-
68,서울특별시 용산구 후암동,105-143,105,143,동성파크빌,77.14,46.881,202312,28,"110,000",3,-,-,2003,후암로13가길 18,-,중개거래,서울 용산구,-
69,서울특별시 용산구 후암동,244-101,244,101,용산더힐(101),21.12,12.5,202312,29,"26,000",3,-,-,2012,후암로16길 15,-,중개거래,서울 용산구,-
70,서울특별시 용산구 후암동,389-8,389,8,미산빌19차,29.43,15.45,202401,5,"37,000",2,법인,법인,2023,두텁바위로47길 28,-,직거래,-,24.01.31
71,서울특별시 용산구 후암동,55-50,55,50,스카이힐,59.95,29.9853,202401,12,"86,750",4,개인,개인,2020,후암로28나길 3,-,중개거래,서울 용산구,24.04.30
72,서울특별시 용산구 후암동,1-56,1,56,SV1,29.96,24.23,202401,20,"59,000",2,개인,개인,2023,후암로44길 19,-,직거래,-,24.02.23
73,서울특별시 용산구 후암동,254-8,254,8,해오름빌,63.03,36.01,202401,29,"78,000",3,개인,개인,2008,두텁바위로31길 19,-,중개거래,서울 용산구,24.05.02
74,서울특별시 용산구 후암동,403-3,403,3,삼성하이츠,84.95,48.81,202401,29,"88,000",4,개인,법인,2002,두텁바위로 101-11,-,중개거래,서울 용산구,-
75,서울특별시 용산구 후암동,09월 27일,27,9,THE-Y27,57.69,49.8,202401,31,"90,000",4,개인,법인,2023,후암로34가길 19,-,중개거래,"경기 성남시중원구, 서울 용산구",24.03.26
76,서울특별시 용산구 후암동,30-40,30,40,(30-40),64.33,42.98,202401,31,"70,000",2,개인,개인,2013,후암로34길 30,-,중개거래,서울 용산구,24.02.07
77,서울특별시 용산구 후암동,377-2,377,2,샛별빌라,37.95,25.4844,202402,20,"54,500",1,개인,개인,2007,후암로4길 54,-,중개거래,서울 용산구,24.03.29
78,서울특별시 용산구 후암동,30-99,30,99,(30-99),72.45,32.508,202402,20,"80,000",3,개인,개인,2005,두텁바위로 153-1,-,중개거래,"서울 서대문구, 서울 용산구",-
79,서울특별시 용산구 후암동,123-10,123,10,삼안아트빌,70.27,35.79,202402,24,"96,500",3,개인,개인,2001,한강대로104라길 18,-,중개거래,서울 용산구,24.04.26
80,서울특별시 용산구 후암동,244-101,244,101,용산더힐(101),21.12,12.4,202402,29,"30,500",2,개인,개인,2012,후암로16길 15,-,중개거래,서울 용산구,24.03.29
81,서울특별시 용산구 후암동,30-32,30,32,(30-32),50.4,29,202403,4,"61,800",4,개인,개인,2008,후암로34길 27,-,중개거래,서울 용산구,24.03.29
82,서울특별시 용산구 후암동,334-4,334,4,(334-4),77.11,44.142,202403,4,"70,000",3,개인,개인,2003,두텁바위로57길 14,-,중개거래,서울 용산구,24.05.09
83,서울특별시 용산구 후암동,377-2,377,2,샛별빌라,31.09,20.8777,202403,25,"49,000",2,개인,개인,2007,후암로4길 54,-,중개거래,서울 용산구,-
84,서울특별시 용산구 후암동,244-100,244,100,오페라하우스(101),89.09,39.58,202403,24,"85,000",1,개인,개인,2001,후암로22길 24,-,중개거래,서울 용산구,24.04.29
85,서울특별시 용산구 후암동,60-78,60,78,미성빌라,70.02,46.63,202403,15,"33,000",2,개인,개인,1991,후암로34가길 12-5,-,중개거래,서울 용산구,24.04.08
86,서울특별시 용산구 후암동,May-47,47,5,(47-5),61.92,36.91,202403,16,"69,000",4,개인,개인,2009,두텁바위로69길 15-36,-,중개거래,서울 용산구,-
87,서울특별시 용산구 후암동,409-119,409,119,(409-119),55.34,25.48,202403,15,"36,800",3,개인,개인,1997,두텁바위로38길 22,-,중개거래,서울 용산구,24.03.15
88,서울특별시 용산구 후암동,335-10,335,10,우리파크,59.25,28.92,202403,5,"29,500",-1,개인,개인,2002,두텁바위로61길 25,-,중개거래,서울 용산구,24.04.09
89,서울특별시 용산구 후암동,244-171,244,171,용산더힐(171),59.85,33.06,202404,1,"79,000",4,개인,개인,2012,후암로16길 17,-,중개거래,서울 용산구,-
90,서울특별시 용산구 후암동,438-6,438,6,남산파크뷰,21.56,16.66,202403,28,"49,000",5,개인,개인,2022,후암로48길 22,-,중개거래,서울 용산구,-
91,서울특별시 용산구 후암동,43-14,43,14,티엠타운,29.82,19.29,202405,2,"41,500",2,개인,개인,2015,두텁바위로 147,-,중개거래,서울 용산구,-
92,서울특별시 용산구 후암동,265-11,265,11,(265-11),134.37,60,202404,23,"129,000",4,개인,법인,1996,두텁바위로37길 7-3,-,중개거래,서울 용산구,-
93,서울특별시 용산구 후암동,244-166,244,166,그린나래빌,29.91,18.98,202404,22,"26,000",4,개인,개인,2019,후암로22길 12,-,직거래,-,24.04.23
94,서울특별시 용산구 후암동,43-14,43,14,티엠타운,40.73,26.45,202404,13,"57,800",1,개인,개인,2015,두텁바위로 147,-,중개거래,서울 용산구,-
95,서울특별시 용산구 후암동,May-55,55,5,새한그린빌라,38.28,20.96,202404,11,"29,500",-1,개인,개인,1995,후암로28라길 15-1,-,중개거래,서울 용산구,-
96,서울특별시 용산구 후암동,30-180,30,180,예인아트빌(라동),41.88,26.4464,202404,10,"59,500",4,개인,개인,2007,후암로34길 21-3,-,중개거래,서울 용산구,-
97,서울특별시 용산구 후암동,334-1,334,1,아르떼빌C,28.91,23.42,202404,5,"39,500",2,개인,개인,2017,두텁바위로57길 6,-,중개거래,서울 용산구,-
98,서울특별시 용산구 후암동,30-25,30,25,(30-25),72.29,41.45,202305,16,"69,000",2,-,-,2012,후암로34길 31-6,-,중개거래,서울 마포구,-
99,서울특별시 용산구 후암동,07월 27일,27,7,중앙그린빌라(27-7),84.43,37.91,202305,20,"89,000",3,-,-,1998,후암로34길 12,-,중개거래,서울 용산구,-
100,서울특별시 광진구 중곡동,244-35,244,35,세종하이빌A동,73.38,43.91,202312,30,"33,000",1,-,-,2003,면목로 102-5,-,중개거래,서울 광진구,-
101,서울특별시 광진구 중곡동,148-10,148,10,현대아트빌(148-10),60.18,27.295,202312,28,"27,000",1,-,-,2002,용마산로8가길 38-16,-,중개거래,서울 광진구,-
102,서울특별시 광진구 중곡동,252-3,252,3,오페라하우스(252-3),21.8,17.19,202312,28,"14,000",2,-,-,2008,긴고랑로2길 36,-,중개거래,서울 광진구,-
103,서울특별시 광진구 중곡동,Jan-32,32,1,플러스홈(32-1),50.39,28.89,202312,27,"40,000",2,-,-,2014,능동로50길 14,-,중개거래,서울 광진구,-
104,서울특별시 광진구 중곡동,288-21,288,21,시범빌라,50.31,31.37,202312,20,"22,000",2,-,-,2004,용마산로32길 21-1,-,중개거래,서울 광진구,-
105,서울특별시 광진구 중곡동,244-25,244,25,신원아트빌,68.64,35.118,202312,19,"33,000",4,-,-,2002,긴고랑로10길 24,-,직거래,-,-
106,서울특별시 광진구 중곡동,18-132,18,132,다성피렌체,36.72,20.16,202312,18,"20,500",4,-,-,2013,용마산로22길 19-24,-,직거래,-,-
107,서울특별시 광진구 중곡동,120-15,120,15,선영아트빌(120-15),46.04,27.7,202312,15,"26,900",2,-,-,2008,천호대로121길 7,-,중개거래,서울 성동구,-
108,서울특별시 광진구 중곡동,120-15,120,15,선영아트빌(120-15),46.04,27.7,202312,15,"26,900",2,-,-,2008,천호대로121길 7,-,중개거래,서울 성동구,-
109,서울특별시 광진구 중곡동,106-54,106,54,청산빌라,67.53,33.37,202312,12,"26,000",2,-,-,1993,영화사로9길 66,-,직거래,-,-
110,서울특별시 광진구 중곡동,235-4,235,4,브라운하우스,29.34,19.73,202312,8,"22,900",5,-,-,2016,동일로 392,-,중개거래,서울 강서구 서울 광진구,-
111,서울특별시 광진구 중곡동,246-25,246,25,극동하이빌,49.69,27.37,202312,7,"27,000",5,-,-,2007,긴고랑로6길 11,-,중개거래,서울 광진구,-
112,서울특별시 광진구 중곡동,130-11,130,11,130-11,45.86,20,202312,4,"51,000",3,-,-,2018,용마산로1길 54,-,직거래,-,-
113,서울특별시 광진구 중곡동,176-4,176,4,DM휘겔,46.85,38.25,202312,4,"35,000",2,-,-,2016,용마산로28다길 17,-,직거래,-,-
114,서울특별시 광진구 중곡동,169-53,169,53,힐스포레중곡,29.98,18.41,202312,2,"36,000",6,-,-,2023,능동로55길 20,-,직거래,-,-
115,서울특별시 광진구 중곡동,121-36,121,36,삼성아트빌A,72.15,36.52,202312,2,"39,000",2,-,-,2003,천호대로121길 30,-,중개거래,서울 광진구,-
116,서울특별시 광진구 중곡동,Oct-67,67,10,(67-10),14.19,26.83,202312,1,"23,500",4,-,-,2019,용마산로8길 87,-,중개거래,"서울 광진구, 서울 동대문구",-
117,서울특별시 광진구 중곡동,241-15,241,15,넥스트플래닛,28.52,15.9,202312,1,"36,700",3,-,-,2019,긴고랑로 43,-,직거래,-,-
118,서울특별시 광진구 중곡동,73-44,73,44,이화아트빌(73-44),70.5,38.39,202311,29,"29,000",2,-,-,2012,긴고랑로46가길 12,-,중개거래,서울 광진구,-
119,서울특별시 광진구 중곡동,175-105,175,105,스타힐스,52.45,37.75,202311,29,"31,500",3,-,-,2016,면목로13길 29-2,-,직거래,-,-
120,서울특별시 광진구 중곡동,143-69,143,69,용호빌,62.83,36.7598,202311,27,"20,300",5,-,-,2003,용마산로8마길 30,-,중개거래,서울 광진구,-
121,서울특별시 광진구 중곡동,235-28,235,28,청운명가(235-28),41.47,25.3,202311,25,"36,500",2,-,-,2015,동일로 390,-,중개거래,서울 광진구,-
122,서울특별시 광진구 중곡동,211-24,211,24,가든시티,59.96,34.39,202311,25,"45,000",6,-,-,2017,면목로 179,-,중개거래,서울 광진구,-
123,서울특별시 광진구 중곡동,58-21,58,21,극동빌라,48.12,20.4273,202311,23,"23,000",2,-,-,1996,용마산로8길 6,-,중개거래,서울 광진구,-
124,서울특별시 광진구 중곡동,May-74,74,5,유니온하이츠빌A동,71.93,38.843,202311,21,"29,000",2,-,-,2001,긴고랑로44길 14,-,중개거래,서울 광진구,-
125,서울특별시 광진구 중곡동,30-36,30,36,아크로빌,43.76,27.35,202311,21,"43,800",3,-,-,2016,능동로50길 39,-,중개거래,서울 광진구,-
126,서울특별시 광진구 중곡동,538-12,538,12,(538-12),38.36,25.62,202311,20,"23,000",2,-,-,2004,답십리로 406-6,-,중개거래,서울 중랑구,-
127,서울특별시 광진구 중곡동,694-5,694,5,나래아트빌(694-5),42.51,24.26,202311,20,"25,000",2,-,-,2004,동일로76길 39,-,중개거래,서울 광진구,-
128,서울특별시 광진구 중곡동,31-42,31,42,파인빌14차,58.57,29.84,202311,18,"29,000",1,-,-,2003,긴고랑로15길 25,-,중개거래,서울 광진구,-
129,서울특별시 광진구 중곡동,Feb-33,33,2,드림하우스(용마),37.45,24.77,202311,18,"35,000",6,-,-,2016,긴고랑로17길 14,-,중개거래,서울 광진구,-
130,서울특별시 광진구 중곡동,175-105,175,105,스타힐스,52.45,37.75,202311,11,"41,000",4,-,-,2016,면목로13길 29-2,-,중개거래,서울 광진구,-
131,서울특별시 광진구 중곡동,190-37,190,37,그레이스힐즈,47.59,28.6858,202311,7,"55,000",6,-,-,2023,동일로 402,-,직거래,-,-
132,서울특별시 광진구 중곡동,150-283,150,283,(150-283),29.82,21.204,202311,7,"25,000",2,-,-,2019,긴고랑로26길 12,-,중개거래,서울 광진구,-
133,서울특별시 광진구 중곡동,646-21,646,21,네스빌(646-21),73.17,51.09,202311,6,"55,500",3,-,-,2011,긴고랑로14길 78,-,중개거래,서울 광진구,-
134,서울특별시 광진구 중곡동,150-283,150,283,(150-283),29.82,21.204,202311,3,"27,500",3,-,-,2019,긴고랑로26길 12,-,중개거래,서울 광진구,-
135,서울특별시 광진구 중곡동,121-36,121,36,삼성아트빌A,72.15,36.52,202311,1,"42,000",2,-,-,2003,천호대로121길 30,-,직거래,-,-
136,서울특별시 광진구 중곡동,May-89,89,5,부광빌,58.71,38.96,202310,31,"46,500",3,-,-,2015,자양로53길 90,-,중개거래,서울 광진구 서울 노원구,-
137,서울특별시 광진구 중곡동,147-66,147,66,금강빌라(147-66),95.08,52.7,202310,30,"40,000",1,-,-,1995,용마산로8라길 18,-,직거래,-,-
138,서울특별시 광진구 중곡동,121-34,121,34,(121-34),59.08,34.482,202310,30,"28,000",4,-,-,2002,천호대로121길 24,-,직거래,-,-
139,서울특별시 광진구 중곡동,81-17,81,17,원진주택,71.76,41.341,202310,28,"55,000",3,-,-,2021,용마산로4길 21,-,중개거래,서울 광진구,-
140,서울특별시 광진구 중곡동,159-13,159,13,파인빌(159-13),59.19,32.93,202310,27,"35,000",2,-,-,2002,천호대로109길 50,-,중개거래,서울 광진구,-
141,서울특별시 광진구 중곡동,150-222,150,222,삼원제우스,26.19,16.408,202310,27,"26,000",5,-,-,2016,긴고랑로26길 7-8,-,중개거래,서울 광진구,-
142,서울특별시 광진구 중곡동,74-126,74,126,유니온빌나동,80.46,44.304,202310,26,"33,000",2,-,-,2001,긴고랑로42길 3-8,-,직거래,-,-
143,서울특별시 광진구 중곡동,240-17,240,17,메이져빌8차,41.41,24.5475,202310,24,"42,900",5,-,-,2016,긴고랑로7길 10,-,중개거래,서울 광진구,-
144,서울특별시 광진구 중곡동,614-12,614,12,미성빌라,59.67,40.36,202310,23,"23,300",3,-,-,2000,천호대로101길 45-3,-,직거래,-,-
145,서울특별시 광진구 중곡동,175-105,175,105,스타힐스,56.76,40.85,202310,21,"32,000",2,-,-,2016,면목로13길 29-2,20231124,중개거래,서울 광진구,-
146,서울특별시 광진구 중곡동,Oct-68,68,10,동인하이츠빌,42.92,38.02,202310,19,"38,000",3,-,-,2016,용마산로8길 66,-,중개거래,서울 광진구,-
147,서울특별시 광진구 중곡동,624-51,624,51,테라팰리스중곡Ⅱ,54.44,32.522,202310,19,"45,000",6,-,-,2017,면목로9길 23,-,중개거래,서울 광진구,-
148,서울특별시 광진구 중곡동,09월 24일,24,9,동서화운트빌(24-9),44.75,36.75,202310,17,"40,000",2,-,-,2014,긴고랑로29길 68,-,중개거래,서울 광진구,-
149,서울특별시 광진구 중곡동,569-1,569,1,현대,40.8,16.637,202310,15,"17,000",2,-,-,1991,답십리로78길 9-12,-,직거래,-,-
150,서울특별시 광진구 중곡동,114-2,114,2,(114-2),89.2,47.94,202310,14,"60,000",2,-,-,1997,자양로45길 59,-,중개거래,서울 광진구 서울 서초구,-
151,서울특별시 광진구 중곡동,76-22,76,22,76-22,53.04,38.935,202310,14,"49,500",3,-,-,2016,긴고랑로38길 13,-,중개거래,서울 광진구,-
152,서울특별시 광진구 중곡동,172-33,172,33,청운명가(172-33),48.66,36.37,202310,14,"48,000",5,-,-,2022,능동로51길 28-3,-,중개거래,서울 광진구,-
153,서울특별시 광진구 중곡동,114-2,114,2,(114-2),89.2,47.94,202310,14,"60,000",2,-,-,1997,자양로45길 59,20231023,중개거래,서울 광진구,-
154,서울특별시 광진구 중곡동,73-116,73,116,공간행복(73-116),29.78,23.93,202310,13,"18,500",1,-,-,2012,긴고랑로44길 27,-,중개거래,서울 광진구,-
155,서울특별시 광진구 중곡동,73-15,73,15,Bes.Feel,53.34,27.13,202310,13,"18,000",5,-,-,2003,긴고랑로46길 3,-,중개거래,서울 광진구,-
156,서울특별시 광진구 중곡동,258-13,258,13,그랜드빌라,34.7,20.41,202310,12,"24,000",3,-,-,1995,긴고랑로12길 40,-,중개거래,서울 광진구 서울 성동구,-
157,서울특별시 광진구 중곡동,86-13,86,13,세레스빌,57.36,23.91,202305,15,"30,000",2,-,-,2001,영화사로3가길 6,-,중개거래,서울 광진구,-
158,서울특별시 광진구 중곡동,Jul-83,83,7,공간행복(83-7),49.96,17.39,202305,16,"28,000",4,-,-,2012,영화사로1길 6,-,중개거래,서울 광진구,-
159,서울특별시 광진구 중곡동,169-85,169,85,중곡빌,63.4,36.14,202305,16,"26,300",3,-,-,2004,능동로59길 35,-,직거래,-,-
160,서울특별시 광진구 중곡동,135-4,135,4,대신아트빌,64.75,33.14,202305,17,"38,500",4,-,-,2002,용마산로5길 52,-,중개거래,서울 강서구 서울 광진구,-
161,서울특별시 광진구 중곡동,134-53,134,53,건우아트빌,64.25,28.777,202305,17,"36,000",3,-,-,2002,용마산로3길 72,-,중개거래,서울 광진구,-
162,서울특별시 광진구 중곡동,Apr-59,59,4,동인주택(59-4),31.97,18.72,202305,20,"19,000",4,-,-,2010,용마산로8가길 11,-,직거래,-,-
