NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1,서울특별시 종로구 청운동,108-13,108,13,청운빌라A동,122.16,97.57,202303,17,"58,000",2,-,-,2000,자하문로 98,-,직거래,-,-
2,서울특별시 종로구 청운동,52-129,52,129,청운테리하우스,84.93,98.075,202208,9,"117,000",1,-,-,2021,자하문로33다길 16,-,중개거래,서울 종로구,-
3,서울특별시 종로구 청운동,56-49,56,49,그린카운티,144.21,81.575,202207,16,"115,000",1,-,-,2004,자하문로33나길 35,-,중개거래,서울 종로구,-
4,서울특별시 종로구 청운동,1,1,0,청운벽산빌리지,141.39,137.03,202206,10,"145,000",2,-,-,1988,자하문로36길 16-14,-,중개거래,서울 종로구,-
5,서울특별시 종로구 청운동,1,1,0,청운벽산빌리지,157.25,152.4,202305,2,"130,000",2,-,-,1988,자하문로36길 16-14,-,중개거래,서울 종로구,-
6,서울특별시 종로구 청운동,56-41,56,41,MJ하이빌,74.97,56.74,202303,17,"50,000",2,-,-,2007,자하문로33나길 15,-,중개거래,서울 종로구,-
7,서울특별시 종로구 청운동,52-134,52,134,청운힐하우스(4동),132.95,99.73,202303,3,"82,000",1,-,-,2021,자하문로 131-28,-,직거래,-,-
8,서울특별시 종로구 청운동,52-134,52,134,청운힐하우스(4동),149.28,111.97,202301,2,"148,000",2,-,-,2021,자하문로 131-28,-,중개거래,서울 종로구,-
9,서울특별시 종로구 청운동,52-129,52,129,청운테리하우스,84.93,98.075,202211,20,"125,000",-1,-,-,2021,자하문로33다길 16,-,직거래,-,-
10,서울특별시 용산구 후암동,244-101,244,101,용산더힐(101),21.46,12.79,202205,23,"19,500",4,-,-,2012,후암로16길 15,-,중개거래,서울 용산구,-
11,서울특별시 용산구 후암동,392-9,392,9,두산하이츠빌,73,40.23,202205,23,"84,000",3,-,-,2002,두텁바위로37길 10,-,중개거래,서울 용산구,-
12,서울특별시 용산구 후암동,254-9,254,9,에코빌,16.66,12.56,202205,26,"33,000",5,-,-,2017,후암로4길 28-10,-,중개거래,서울 용산구,-
13,서울특별시 용산구 후암동,Apr-38,38,4,해나루7,59.83,33.98,202205,28,"75,000",4,-,-,2014,후암로34길 21-7,-,중개거래,서울 용산구,-
14,서울특별시 용산구 후암동,399-3,399,3,마이다스빌(Ⅱ),63.84,35.734,202205,28,"47,500",1,-,-,2001,두텁바위로 110-4,20220719,중개거래,서울 용산구,-
15,서울특별시 용산구 후암동,244-98,244,98,해나루8,55.23,33.43,202205,30,"90,000",3,-,-,2015,후암로22길 32,-,중개거래,서울 용산구,-
16,서울특별시 용산구 후암동,30-57,30,57,(30-57),47.28,31,202206,1,"49,000",-1,-,-,1995,두텁바위로75길 15,-,중개거래,서울 용산구,-
17,서울특별시 용산구 후암동,284-1,284,1,한성빌라,57.65,39.785,202206,8,"78,500",2,-,-,2002,후암로4길 53,20230306,중개거래,서울 용산구,-
18,서울특별시 용산구 후암동,30-32,30,32,(30-32),50.01,29,202206,9,"55,000",4,-,-,2008,후암로34길 27,-,중개거래,서울 용산구,-
19,서울특별시 용산구 후암동,406-7,406,7,(406-7),22.94,20.14,202206,18,"29,500",3,-,-,2007,두텁바위로40길 15,-,중개거래,서울 용산구,-
20,서울특별시 용산구 후암동,Apr-46,46,4,(46-4),28.05,20.92,202206,18,"40,000",1,-,-,2011,두텁바위로69길 15-8,-,중개거래,경기 성남분당구,-
21,서울특별시 용산구 후암동,May-55,55,5,새한그린빌라,21.44,11.74,202206,20,"27,000",4,-,-,1995,후암로28라길 15-1,-,중개거래,서울 용산구,-
22,서울특별시 용산구 후암동,409-75,409,75,(409-75),58.85,25.925,202206,24,"29,000",-1,-,-,1999,두텁바위로38길 40,-,중개거래,서울 용산구,-
23,서울특별시 용산구 후암동,406-7,406,7,(406-7),32.77,28.77,202207,2,"36,300",1,-,-,2007,두텁바위로40길 15,-,중개거래,서울 용산구,-
24,서울특별시 용산구 후암동,361-1,361,1,동우빌라,43.51,22.86,202207,8,"21,900",-1,-,-,1996,두텁바위로53길 5,-,중개거래,서울 용산구,-
25,서울특별시 용산구 후암동,254-49,254,49,브르넨빌,63.4358,43.38,202207,9,"84,000",3,-,-,2022,두텁바위로25길 7,-,중개거래,서울 마포구,-
26,서울특별시 용산구 후암동,43-13,43,13,43-13,29.74,17.2,202207,27,"40,800",4,-,-,2017,두텁바위로 145,-,중개거래,서울 용산구,-
27,서울특별시 용산구 후암동,438-19,438,19,438-19,27.61,17.59,202207,30,"52,000",1,-,-,2015,후암로48길 32,-,중개거래,서울 용산구,-
28,서울특별시 용산구 후암동,244-101,244,101,용산더힐(101),18.13,13.23,202208,2,"25,000",3,-,-,2012,후암로16길 15,-,중개거래,서울 용산구,-
29,서울특별시 용산구 후암동,334-20,334,20,"아르떼빌A,B",29.99,22.4,202208,5,"46,500",3,-,-,2017,두텁바위로57길 10,-,중개거래,서울 용산구,-
30,서울특별시 용산구 후암동,255-30,255,30,평화빌리지,29.82,25.46,202208,7,"54,700",3,-,-,2011,후암로 4-7,-,중개거래,서울 용산구,-
31,서울특별시 용산구 후암동,43-68,43,68,(43-68),33.04,22.1,202208,11,"18,000",-1,-,-,1986,두텁바위로69길 12,-,중개거래,서울 용산구,-
32,서울특별시 용산구 후암동,438-19,438,19,438-19,27.74,18.47,202208,13,"53,700",3,-,-,2015,후암로48길 32,-,중개거래,서울 용산구,-
33,서울특별시 용산구 후암동,55-50,55,50,스카이힐,29.96,14.9851,202208,15,"54,800",6,-,-,2020,후암로28나길 3,-,중개거래,서울 용산구,-
34,서울특별시 용산구 후암동,254-9,254,9,에코빌,22.83,17.24,202208,17,"52,000",5,-,-,2017,후암로4길 28-10,-,중개거래,서울 용산구,-
35,서울특별시 용산구 후암동,409-125,409,125,(409-125),33.09,15.9,202208,18,"24,000",2,-,-,2001,두텁바위로38가길 14,-,중개거래,서울 용산구,-
36,서울특별시 용산구 후암동,400-42,400,42,(400-42),44.82,22.05,202208,26,"26,000",-1,-,-,2000,두텁바위로 108-10,-,중개거래,서울 용산구,-
37,서울특별시 용산구 후암동,435-4,435,4,남산빌라(435-4),41.36,37.58,202208,29,"33,500",3,-,-,1991,소월로2나길 22,-,직거래,-,-
38,서울특별시 용산구 후암동,Jun-47,47,6,연우빌라,57.28,29.54,202208,30,"54,000",2,-,-,2000,두텁바위로69길 15-34,-,중개거래,서울 용산구,-
39,서울특별시 용산구 후암동,409-128,409,128,(409-128),52.04,25.45,202208,31,"34,900",1,-,-,1998,두텁바위로38가길 18,-,중개거래,서울 용산구,-
40,서울특별시 용산구 후암동,55-50,55,50,스카이힐,29.88,14.97,202209,1,"56,000",3,-,-,2020,후암로28나길 3,20230228,중개거래,서울 용산구,-
41,서울특별시 용산구 후암동,297-13,297,13,시온쉐르빌,28.5,15.85,202209,8,"43,000",1,-,-,2014,후암로28바길 16,-,중개거래,서울 용산구,-
42,서울특별시 용산구 후암동,244-100,244,100,오페라하우스(101),117.22,52.08,202211,10,"114,500",1,-,-,2001,후암로22길 24,-,중개거래,서울 용산구,-
43,서울특별시 용산구 후암동,438-17,438,17,로얄파크빌A,57.9,42.98,202211,14,"64,500",4,-,-,2007,후암로48길 28,-,중개거래,서울 용산구,-
44,서울특별시 용산구 후암동,406-7,406,7,(406-7),29.04,25.5,202211,19,"26,700",1,-,-,2007,두텁바위로40길 15,-,중개거래,서울 용산구,-
45,서울특별시 용산구 후암동,30-22,30,22,타워센스빌,76.87,37.91,202211,26,"40,500",1,-,-,2002,후암로34길 31-16,-,직거래,-,-
46,서울특별시 용산구 후암동,335-29,335,29,(335-29),37.34,29.36,202212,5,"24,150",3,-,-,2007,후암로28마길 16,-,직거래,-,-
47,서울특별시 용산구 후암동,361-1,361,1,동우빌라,43.51,22.86,202212,17,"27,900",-1,-,-,1996,두텁바위로53길 5,-,중개거래,서울 용산구,-
48,서울특별시 용산구 후암동,Nov-60,60,11,주연하우스,29.34,22.182,202212,17,"48,000",5,-,-,2022,후암로30길 19,-,중개거래,서울 용산구,-
49,서울특별시 용산구 후암동,435-4,435,4,남산빌라(435-4),40.98,37.24,202301,9,"48,500",3,-,-,1991,소월로2나길 22,20230309,중개거래,서울 용산구,-
50,서울특별시 용산구 후암동,258-8,258,8,"아인하우스(1,2동)",26.93,18.0496,202301,16,"47,000",3,-,-,2021,두텁바위로 65,-,중개거래,서울 용산구,-
51,서울특별시 용산구 후암동,236-14,236,14,이레힐스빌,55.45,24.47,202302,1,"52,300",4,-,-,2007,후암로13길 9,-,직거래,-,-
52,서울특별시 용산구 후암동,409-119,409,119,(409-119),49.77,22.92,202302,1,"21,000",3,-,-,1997,두텁바위로38길 22,-,직거래,-,-
53,서울특별시 용산구 후암동,265-11,265,11,(265-11),80.19,37,202302,6,"82,000",3,-,-,1996,두텁바위로37길 7-3,20230309,중개거래,서울 용산구,-
54,서울특별시 용산구 후암동,265-11,265,11,(265-11),80.19,37,202302,6,"82,000",2,-,-,1996,두텁바위로37길 7-3,-,중개거래,서울 용산구,-
55,서울특별시 용산구 후암동,Feb-43,43,2,(43-2),34.23,23.42,202302,11,"30,000",2,-,-,1986,두텁바위로 149,-,중개거래,서울 용산구,-
56,서울특별시 용산구 후암동,Jan-46,46,1,(46-1),35.905,14.82,202302,12,"24,500",4,-,-,1995,두텁바위로69길 17,-,중개거래,서울 용산구,-
57,서울특별시 용산구 후암동,409-128,409,128,(409-128),52.04,25.45,202302,15,"36,500",2,-,-,1998,두텁바위로38가길 18,-,중개거래,서울 용산구,-
58,서울특별시 용산구 후암동,358-78,358,78,남산스위트빌라,56.73,35.35,202302,21,"41,000",1,-,-,1992,두텁바위로58길 61,-,중개거래,서울 광진구 서울 용산구,-
59,서울특별시 용산구 후암동,244-101,244,101,용산더힐(101),53.35,29.76,202302,26,"59,500",4,-,-,2012,후암로16길 15,-,중개거래,서울 광진구 서울 용산구,-
60,서울특별시 용산구 후암동,265-11,265,11,(265-11),80.19,37,202303,4,"82,000",3,-,-,1996,두텁바위로37길 7-3,-,중개거래,서울 용산구,-
61,서울특별시 용산구 후암동,265-11,265,11,(265-11),77.13,35,202303,7,"79,000",3,-,-,1996,두텁바위로37길 7-3,-,중개거래,서울 용산구,-
62,서울특별시 용산구 후암동,438-38,438,38,함주빌라(A),47.72,24.3625,202303,9,"36,500",-1,-,-,1996,후암로48길 38-12,-,중개거래,서울 용산구,-
63,서울특별시 용산구 후암동,435-4,435,4,남산빌라(435-4),40.98,37.24,202303,9,"48,500",3,-,-,1991,소월로2나길 22,-,중개거래,서울 용산구,-
64,서울특별시 용산구 후암동,435-4,435,4,남산빌라(435-4),40.98,37.24,202303,9,"48,500",3,-,-,1991,소월로2나길 22,20230407,중개거래,서울 용산구,-
65,서울특별시 용산구 후암동,Jul-32,32,7,제이빌,31.35,21.68,202303,30,"45,000",4,-,-,2015,후암로40길 11,-,중개거래,서울 용산구,-
66,서울특별시 용산구 후암동,291,291,0,COTTAGEhuam,29.99,22.2,202303,30,"51,500",3,-,-,2022,후암로4길 65,-,중개거래,서울 용산구,-
67,서울특별시 용산구 후암동,265-11,265,11,(265-11),77.13,35,202304,5,"79,000",2,-,-,1996,두텁바위로37길 7-3,-,중개거래,서울 용산구,-
68,서울특별시 용산구 후암동,254-9,254,9,에코빌,28.52,21.51,202304,6,"53,000",3,-,-,2017,후암로4길 28-10,-,중개거래,서울 용산구,-
69,서울특별시 용산구 후암동,265-14,265,14,용산센트럴파크평화1차,28,19.8,202304,8,"50,500",5,-,-,2021,두텁바위로37길 7-7,-,중개거래,서울 용산구,-
70,서울특별시 용산구 후암동,244-101,244,101,용산더힐(101),20.11,13.4,202304,10,"20,000",2,-,-,2012,후암로16길 15,-,중개거래,서울 용산구,-
71,서울특별시 용산구 후암동,60-21,60,21,라비앙남산,33.04,21.66,202304,12,"72,000",5,-,-,2022,후암로28길 3,-,중개거래,서울 영등포구,-
72,서울특별시 용산구 후암동,358-34,358,34,소산하이츠맨션,47.94,24.09,202304,17,"45,500",3,-,-,1997,두텁바위로60길 58,-,중개거래,서울 용산구,-
73,서울특별시 용산구 후암동,291,291,0,COTTAGEhuam,27.59,23.58,202304,17,"54,200",4,-,-,2022,후암로4길 65,-,중개거래,서울 용산구,-
74,서울특별시 용산구 후암동,55-50,55,50,스카이힐,50.7,31.49,202304,22,"65,000",2,-,-,2020,후암로28나길 3,-,중개거래,서울 용산구,-
75,서울특별시 용산구 후암동,409-116,409,116,(409-116),41.34,22.075,202305,4,"20,000",-1,-,-,1999,두텁바위로38가길 9-3,-,중개거래,서울 용산구,-
76,서울특별시 용산구 후암동,264-14,264,14,평화빌리지5차,20.6,14.31,202305,8,"17,000",2,-,-,2013,두텁바위로35길 5-1,-,직거래,-,-
77,서울특별시 용산구 후암동,409-188,409,188,(409-188),59.78,32.2,202305,9,"30,000",-1,-,-,2002,신흥로20길 35-5,-,직거래,-,-
78,서울특별시 용산구 후암동,55-50,55,50,스카이힐,29.96,15.02,202305,12,"50,500",5,-,-,2020,후암로28나길 3,20230612,중개거래,서울 용산구,-
79,서울특별시 용산구 후암동,55-50,55,50,스카이힐,29.96,15.02,202305,12,"50,500",5,-,-,2020,후암로28나길 3,-,중개거래,서울 강남구 서울 용산구,-
80,서울특별시 용산구 후암동,409-79,409,79,(409-79),55.38,26.7,202305,13,"39,900",3,-,-,2000,신흥로36가길 25,-,중개거래,서울 용산구,-
81,서울특별시 용산구 후암동,247-14,247,14,명아트빌3차,72.87,27.64,202304,29,"61,800",4,-,-,2002,후암로16다길 14-5,-,중개거래,서울 용산구,-
82,서울특별시 용산구 후암동,292,292,0,용산베스트빌,30.55,19.8,202205,19,"45,000",5,-,-,2015,후암로4길 61-2,-,중개거래,서울 용산구,-
83,서울특별시 광진구 중곡동,233-25,233,25,어반휴,34.91,35,202210,28,"56,500",5,-,-,2021,동일로70길 25-10,-,중개거래,서울 광진구,-
84,서울특별시 광진구 중곡동,94-21,94,21,백악관빌라(94-21),58.38,37.7183,202211,4,"40,000",3,-,-,2013,자양로45길 69,-,중개거래,서울 광진구,-
85,서울특별시 광진구 중곡동,88-20,88,20,더하임,25.87,17.09,202211,4,"25,700",2,-,-,2022,영화사로 35-3,20221118,직거래,-,-
86,서울특별시 광진구 중곡동,88-20,88,20,더하임,37.25,24.61,202211,4,"34,600",2,-,-,2022,영화사로 35-3,20221118,직거래,-,-
87,서울특별시 광진구 중곡동,88-20,88,20,더하임,36.26,23.96,202211,4,"33,700",2,-,-,2022,영화사로 35-3,20221118,직거래,-,-
88,서울특별시 광진구 중곡동,88-20,88,20,더하임,29.66,19.6,202211,4,"29,600",5,-,-,2022,영화사로 35-3,20221118,직거래,-,-
89,서울특별시 광진구 중곡동,Mar-98,98,3,양지쉐르빌,64.22,36.64,202212,9,"73,400",4,-,-,2022,영화사로 48,-,직거래,-,-
90,서울특별시 광진구 중곡동,Mar-98,98,3,양지쉐르빌,58.29,33.24,202212,9,"69,950",5,-,-,2022,영화사로 48,-,직거래,-,-
91,서울특별시 광진구 중곡동,Mar-98,98,3,양지쉐르빌,56.33,32.12,202212,9,"61,400",4,-,-,2022,영화사로 48,-,직거래,-,-
92,서울특별시 광진구 중곡동,613-6,613,6,샤인빌15차,42.59,26.545,202212,9,"39,500",6,-,-,2016,동일로 328,-,중개거래,서울 광진구,-
93,서울특별시 광진구 중곡동,48-17,48,17,유창아트빌,77.66,46.037,202212,12,"35,500",4,-,-,2002,천호대로109길 67,-,중개거래,서울 광진구,-
94,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.11,33.22,202212,12,"15,050",5,-,-,2022,용마산로 179,20221213,중개거래,서울 중랑구,-
95,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),58.78,34.5,202212,12,"25,450",6,-,-,2022,용마산로 179,20221213,중개거래,서울 중랑구,-
96,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.11,33.22,202212,12,"13,650",2,-,-,2022,용마산로 179,20221213,중개거래,서울 중랑구,-
97,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.53,33.47,202212,12,"13,850",2,-,-,2022,용마산로 179,20221213,중개거래,서울 중랑구,-
98,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.53,33.47,202212,12,"14,750",3,-,-,2022,용마산로 179,20221213,중개거래,서울 중랑구,-
99,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),58.29,33.64,202212,12,"25,200",6,-,-,2022,용마산로 179,20221213,중개거래,서울 중랑구,-
100,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.53,33.47,202212,12,"15,050",4,-,-,2022,용마산로 179,20221213,중개거래,서울 중랑구,-
101,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.53,33.47,202212,12,"15,250",5,-,-,2022,용마산로 179,20221213,중개거래,서울 중랑구,-
102,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.11,33.22,202212,12,"14,550",3,-,-,2022,용마산로 179,20221213,중개거래,서울 중랑구,-
103,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.11,33.22,202212,12,"14,850",4,-,-,2022,용마산로 179,20221213,중개거래,서울 중랑구,-
104,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.53,33.47,202212,12,"63,400",2,-,-,2022,용마산로 179,-,중개거래,서울 중랑구,-
105,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.53,33.47,202212,12,"64,300",3,-,-,2022,용마산로 179,-,중개거래,서울 중랑구,-
106,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.53,33.47,202212,12,"64,600",4,-,-,2022,용마산로 179,-,중개거래,서울 중랑구,-
107,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),58.29,33.64,202212,12,"75,550",6,-,-,2022,용마산로 179,-,중개거래,서울 중랑구,-
108,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.11,33.22,202212,12,"64,400",5,-,-,2022,용마산로 179,-,중개거래,서울 중랑구,-
109,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.53,33.47,202212,12,"64,900",5,-,-,2022,용마산로 179,-,중개거래,서울 중랑구,-
110,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.11,33.22,202212,12,"63,800",3,-,-,2022,용마산로 179,-,중개거래,서울 중랑구,-
111,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.11,33.22,202212,12,"64,100",4,-,-,2022,용마산로 179,-,중개거래,서울 중랑구,-
112,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),58.78,34.5,202212,12,"76,200",6,-,-,2022,용마산로 179,-,중개거래,서울 중랑구,-
113,서울특별시 광진구 중곡동,290-3,290,3,풍경채(290-3),57.11,33.22,202212,12,"62,900",2,-,-,2022,용마산로 179,-,중개거래,서울 중랑구,-
114,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),26.94,22.216,202212,12,"27,000",4,-,-,2018,긴고랑로13길 23,20221215,중개거래,서울 광진구,-
115,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),29.77,24.55,202212,12,"27,000",3,-,-,2018,긴고랑로13길 23,20221215,중개거래,서울 광진구,-
116,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),28.07,23.148,202212,12,"28,000",2,-,-,2018,긴고랑로13길 23,20221215,중개거래,서울 광진구,-
117,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),29.27,24.137,202212,12,"27,000",2,-,-,2018,긴고랑로13길 23,20221215,중개거래,서울 광진구,-
118,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),29.84,24.607,202212,12,"25,000",3,-,-,2018,긴고랑로13길 23,20221215,중개거래,서울 광진구,-
119,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),29.27,24.137,202212,12,"26,500",3,-,-,2018,긴고랑로13길 23,20221215,중개거래,서울 광진구,-
120,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),29.77,24.55,202212,12,"25,000",2,-,-,2018,긴고랑로13길 23,20221215,중개거래,서울 광진구,-
121,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),25.91,21.366,202212,12,"28,000",4,-,-,2018,긴고랑로13길 23,20221215,중개거래,서울 광진구,-
122,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),28.07,23.148,202212,12,"20,000",3,-,-,2018,긴고랑로13길 23,20221215,중개거래,서울 광진구,-
123,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),29.84,24.607,202212,12,"27,000",2,-,-,2018,긴고랑로13길 23,20221215,중개거래,서울 광진구,-
124,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),19.11,15.759,202212,12,"18,800",4,-,-,2018,긴고랑로13길 23,20221226,중개거래,서울 광진구,-
125,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),19.19,15.825,202212,12,"24,000",4,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
126,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),26.92,22.199,202212,12,"25,000",5,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
127,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),28.34,23.37,202212,12,"36,700",5,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
128,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),29.77,24.55,202212,12,"27,000",3,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
129,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),29.84,24.607,202212,12,"25,000",3,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
130,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),29.27,24.137,202212,12,"26,500",3,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
131,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),26.94,22.216,202212,12,"27,000",4,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
132,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),28.07,23.148,202212,12,"20,000",3,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
133,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),29.77,24.55,202212,12,"25,000",2,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
134,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),28.07,23.148,202212,12,"28,000",2,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
135,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),29.84,24.607,202212,12,"27,000",2,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
136,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),29.27,24.137,202212,12,"27,000",2,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
137,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),25.91,21.366,202212,12,"28,000",4,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
138,서울특별시 광진구 중곡동,54-20,54,20,(54-20),33.18,25.39,202212,14,"5,500",-1,-,-,1986,긴고랑로26길 47,-,직거래,-,-
139,서울특별시 광진구 중곡동,102-28,102,28,성우프리티빌,47.64,28.07,202212,15,"25,000",1,-,-,2002,영화사로3나길 13,-,직거래,-,-
140,서울특별시 광진구 중곡동,78-15,78,15,푸르미르(78-15),29.9,17.79,202212,17,"28,000",2,-,-,2015,긴고랑로 124,-,중개거래,서울 광진구,-
141,서울특별시 광진구 중곡동,171-8,171,8,정인빌(171-8),48.74,31.4356,202212,20,"29,000",3,-,-,2015,면목로12길 12-4,-,직거래,-,-
142,서울특별시 광진구 중곡동,220-15,220,15,라펠리즈,45.16,33.06,202212,21,"36,000",4,-,-,2016,능동로51길 25-12,-,중개거래,서울 광진구,-
143,서울특별시 광진구 중곡동,625-5,625,5,강변타운,38.46,25.45,202212,22,"21,900",3,-,-,2009,면목로7길 44,-,중개거래,서울 서초구,-
144,서울특별시 광진구 중곡동,53-19,53,19,창신주택,44.43,25.485,202212,23,"19,950",4,-,-,1991,긴고랑로26길 38,-,중개거래,서울 광진구,-
145,서울특별시 광진구 중곡동,221-7,221,7,지은아트빌(221-7),19.11,15.759,202212,26,"18,800",4,-,-,2018,긴고랑로13길 23,-,중개거래,서울 광진구,-
146,서울특별시 광진구 중곡동,30-59,30,59,기틀빌라,70.02,38.41,202212,29,"21,000",1,-,-,2001,능동로50길 9-3,-,직거래,-,-
147,서울특별시 광진구 중곡동,288-7,288,7,산마을빌라솔동,70.08,35,202212,31,"33,500",2,-,-,2002,용마산로32길 27,-,중개거래,서울 광진구,-
148,서울특별시 광진구 중곡동,147-51,147,51,삼성하이츠빌라A동,95.16,52.2,202301,5,"45,000",4,-,-,1999,용마산로8다길 22,-,중개거래,서울 강동구 서울 광진구,-
149,서울특별시 광진구 중곡동,Jul-77,77,7,세명더클래스,36.46,21.68,202301,5,"26,000",3,-,-,2013,긴고랑로36길 3-10,-,직거래,-,-
150,서울특별시 광진구 중곡동,287-3,287,3,성산하이츠빌(287-3),51.53,25.11,202301,7,"22,000",2,-,-,2002,용마산로34길 34,-,중개거래,서울 광진구,-
151,서울특별시 광진구 중곡동,190-31,190,31,미래하이츠(190-31),36.48,24.42,202301,9,"33,000",5,-,-,2015,동일로76길 8,-,중개거래,서울 중랑구,-
152,서울특별시 광진구 중곡동,540-4,540,4,베스트빌(540-4),29.94,19.67,202301,10,"22,100",2,-,-,2011,용마산로33길 14,-,직거래,-,-
153,서울특별시 광진구 중곡동,12월 24일,24,12,the리치빌,52.08,30.044,202301,10,"45,000",3,-,-,2022,긴고랑로29길 70,-,직거래,-,-
154,서울특별시 광진구 중곡동,12월 24일,24,12,the리치빌,50.19,28.953,202301,10,"45,000",5,-,-,2022,긴고랑로29길 70,-,직거래,-,-
155,서울특별시 광진구 중곡동,12월 24일,24,12,the리치빌,29.76,17.168,202301,10,"45,000",4,-,-,2022,긴고랑로29길 70,-,직거래,-,-
156,서울특별시 광진구 중곡동,12월 24일,24,12,the리치빌,53.11,30.639,202301,10,"45,000",5,-,-,2022,긴고랑로29길 70,-,직거래,-,-
157,서울특별시 광진구 중곡동,12월 24일,24,12,the리치빌,52.06,30.032,202301,10,"45,000",2,-,-,2022,긴고랑로29길 70,-,직거래,-,-
158,서울특별시 광진구 중곡동,12월 24일,24,12,the리치빌,52.65,30.372,202301,10,"45,000",3,-,-,2022,긴고랑로29길 70,-,직거래,-,-
159,서울특별시 광진구 중곡동,12월 24일,24,12,the리치빌,52.08,30.044,202301,10,"45,000",2,-,-,2022,긴고랑로29길 70,-,직거래,-,-
160,서울특별시 광진구 중곡동,12월 24일,24,12,the리치빌,50.8,29.305,202301,10,"45,000",2,-,-,2022,긴고랑로29길 70,-,직거래,-,-
161,서울특별시 광진구 중곡동,12월 24일,24,12,the리치빌,52.04,30.021,202301,10,"45,000",2,-,-,2022,긴고랑로29길 70,-,직거래,-,-
162,서울특별시 광진구 중곡동,12월 24일,24,12,the리치빌,52.06,30.032,202301,10,"45,000",3,-,-,2022,긴고랑로29길 70,-,직거래,-,-
163,서울특별시 광진구 중곡동,12월 24일,24,12,the리치빌,29.34,16.925,202301,10,"45,000",4,-,-,2022,긴고랑로29길 70,-,직거래,-,-
