NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
3364,서울특별시 은평구 녹번동,132-58,132,58,(132-58),72,54,202207,26,"62,000",1,-,-,1986,진흥로12길 7-7,-,중개거래,서울 은평구,-
3365,서울특별시 은평구 녹번동,156-11,156,11,금강블루(156-11),53.66,34.44,202207,22,"58,800",6,-,-,2022,은평로13길 11-10,-,직거래,-,-
3366,서울특별시 은평구 녹번동,35-24,35,24,둥지베스트빌,54.06,31.087,202207,22,"33,500",1,-,-,2001,통일로53길 12,-,중개거래,서울 은평구,-
3367,서울특별시 은평구 녹번동,172-6,172,6,세림(A동),42.84,24.37,202207,21,"30,000",2,-,-,2002,녹번로1길 19-5,-,중개거래,서울 은평구,-
3368,서울특별시 은평구 녹번동,Mar-76,76,3,가든빌라(76-3),37.38,19.68,202207,16,"18,600",2,-,-,1994,은평로21길 14-1,-,중개거래,서울 은평구,-
3369,서울특별시 은평구 녹번동,168-3,168,3,경일빌라(168-3),63.76,31.65,202207,16,"43,000",3,-,-,1999,서오릉로4길 22,-,중개거래,서울 은평구,-
3370,서울특별시 은평구 녹번동,144-37,144,37,웨스턴빌,25.88,15.94,202207,14,"28,500",2,-,-,2017,서오릉로 64-14,-,중개거래,서울 종로구,-
3371,서울특별시 은평구 녹번동,151-19,151,19,경인에버빌(151-19),25.02,18.16,202207,13,"40,500",2,-,-,2017,서오릉로6길 28,-,중개거래,서울 은평구,-
3372,서울특별시 은평구 녹번동,118-10,118,10,루체하임-1,16.74,10.906,202207,12,"29,000",4,-,-,2011,녹번로9길 10,-,중개거래,서울 은평구,-
3373,서울특별시 은평구 녹번동,118-10,118,10,루체하임-1,16.74,10.906,202207,11,"29,000",4,-,-,2011,녹번로9길 10,-,중개거래,서울 은평구,-
3374,서울특별시 은평구 녹번동,71-16,71,16,부성맨션,38.24,27.837,202207,10,"20,700",2,-,-,2015,통일로 578-5,-,중개거래,서울 서대문구 서울 은평구,-
3375,서울특별시 은평구 녹번동,35-18,35,18,삼우렉스빌,28.6,23.3097,202207,5,"36,000",4,-,-,2021,통일로57길 13,-,중개거래,서울 은평구,-
3376,서울특별시 은평구 녹번동,75-26,75,26,신성아트빌(75-26),56.31,37.3,202207,5,"32,000",3,-,-,2001,은평로21길 31-15,-,중개거래,서울 서대문구 서울 은평구,-
3377,서울특별시 은평구 녹번동,118-10,118,10,루체하임-1,16.74,10.906,202206,30,"29,000",4,-,-,2011,녹번로9길 10,-,중개거래,서울 은평구,-
3378,서울특별시 은평구 녹번동,118-10,118,10,루체하임-1,16.74,10.906,202206,30,"29,000",3,-,-,2011,녹번로9길 10,20230120,중개거래,서울 은평구,-
3379,서울특별시 은평구 녹번동,81-17,81,17,CS아르체,30.02,13.48,202206,30,"27,000",10,-,-,2017,서오릉로 30,-,중개거래,서울 은평구,-
3380,서울특별시 은평구 녹번동,144-4,144,4,베러하임,28.29,20.983,202206,29,"37,500",4,-,-,2021,진흥로 128-4,-,직거래,-,-
3381,서울특별시 은평구 녹번동,75-32,75,32,한주빌라(75-32),59.5,29.97,202206,29,"33,000",2,-,-,1995,은평로21길 29,-,중개거래,서울 은평구,-
3382,서울특별시 은평구 녹번동,144-4,144,4,베러하임,28.29,20.983,202206,24,"37,500",5,-,-,2021,진흥로 128-4,-,직거래,-,-
3383,서울특별시 은평구 녹번동,144-4,144,4,베러하임,28.29,20.983,202206,24,"37,500",5,-,-,2021,진흥로 128-4,-,직거래,-,-
3384,서울특별시 은평구 녹번동,141-21,141,21,(141-21),91.74,99.75,202206,24,"40,000",2,-,-,1979,진흥로 140,-,직거래,-,-
3385,서울특별시 은평구 녹번동,142-89,142,89,킴스하임(142-89),28.24,23.33,202301,31,"31,000",3,-,-,2021,서오릉로6길 25-1,-,중개거래,서울 은평구,-
3386,서울특별시 은평구 녹번동,142-89,142,89,킴스하임(142-89),28.24,23.33,202301,31,"31,000",2,-,-,2021,서오릉로6길 25-1,-,중개거래,서울 은평구,-
3387,서울특별시 은평구 녹번동,156-27,156,27,삼영평안채(156-27),42.56,27.043,202301,31,"30,500",2,-,-,2017,은평로11길 12-15,-,중개거래,서울 은평구,-
3388,서울특별시 은평구 녹번동,142-49,142,49,킴스하임(142-49),24.07,21.42,202302,2,"31,000",3,-,-,2021,진흥로12나길 20,-,직거래,-,-
3389,서울특별시 은평구 녹번동,01월 14일,1,14,COZYVILL,55.7,22.06,202302,2,"38,000",2,-,-,2009,진흥로16길 8-2,-,직거래,-,-
3390,서울특별시 은평구 녹번동,159-2,159,2,신일아트빌(159-2),47.83,22.8875,202302,3,"19,300",5,-,-,2002,은평로11길 39-1,-,중개거래,서울 은평구,-
3391,서울특별시 은평구 녹번동,142-49,142,49,킴스하임(142-49),24.07,21.42,202302,3,"29,000",2,-,-,2021,진흥로12나길 20,-,중개거래,서울 은평구,-
3392,서울특별시 은평구 녹번동,105-2,105,2,경원에이스,41.27,27.087,202302,3,"42,700",3,-,-,2017,녹번로3가길 4-21,-,중개거래,서울 은평구,-
3393,서울특별시 은평구 녹번동,140-4,140,4,현대렉스빌(140-4),56.28,33.553,202302,4,"48,000",3,-,-,2002,진흥로12나길 8,-,중개거래,서울 은평구,-
3394,서울특별시 은평구 녹번동,76-49,76,49,한경내담채,29.89,18.5,202302,4,"27,000",3,-,-,2018,은평로21길 14-18,-,중개거래,서울 은평구,-
3395,서울특별시 은평구 녹번동,May-96,96,5,하늘드리움,36.34,21.37,202302,14,"33,000",2,-,-,2011,녹번로 45-5,-,중개거래,서울 은평구,-
3396,서울특별시 은평구 녹번동,142-89,142,89,킴스하임(142-89),12.75,10.53,202302,17,"19,000",5,-,-,2021,서오릉로6길 25-1,-,중개거래,서울 은평구,-
3397,서울특별시 은평구 녹번동,118-39,118,39,방배7차빌라(118-39),41.22,17.18,202302,21,"23,000",3,-,-,1992,통일로63길 15,-,중개거래,서울 은평구,-
3398,서울특별시 은평구 녹번동,108-7,108,7,베라힐7차,29.43,19.17,202302,27,"40,000",5,-,-,2020,녹번로7길 15-1,-,중개거래,서울 은평구,-
3399,서울특별시 은평구 녹번동,142-89,142,89,킴스하임(142-89),12,9.94,202302,27,"19,000",5,-,-,2021,서오릉로6길 25-1,-,직거래,-,-
3400,서울특별시 은평구 녹번동,35-70,35,70,송광주택(35-70),29.28,13.26,202302,27,"18,000",4,-,-,1993,통일로 639-6,-,중개거래,서울 은평구,-
3401,서울특별시 은평구 녹번동,151-7,151,7,경인에버빌(151-7),50.93,27.524,202302,28,"45,000",4,-,-,2016,서오릉로4길 25,-,중개거래,서울 은평구,-
3402,서울특별시 은평구 녹번동,71-16,71,16,부성맨션,35.84,26.09,202303,2,"16,800",1,-,-,2015,통일로 578-5,-,중개거래,서울 은평구,-
3403,서울특별시 은평구 녹번동,137-7,137,7,일광스카이빌,47.62,43.042,202303,8,"34,000",5,-,-,2018,진흥로12나길 1-11,-,직거래,-,-
3404,서울특별시 은평구 녹번동,133-7,133,7,지우팰리스,30,17.85,202303,15,"34,000",4,-,-,2021,녹번로3가길 15-1,-,중개거래,서울 은평구,-
3405,서울특별시 은평구 녹번동,142-49,142,49,킴스하임(142-49),19.04,16.95,202303,17,"29,500",3,-,-,2021,진흥로12나길 20,-,직거래,-,-
3406,서울특별시 은평구 녹번동,132-29,132,29,제이디빌,29.93,25.78,202303,18,"44,400",4,-,-,2022,진흥로12가길 8-53,-,직거래,-,-
3407,서울특별시 은평구 녹번동,120-15,120,15,(120-15),54.68,28.21,202303,27,"26,000",-1,-,-,1991,녹번로7길 18-13,-,중개거래,서울 은평구,-
3408,서울특별시 은평구 녹번동,108-20,108,20,하오빌(108-20),29.98,16.87,202303,28,"15,000",5,-,-,2013,녹번로7길 19-5,-,직거래,-,-
3409,서울특별시 은평구 녹번동,29-82,29,82,(29-82),73.23,40.39,202303,28,"26,000",-1,-,-,1997,녹번로 60-12,-,중개거래,서울 은평구,-
3410,서울특별시 은평구 녹번동,109-25,109,25,MK109,27.66,21.5,202303,31,"30,000",2,-,-,2022,녹번로 53-12,-,중개거래,서울 은평구,-
3411,서울특별시 은평구 녹번동,109-25,109,25,MK109,27.66,21.5,202303,31,"29,000",3,-,-,2022,녹번로 53-12,-,중개거래,서울 은평구,-
3412,서울특별시 은평구 녹번동,75-30,75,30,양지미라벨(75-30),40.8,22.75,202304,1,"14,000",4,-,-,2002,은평로21길 25-2,-,중개거래,서울 은평구,-
3413,서울특별시 은평구 녹번동,98-30,98,30,청구빌라(98-30),37.44,25.67,202304,1,"29,500",1,-,-,1995,녹번로 37-15,-,중개거래,서울 은평구,-
3414,서울특별시 은평구 녹번동,117-49,117,49,비엘빌리지,76.83,42.96,202304,4,"65,000",3,-,-,2017,통일로 689-7,20230615,중개거래,서울 은평구,-
3415,서울특별시 서대문구 충정로3가,3-77,3,77,성은빌라,58.14,30.57,202205,28,"103,500",1,-,-,1997,경기대로7길 35,-,중개거래,서울 서대문구,-
3416,서울특별시 서대문구 충정로3가,07월 01일,7,1,충정맨션,95.91,139.5,202303,18,"95,200",1,-,-,1979,경기대로5길 31,-,중개거래,서울 마포구,-
3417,서울특별시 마포구 공덕동,11-161,11,161,동양하우징,29.5,18.18,202207,12,"43,500",3,-,-,2015,효창목5길 27,-,중개거래,서울 용산구,-
3418,서울특별시 마포구 공덕동,20-29,20,29,(20-29),29.47,28.01,202304,17,"59,000",1,-,-,1998,만리재로7길 12,-,중개거래,서울 마포구,-
3419,서울특별시 마포구 공덕동,117-1,117,1,(117-1)정인아트빌,41.24,23.71,202303,3,"59,900",4,-,-,2007,마포대로14길 25,-,직거래,-,-
3420,서울특별시 마포구 공덕동,105-207,105,207,(105-207),80.59,62.71,202209,29,"170,885",3,-,-,2006,마포대로14가길 8-19,-,중개거래,서울 마포구 서울 서대문구,-
3421,서울특별시 마포구 공덕동,111-25,111,25,두영파크(파크힐),15.36,12.19,202211,3,"15,000",1,-,-,2012,임정로25길 3,20221109,중개거래,서울 마포구,-
3422,서울특별시 마포구 공덕동,105-235,105,235,퍼스트빌리지,29.73,20.57,202208,1,"35,500",2,-,-,2017,마포대로14가길 4-4,-,중개거래,서울 마포구,-
3423,서울특별시 양천구 목동,131-31,131,31,아가도스3,36.25,30.78,202209,2,"26,000",4,-,-,2016,목동중앙로13다길 42-7,-,중개거래,서울 양천구 서울 영등포구,-
3424,서울특별시 양천구 목동,733-12,733,12,다원하이빌,42.2,26.17,202305,13,"18,800",5,-,-,2008,목동중앙남로9가길 34,-,중개거래,서울 양천구,-
3425,서울특별시 양천구 목동,713-11,713,11,목동월드파크빌,35.76,17.75,202305,12,"30,000",6,-,-,2016,등촌로 120,-,중개거래,서울 강서구 서울 양천구,-
3426,서울특별시 양천구 목동,231-171,231,171,한양,48.33,36.46,202305,11,"22,000",2,-,-,2007,목동중앙본로2길 46-33,-,직거래,-,-
3427,서울특별시 양천구 목동,610-33,610,33,신우스타힐스,31.96,22,202305,11,"24,250",2,-,-,2015,목동중앙북로5길 14,-,중개거래,서울 양천구,-
3428,서울특별시 양천구 목동,725-1,725,1,현대가우스빌,29.91,19.02,202305,5,"26,000",2,-,-,2016,목동중앙남로3가길 60,-,중개거래,서울 양천구,-
3429,서울특별시 양천구 목동,794-9,794,9,목원빌라,59.065,27.448,202305,4,"26,500",4,-,-,2002,목동중앙서로4길 14,-,중개거래,서울 양천구,-
3430,서울특별시 양천구 목동,610-33,610,33,신우스타힐스,29.3,20.17,202305,1,"23,000",5,-,-,2015,목동중앙북로5길 14,-,중개거래,서울 양천구,-
3431,서울특별시 양천구 목동,318-59,318,59,동양홈타운,63.96,30.1,202305,1,"23,900",2,-,-,2002,목동중앙본로7가길 81-20,-,중개거래,서울 양천구,-
3432,서울특별시 양천구 목동,405-521,405,521,연지프로빌2차(102동),74.34,37.875,202304,30,"78,000",5,-,-,2003,목동동로 208-16,-,중개거래,서울 양천구,-
3433,서울특별시 양천구 목동,30-13,30,13,레이나(30-13),29.85,19.46,202304,29,"23,200",5,-,-,2016,목동중앙본로22길 7,20230526,중개거래,서울 양천구,-
3434,서울특별시 양천구 목동,318-100,318,100,선정그랜드빌,64.62,36.12,202304,29,"26,000",3,-,-,2007,목동중앙본로7가길 67-8,-,중개거래,서울 양천구,-
3435,서울특별시 양천구 목동,520-33,520,33,(520-33),28.08,18.75,202304,28,"16,000",1,-,-,1986,목동중앙북로24길 47,-,직거래,-,-
3436,서울특별시 양천구 목동,515-23,515,23,효명,33.81,20.2,202304,28,"29,250",7,-,-,2016,목동중앙북로 111-6,-,중개거래,서울 양천구,-
3437,서울특별시 양천구 목동,725-1,725,1,현대가우스빌,29.95,19.05,202304,28,"26,000",2,-,-,2016,목동중앙남로3가길 60,-,중개거래,서울 양천구,-
3438,서울특별시 양천구 목동,720-5,720,5,(720-5),50.18,29.92,202304,27,"33,000",6,-,-,2015,목동중앙남로3가길 96,-,중개거래,서울 양천구,-
3439,서울특별시 양천구 목동,730-16,730,16,효성하이츠,57.91,30.91,202304,27,"13,000",-1,-,-,2000,목동중앙남로3가길 43,-,중개거래,서울 양천구,-
3440,서울특별시 양천구 목동,532-22,532,22,행복하우스,45.83,25.92,202304,27,"27,000",5,-,-,2008,목동중앙본로30가길 6,-,중개거래,서울 양천구,-
3441,서울특별시 양천구 목동,324-137,324,137,목동한울펠리스,41.55,24.84,202304,26,"31,500",2,-,-,2016,목동중앙남로16가길 8-8,-,중개거래,서울 양천구,-
3442,서울특별시 양천구 목동,740-26,740,26,다나타워팰리스,41.64,27.49,202304,24,"21,000",2,-,-,2008,목동중앙본로7길 37-25,-,중개거래,서울 양천구,-
3443,서울특별시 양천구 목동,732-5,732,5,이노쉘,34.6,20.68,202304,24,"27,000",5,-,-,2014,목동중앙남로5길 37-6,-,중개거래,서울 양천구,-
3444,서울특별시 양천구 목동,521-1,521,1,백문하우스,24.82,15.66,202304,24,"26,600",6,-,-,2017,목동중앙북로 124,-,중개거래,서울 양천구,-
3445,서울특별시 양천구 목동,804-25,804,25,신성빌라(804),56.98,24.07,202304,22,"25,400",2,-,-,1993,목동중앙서로8길 38,20230717,중개거래,서울 양천구,-
3446,서울특별시 양천구 목동,804-25,804,25,신성빌라(804),56.98,24.07,202304,22,"25,400",2,-,-,1993,목동중앙서로8길 38,20230518,중개거래,서울 양천구,-
3447,서울특별시 양천구 목동,733-13,733,13,써니빌2차,39.96,25.2804,202304,20,"31,900",3,-,-,2015,목동중앙남로9가길 38,-,중개거래,서울 양천구,-
3448,서울특별시 양천구 목동,546-7,546,7,이가채(546-7),48.26,27.69,202304,18,"37,000",3,-,-,2013,목동중앙본로28길 7,-,중개거래,서울 양천구,-
3449,서울특별시 양천구 목동,533-22,533,22,두산주택,58.14,34.98,202304,18,"27,000",-1,-,-,1992,목동중앙본로30길 31,-,직거래,-,-
3450,서울특별시 양천구 목동,744-6,744,6,우영빌리지,62.72,36.15,202304,17,"30,000",3,-,-,2007,목동중앙로3길 64,20230508,중개거래,서울 양천구,-
3451,서울특별시 양천구 목동,545-7,545,7,덕수하이츠맨션비동,59.97,32.14,202304,13,"30,500",1,-,-,2002,목동중앙본로30길 30,-,중개거래,서울 양천구,-
3452,서울특별시 양천구 목동,727-37,727,37,제이엠하우스,45.46,33.1873,202304,13,"35,400",2,-,-,2023,목동중앙남로7길 3,-,직거래,-,-
3453,서울특별시 양천구 목동,727-37,727,37,제이엠하우스,35.03,25.5731,202304,13,"28,700",4,-,-,2023,목동중앙남로7길 3,-,직거래,-,-
3454,서울특별시 양천구 목동,231-196,231,196,새한하이츠빌라,57.26,32.4,202304,12,"13,000",-1,-,-,1996,목동중앙본로2길 46-42,20230809,중개거래,인천 남동구,-
3455,서울특별시 양천구 목동,42-101,42,101,골든캐슬,56.88,33.15,202304,12,"36,000",2,-,-,2015,목동중앙본로24길 15,20231023,중개거래,서울 양천구,-
3456,서울특별시 양천구 목동,732-10,732,10,서광빌라트,60.33,35.24,202304,11,"17,100",3,-,-,2002,목동중앙남로3가길 20-11,-,직거래,-,-
3457,서울특별시 양천구 목동,647-26,647,26,빌라엔,37.51,24.312,202304,10,"31,900",2,-,-,2015,목동중앙남로16마길 46,-,중개거래,서울 양천구,-
3458,서울특별시 양천구 목동,721-5,721,5,목동토레스타워,34,16.35,202304,10,"29,400",7,-,-,2018,등촌로 106,-,중개거래,서울 양천구,-
3459,서울특별시 양천구 목동,713-14,713,14,엠펠리체,26.33,12.8316,202304,10,"23,700",7,-,-,2016,등촌로 118-1,-,중개거래,서울 양천구,-
3460,서울특별시 양천구 목동,713-11,713,11,목동월드파크빌,35.76,17.75,202304,8,"31,500",8,-,-,2016,등촌로 120,-,중개거래,서울 양천구,-
3461,서울특별시 양천구 목동,803-4,803,4,목동파크빌(803-4),61.13,35.65,202304,8,"31,000",3,-,-,2002,목동중앙서로8길 37,-,중개거래,서울 양천구,-
3462,서울특별시 양천구 목동,557-2,557,2,행운,49.44,27.68,202304,6,"34,000",5,-,-,2007,목동중앙본로28길 42,-,중개거래,서울 양천구,-
3463,서울특별시 양천구 목동,318-90,318,90,예스빌(318-90),65.16,29.5,202304,4,"14,500",-1,-,-,2002,목동중앙본로7가길 74-8,-,중개거래,서울 양천구,-
3464,서울특별시 양천구 목동,555-1,555,1,더하우스(555-1),54.21,27.44,202304,3,"40,000",6,-,-,2017,목동중앙본로28길 6,-,중개거래,서울 양천구,-
3465,서울특별시 양천구 목동,231-105,231,105,벨로힐빌라,60.22,29.7,202304,2,"21,700",1,-,-,1996,목동중앙본로2길 46-19,-,중개거래,서울 양천구,-
3466,서울특별시 양천구 목동,324-206,324,206,마크스위트,29.86,17.75,202304,2,"23,600",5,-,-,2015,목동중앙남로16가길 26,-,중개거래,서울 양천구,-
3467,서울특별시 양천구 목동,611-17,611,17,보노하우스,54.69,29.98,202304,1,"37,800",4,-,-,2015,목동중앙북로 7-48,-,중개거래,서울 강서구 서울 양천구,-
3468,서울특별시 양천구 목동,318-104,318,104,대성주택,33.53,21.15,202303,31,"10,310",-1,-,-,1992,목동중앙본로7가길 67-16,-,중개거래,서울 양천구,-
3469,서울특별시 양천구 목동,499-13,499,13,목동선우빌,64.38,36.63,202303,30,"26,300",1,-,-,2002,목동중앙본로29길 26-12,-,중개거래,서울 양천구,-
3470,서울특별시 양천구 목동,545-38,545,38,현진뉴타운빌,44.52,27.85,202303,29,"23,000",2,-,-,2007,목동중앙북로14길 60,-,중개거래,서울 양천구,-
3471,서울특별시 양천구 목동,324-117,324,117,목동첼시,29.86,16.58,202303,27,"25,000",3,-,-,2015,목동중앙남로16가길 28-2,-,중개거래,서울 양천구,-
3472,서울특별시 양천구 목동,547-10,547,10,해성빌라,44.07,22.58,202303,24,"20,050",3,-,-,2004,목동중앙본로29길 5,20230403,중개거래,부산 부산진구,-
3473,서울특별시 양천구 목동,779-21,779,21,사과나무힐,20.46,11.291,202303,23,"12,550",3,-,-,2016,목동중앙서로11길 49-6,-,직거래,-,-
3474,서울특별시 양천구 목동,523-4,523,4,네오빌(523-4),43.62,27.6,202303,23,"39,000",2,-,-,2014,목동중앙북로 116,-,중개거래,서울 양천구,-
3475,서울특별시 양천구 목동,498-7,498,7,레이나,29.21,19.31,202303,23,"24,000",4,-,-,2015,목동중앙북로12길 40,-,중개거래,서울 양천구,-
3476,서울특별시 양천구 목동,720-10,720,10,명남아띠빌4차,48.29,27.5873,202303,23,"20,700",2,-,-,2007,목동중앙남로13길 7-18,-,중개거래,서울 양천구,-
3477,서울특별시 양천구 목동,557-49,557,49,한양빌라A동,36.98,29.2,202303,22,"29,000",1,-,-,1990,목동중앙본로28길 42-6,-,중개거래,서울 양천구,-
3478,서울특별시 양천구 목동,324-46,324,46,테라스테이,48.7,26.744,202303,22,"30,800",4,-,-,2016,목동중앙남로16라길 2,-,중개거래,서울 양천구,-
3479,서울특별시 양천구 목동,555-1,555,1,더하우스(555-1),54.75,27.44,202303,21,"32,000",2,-,-,2017,목동중앙본로28길 6,20230321,직거래,-,-
3480,서울특별시 양천구 목동,607-3,607,3,투웨니퍼스트,23.91,11.04,202303,21,"20,700",5,-,-,2013,목동중앙북로7나길 49,-,중개거래,서울 양천구,-
3481,서울특별시 양천구 목동,555-1,555,1,더하우스(555-1),54.75,27.44,202303,20,"32,000",2,-,-,2017,목동중앙본로28길 6,20230320,직거래,-,-
3482,서울특별시 양천구 목동,318-287,318,287,힐스테이101,50.05,30.625,202303,18,"31,000",3,-,-,2015,목동중앙본로7길 14-8,-,중개거래,서울 양천구,-
3483,서울특별시 양천구 목동,318-36,318,36,삼성오투빌,59.33,28.47,202303,18,"20,500",2,-,-,2002,목동중앙남로16길 43,-,중개거래,서울 양천구,-
3484,서울특별시 양천구 목동,543-3,543,3,목동하이빌(543-3),52.07,30.61,202303,18,"29,800",3,-,-,2008,목동중앙북로16길 46-3,-,중개거래,서울 양천구,-
3485,서울특별시 양천구 목동,324-125,324,125,신현빌,39.04,25.28,202303,17,"29,300",3,-,-,2016,목동중앙남로16나길 22,-,중개거래,서울 양천구,-
3486,서울특별시 양천구 목동,231-181,231,181,대산빌라,59.61,29.4,202303,17,"22,000",2,-,-,1997,목동중앙본로2길 38-24,-,직거래,-,-
3487,서울특별시 양천구 목동,506-7,506,7,효명(506-7번지),39.31,26.5,202303,16,"27,500",2,-,-,2016,목동중앙본로 113,-,중개거래,서울 양천구,-
3488,서울특별시 양천구 목동,555-1,555,1,더하우스(555-1),26.87,29.08,202303,16,"36,000",5,-,-,2017,목동중앙본로28길 6,-,중개거래,서울 강서구 서울 양천구,-
3489,서울특별시 양천구 목동,537-36,537,36,효창빌라에이동,44.64,26.71,202303,14,"18,500",-1,-,-,1992,목동중앙북로18길 36,-,중개거래,서울 양천구,-
3490,서울특별시 양천구 목동,131-21,131,21,프로방스,28.55,22.97,202303,13,"26,500",3,-,-,2018,목동중앙로13나길 41,-,직거래,-,-
3491,서울특별시 양천구 목동,521-8,521,8,벽담주택(521-8),53.09,32.23,202303,13,"30,000",4,-,-,2007,목동중앙북로22길 11-21,-,중개거래,서울 양천구,-
3492,서울특별시 양천구 목동,528-26,528,26,(528-26),52.12,30.92,202303,10,"27,000",2,-,-,2008,목동중앙본로32길 33,-,중개거래,서울 양천구,-
3493,서울특별시 양천구 목동,728-11,728,11,이가채(728-11),44.35,30.8157,202303,9,"32,000",3,-,-,2014,목동중앙남로5길 30,-,중개거래,서울 양천구,-
3494,서울특별시 양천구 목동,532-5,532,5,목동그레이스빌,71.44,36.36,202303,8,"30,500",1,-,-,2010,목동중앙본로30길 17-21,-,중개거래,서울 양천구,-
3495,서울특별시 양천구 목동,231-99,231,99,이호빌,41.26,20.38,202303,7,"20,000",5,-,-,2011,목동중앙본로2길 50,-,중개거래,서울 양천구,-
3496,서울특별시 양천구 목동,318-239,318,239,더하우스(318-239),29.74,20.73,202303,7,"27,900",2,-,-,2021,목동중앙본로11길 21,-,직거래,-,-
3497,서울특별시 양천구 목동,318-39,318,39,목동비바체(318-39),50.94,39.802,202303,2,"24,000",2,-,-,2014,목동중앙남로16길 47,-,직거래,-,-
3498,서울특별시 양천구 목동,796-13,796,13,다인빌리지,46.86,29.85,202303,2,"26,700",3,-,-,2015,목동중앙서로8길 12-4,-,중개거래,서울 양천구,-
3499,서울특별시 양천구 목동,728-11,728,11,이가채(728-11),44.75,31.0937,202302,25,"31,500",2,-,-,2014,목동중앙남로5길 30,-,중개거래,서울 양천구,-
3500,서울특별시 양천구 목동,535-32,535,32,투인빌,57.38,27.09,202302,24,"31,500",3,-,-,2003,목동중앙북로16길 40-5,-,중개거래,서울 양천구,-
3501,서울특별시 양천구 목동,607-11,607,11,두두빌라3차,65.28,28.84,202211,8,"43,500",4,-,-,1994,목동중앙북로7나길 47,-,중개거래,서울 양천구,-
3502,서울특별시 양천구 목동,607-38,607,38,부산빌라4차,47.16,35.22,202211,14,"22,700",4,-,-,2007,목동중앙북로7가길 52-5,-,중개거래,서울 양천구,-
3503,서울특별시 양천구 목동,774-4,774,4,목동빌라,59.78,31.05,202211,15,"15,900",-1,-,-,1994,목동중앙서로 39-14,-,중개거래,서울 양천구,-
3504,서울특별시 양천구 목동,756-1,756,1,신안빌라(가동),40.84,22.8,202211,16,"38,000",-1,-,-,1989,목동중앙로5가길 25,-,중개거래,서울 양천구,-
3505,서울특별시 양천구 목동,718-16,718,16,이호빌,34.66,20.05,202211,17,"24,000",3,-,-,2014,목동중앙본로7길 38-11,-,중개거래,서울 양천구,-
3506,서울특별시 양천구 목동,714-21,714,21,현대파크빌(714-21),74.77,30.24,202211,18,"27,000",4,-,-,2002,목동중앙남로3가길 112,-,중개거래,서울 양천구,-
3507,서울특별시 양천구 목동,543-12,543,12,동원파크빌,24.62,16.37,202211,18,"15,000",1,-,-,2007,목동중앙북로16길 56-10,-,중개거래,서울 강서구,-
3508,서울특별시 양천구 목동,786-12,786,12,삼성쉐르빌(786-12),39.96,31.84,202211,20,"32,000",5,-,-,2014,목동중앙서로7가길 8,-,중개거래,서울 양천구,-
3509,서울특별시 양천구 목동,619-8,619,8,주원베르빌102동,29.89,20.15,202211,22,"20,800",3,-,-,2014,목동중앙북로6길 13,-,직거래,-,-
3510,서울특별시 양천구 목동,728-11,728,11,이가채(728-11),28.95,20.1153,202211,24,"22,750",4,-,-,2014,목동중앙남로5길 30,-,중개거래,서울 양천구,-
3511,서울특별시 양천구 목동,732-3,732,3,명품준쉐르빌,32.44,19.83,202211,26,"19,400",2,-,-,2011,목동중앙남로3가길 20,-,중개거래,서울 양천구,-
3512,서울특별시 양천구 목동,728-11,728,11,이가채(728-11),28.95,20.1153,202211,28,"23,500",4,-,-,2014,목동중앙남로5길 30,-,중개거래,서울 양천구,-
3513,서울특별시 양천구 목동,231-25,231,25,동우씨티빌,32.99,21.087,202211,28,"21,600",4,-,-,1997,목동중앙본로20길 19,-,중개거래,서울 양천구,-
3514,서울특별시 양천구 목동,716-15,716,15,예지팰리스92차,54.39,37.5,202211,30,"40,000",5,-,-,2018,목동중앙남로14길 9-14,-,중개거래,경기 부천시,-
3515,서울특별시 양천구 목동,788-7,788,7,목동씨티빌(788-7),51.18,25.176,202211,30,"28,000",4,-,-,2001,목동중앙서로7가길 24,-,직거래,-,-
3516,서울특별시 양천구 목동,231-73,231,73,지반스위트빌,60.7,30.72,202212,7,"27,800",3,-,-,2004,목동중앙본로22길 47,-,중개거래,서울 양천구,-
3517,서울특별시 양천구 목동,524-4,524,4,대한그린빌라에이동,47.1,30.526,202212,7,"36,800",1,-,-,1995,목동중앙북로20길 16,-,중개거래,서울 양천구,-
3518,서울특별시 양천구 목동,760-17,760,17,건진아빌라(760-17),54.09,27.1,202212,9,"23,000",3,-,-,1996,목동중앙본로5길 65-8,-,직거래,-,-
3519,서울특별시 양천구 목동,131-35,131,35,프라임,23.33,20.83,202212,12,"26,000",5,-,-,2016,목동중앙로13다길 42-2,-,직거래,-,-
3520,서울특별시 양천구 목동,315-31,315,31,아이넥스빌,74.91,36.43,202212,12,"23,500",3,-,-,2002,목동중앙본로15길 16,-,중개거래,서울 양천구,-
3521,서울특별시 양천구 목동,528-36,528,36,오성드림빌,29.86,24.7,202212,13,"24,800",5,-,-,2016,목동중앙본로30길 72,-,중개거래,서울 양천구,-
3522,서울특별시 양천구 목동,738-12,738,12,가진빌라,48.83,27.66,202212,15,"28,000",3,-,-,2008,목동중앙로3길 71,-,중개거래,서울 양천구,-
3523,서울특별시 양천구 목동,719-29,719,29,제일빌라,36.9,28.15,202212,15,"15,500",-1,-,-,1991,목동중앙남로3가길 86,-,중개거래,서울 양천구,-
