NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
352,서울특별시 용산구 원효로1가,2*,다가구,12m미만,171.55,106,202206,14,"200,000",-,-,1996,백범로77길,-,중개거래,서울 용산구
353,서울특별시 용산구 원효로1가,3*,단독,12m미만,161.06,222.1,202208,29,"229,000",-,-,1976,백범로77길,-,중개거래,서울 용산구
354,서울특별시 용산구 원효로1가,2*,단독,8m미만,159.74,120.7,202304,14,"164,500",-,-,1977,원효로77길,-,중개거래,서울 용산구
355,서울특별시 용산구 원효로2가,2*,단독,8m미만,94.22,162,202206,16,"259,700",-,-,1949,원효로64길,-,중개거래,서울 용산구
356,서울특별시 용산구 원효로2가,6*,다가구,8m미만,249.97,191.4,202206,17,"232,000",-,-,1993,원효로56길,-,중개거래,서울 용산구
357,서울특별시 용산구 원효로2가,6*,단독,8m미만,89.79,202.6,202206,30,"260,000",-,-,1960,원효로58길,-,직거래,-
358,서울특별시 용산구 원효로2가,8*,단독,12m미만,345.03,114.7,202301,3,"335,000",-,-,1992,새창로,-,중개거래,서울 강남구 서울 용산구
359,서울특별시 용산구 신창동,3*,다가구,12m미만,100.39,82,202205,31,"167,200",-,-,1995,원효로35길,-,중개거래,서울 용산구
360,서울특별시 용산구 산천동,8*,단독,8m미만,23.83,49.6,202205,20,"42,000",-,-,1965,효창원로,-,중개거래,서울 용산구
361,서울특별시 용산구 원효로3가,1**,단독,12m미만,612.51,169.8,202304,24,"450,000",-,-,1996,원효로19길,-,중개거래,서울 용산구
362,서울특별시 용산구 원효로4가,6*,단독,8m미만,76.1,178.5,202206,24,"320,000",-,-,1965,효창원로12가길,-,중개거래,경기 평택시
363,서울특별시 용산구 원효로4가,6*,단독,8m미만,76.1,178.5,202302,23,"268,000",-,-,1983,효창원로12가길,-,중개거래,서울 용산구
364,서울특별시 용산구 효창동,*,단독,8m미만,29.75,72.7,202205,20,"67,000",-,-,1962,효창원로93길,-,중개거래,서울 용산구
365,서울특별시 용산구 효창동,*,단독,8m미만,102.48,269.4,202207,12,"241,500",-,-,1935,효창원로76길,20220811,중개거래,서울 용산구
366,서울특별시 용산구 효창동,*,단독,8m미만,102.48,269.4,202208,11,"241,500",-,-,1935,효창원로76길,20230210,중개거래,서울 용산구
367,서울특별시 용산구 효창동,*,단독,8m미만,102.48,269.4,202302,10,"241,500",-,-,1935,효창원로76길,-,중개거래,서울 용산구
368,서울특별시 용산구 효창동,*,단독,8m미만,209.72,109.6,202305,3,"185,000",-,-,1977,효창원로69가길,-,중개거래,서울 강북구
369,서울특별시 용산구 용문동,3*,다가구,8m미만,232.77,171.9,202210,1,"240,000",-,-,1974,효창원로37가길,-,중개거래,서울 용산구
370,서울특별시 용산구 신계동,*,단독,8m미만,365.65,147.5,202303,21,"380,000",-,-,,청파로22길,-,중개거래,서울 강남구
371,서울특별시 용산구 한강로1가,2**,단독,8m미만,149.06,138.5,202303,17,"280,000",-,-,1976,한강대로52길,-,중개거래,서울 용산구
372,서울특별시 용산구 한강로1가,2**,단독,8m미만,49.39,39.7,202304,7,"78,500",-,-,1954,한강대로62다길,-,중개거래,서울 용산구
373,서울특별시 용산구 한강로2가,*,단독,12m미만,129.12,116.4,202207,25,"180,000",-,-,1976,한강대로53길,-,중개거래,서울 용산구
374,서울특별시 용산구 한강로2가,*,단독,12m미만,129.49,118.3,202208,4,"195,000",-,-,1976,한강대로53길,-,중개거래,서울 용산구
375,서울특별시 용산구 한강로2가,2**,단독,25m이상,34.15,19.28,202211,19,"91,531",-,-,1961,한강대로,-,중개거래,서울 용산구
376,서울특별시 용산구 한강로3가,6*,단독,8m미만,56.2,114.7,202205,15,"245,000",-,-,1959,한강대로14가길,-,중개거래,서울 용산구
377,서울특별시 용산구 한강로3가,4*,단독,8m미만,42.58,8.17,202206,21,"24,500",-,-,1957,한강대로7길,-,직거래,-
378,서울특별시 용산구 한강로3가,6*,단독,8m미만,43.64,67.1,202206,28,"207,500",-,-,1970,한강대로10길,-,중개거래,서울 마포구 서울 용산구
379,서울특별시 용산구 한강로3가,6*,단독,8m미만,36.61,55.2,202208,5,"175,000",-,-,1985,한강대로14가길,-,중개거래,서울 용산구
380,서울특별시 용산구 한강로3가,6*,단독,8m미만,62.58,139.5,202208,17,"300,000",-,-,0,한강대로14다길,-,중개거래,서울 용산구
381,서울특별시 용산구 한강로3가,4*,단독,8m미만,53.98,112.7,202209,8,"220,000",-,-,1961,이촌로29길,-,중개거래,서울 용산구
382,서울특별시 용산구 한강로3가,4*,단독,12m미만,174.8,183,202209,16,"700,000",-,-,1965,한강대로15길,-,중개거래,서울 용산구
383,서울특별시 용산구 한강로3가,4*,단독,8m미만,27.26,42,202211,22,"126,000",-,-,1985,이촌로29길,-,중개거래,서울 용산구
384,서울특별시 용산구 한강로3가,4*,단독,12m미만,33.09,83.6,202304,21,"320,000",-,-,1969,이촌로29길,-,중개거래,서울 용산구
385,서울특별시 용산구 이태원동,1**,단독,8m미만,935.84,331,202205,25,"550,000",-,-,1991,우사단로12길,-,중개거래,서울 서초구 서울 용산구
386,서울특별시 용산구 이태원동,2**,다가구,8m미만,85.28,60,202205,30,"145,000",-,-,1982,녹사평대로54길,-,중개거래,서울 서초구 서울 용산구
387,서울특별시 용산구 이태원동,1**,다가구,8m미만,235.78,126.3,202206,4,"220,000",-,-,1993,우사단로12길,-,중개거래,서울 용산구
388,서울특별시 용산구 이태원동,1**,다가구,8m미만,233.66,138.8,202206,5,"230,000",-,-,1994,우사단로12길,-,중개거래,서울 용산구
389,서울특별시 용산구 이태원동,1**,다가구,8m미만,504.56,785,202206,7,"1,700,000",-,-,2001,회나무로44길,-,중개거래,서울 용산구
390,서울특별시 용산구 이태원동,4**,다가구,8m미만,297.3,215,202206,10,"310,000",-,-,1997,녹사평대로40다길,-,중개거래,서울 용산구
391,서울특별시 용산구 이태원동,2**,단독,8m미만,23.42,20.9,202206,22,"63,000",-,-,2007,회나무로13나길,20220823,중개거래,서울 용산구
392,서울특별시 용산구 이태원동,4**,단독,12m미만,227.3,89,202206,24,"300,000",-,-,1993,녹사평대로40나길,-,중개거래,서울 용산구
393,서울특별시 용산구 이태원동,2**,단독,8m미만,33.06,50,202206,24,"43,000",-,-,1938,회나무로12길,-,중개거래,서울 용산구
394,서울특별시 용산구 이태원동,2**,단독,8m미만,248.85,172,202206,28,"260,000",-,-,1983,회나무로13가길,-,중개거래,서울 용산구
395,서울특별시 용산구 이태원동,2**,단독,8m미만,249.15,183,202206,28,"300,000",-,-,1990,회나무로13길,-,중개거래,서울 용산구
396,서울특별시 용산구 이태원동,1**,단독,8m미만,52.9,76.9,202207,1,"235,000",-,-,1959,이태원로26길,-,중개거래,서울 강남구 서울 용산구
397,서울특별시 용산구 이태원동,2**,단독,8m미만,19.83,33,202207,2,"23,500",-,-,1941,회나무로,-,중개거래,서울 용산구
398,서울특별시 용산구 이태원동,2**,다가구,8m미만,148.22,79,202207,15,"75,000",-,-,1980,회나무로,-,중개거래,서울 용산구
399,서울특별시 용산구 이태원동,2**,단독,8m미만,21.2,33,202207,25,"30,000",-,-,1985,회나무로32길,-,직거래,-
400,서울특별시 용산구 이태원동,3*,단독,8m미만,223.56,152,202207,29,"460,000",-,-,1990,녹사평대로,-,중개거래,서울 강남구
401,서울특별시 용산구 이태원동,4**,다가구,12m미만,284.07,209,202208,3,"285,000",-,-,1998,녹사평대로40나길,-,중개거래,서울 강남구
402,서울특별시 용산구 이태원동,2**,단독,8m미만,19.83,56,202208,22,"35,000",-,-,1937,회나무로10길,-,중개거래,서울 용산구
403,서울특별시 용산구 이태원동,2**,단독,8m미만,144.97,75,202208,24,"90,920",-,-,1971,소월로40길,-,중개거래,서울 용산구
404,서울특별시 용산구 이태원동,2**,단독,8m미만,195.27,175,202208,29,"120,000",-,-,1984,회나무로44다길,-,직거래,-
405,서울특별시 용산구 이태원동,2**,단독,8m미만,23.42,20.9,202209,2,"62,000",-,-,2007,회나무로13나길,-,중개거래,서울 용산구
406,서울특별시 용산구 이태원동,9*,단독,25m미만,164.58,84,202209,7,"45,000",-,-,1988,녹사평대로26길,-,직거래,-
407,서울특별시 용산구 이태원동,2**,다가구,8m미만,183.23,119,202209,15,"187,484",-,-,2006,소월로40길,20221008,중개거래,서울 용산구
408,서울특별시 용산구 이태원동,2*,다가구,25m미만,162.58,96,202209,21,"120,000",-,-,1992,우사단로,-,중개거래,서울 용산구
409,서울특별시 용산구 이태원동,2**,단독,8m미만,91.63,66,202209,22,"107,000",-,-,1969,소월로44길,-,중개거래,서울 용산구
410,서울특별시 용산구 이태원동,2**,다가구,8m미만,183.23,119,202210,8,"187,484",-,-,2006,소월로40길,-,중개거래,서울 용산구
411,서울특별시 용산구 이태원동,2*,다가구,8m미만,68.85,59,202210,27,"118,500",-,-,1993,녹사평대로26길,20221109,직거래,-
412,서울특별시 용산구 이태원동,2*,다가구,8m미만,68.85,59,202211,8,"117,000",-,-,1993,녹사평대로26길,-,중개거래,서울 용산구
413,서울특별시 용산구 이태원동,1**,단독,8m미만,39.67,88.7,202212,2,"345,000",-,-,1958,이태원로26길,-,중개거래,서울 강남구 서울 용산구
414,서울특별시 용산구 이태원동,2**,다가구,12m미만,141.32,78,202302,15,"80,000",-,-,1992,녹사평대로46길,-,중개거래,서울 용산구
415,서울특별시 용산구 이태원동,2**,다가구,8m미만,167.68,89,202303,1,"149,500",-,-,1996,소월로38가길,-,중개거래,서울 용산구
416,서울특별시 용산구 이태원동,7*,다가구,8m미만,522.19,222,202303,9,"580,000",-,-,1995,보광로55길,-,중개거래,서울 용산구
417,서울특별시 용산구 이태원동,4**,단독,8m미만,26.74,63,202303,22,"49,000",-,-,1969,녹사평대로40나길,-,중개거래,서울 용산구
418,서울특별시 용산구 이태원동,6**,단독,25m미만,311.64,103.02,202304,6,"304,000",-,-,1970,회나무로,-,중개거래,서울 서초구 서울 용산구
419,서울특별시 용산구 이태원동,2**,다가구,8m미만,265.22,221,202304,14,"222,000",-,-,1998,회나무로28길,-,중개거래,서울 용산구
420,서울특별시 용산구 한남동,2**,단독,8m미만,179.82,112,202205,21,"177,000",-,-,1989,독서당로20길,-,중개거래,서울 용산구
421,서울특별시 용산구 한남동,3**,단독,8m미만,28.73,60,202205,23,"110,000",-,-,1966,한남대로8길,-,중개거래,서울 용산구
422,서울특별시 용산구 한남동,1**,단독,8m미만,189.86,162,202206,14,"350,000",-,-,1971,독서당로14길,-,중개거래,서울 강남구
423,서울특별시 용산구 한남동,6**,단독,8m미만,537.12,238.7,202206,23,"900,000",-,-,1990,이태원로54길,-,중개거래,서울 용산구
424,서울특별시 용산구 한남동,7**,단독,8m미만,293.95,231,202206,28,"423,000",-,-,1974,이태원로55라길,-,직거래,-
425,서울특별시 용산구 한남동,7**,다가구,8m미만,640.46,330,202206,29,"680,000",-,-,1997,한남대로28가길,-,중개거래,서울 용산구
426,서울특별시 용산구 한남동,5**,단독,8m미만,31.09,69,202206,30,"190,000",-,-,1985,대사관로34다길,-,중개거래,서울 성동구 서울 용산구
427,서울특별시 용산구 한남동,6**,다가구,8m미만,494.06,217.5,202207,8,"690,000",-,-,1993,이태원로54길,-,중개거래,서울 용산구
428,서울특별시 용산구 한남동,6**,다가구,8m미만,658.56,330,202207,13,"1,200,000",-,-,1997,대사관로11길,-,중개거래,서울 강남구 서울 용산구
429,서울특별시 용산구 한남동,6**,단독,8m미만,988.79,348,202207,13,"1,000,000",-,-,1992,대사관로24길,-,중개거래,서울 용산구
430,서울특별시 용산구 한남동,5**,단독,8m미만,33.26,99,202207,16,"239,000",-,-,1966,대사관로34다길,-,중개거래,서울 마포구 서울 용산구
431,서울특별시 용산구 한남동,7**,단독,8m미만,63.9,29,202208,12,"135,000",-,-,1985,대사관로6가길,20221013,중개거래,서울 용산구
432,서울특별시 용산구 한남동,5**,단독,8m미만,65.92,106,202208,24,"223,500",-,-,1970,대사관로34나길,-,중개거래,서울 성동구 서울 용산구
433,서울특별시 용산구 한남동,7**,단독,8m미만,342.42,162,202208,29,"661,500",-,-,1986,한남대로27가길,-,중개거래,서울 용산구
434,서울특별시 용산구 한남동,6**,단독,8m미만,85.95,249,202209,1,"478,000",-,-,1963,대사관로34가길,-,중개거래,서울 용산구
435,서울특별시 용산구 한남동,7**,단독,8m미만,63.9,29,202209,29,"115,000",-,-,1985,대사관로6가길,-,중개거래,서울 성동구 서울 용산구
436,서울특별시 용산구 한남동,7**,단독,8m미만,328.62,649.6,202209,30,"1,800,000",-,-,2004,,-,중개거래,서울 용산구
437,서울특별시 용산구 한남동,*,다가구,8m미만,450.35,393,202210,1,"1,723,077",-,-,1972,독서당로34길,-,중개거래,서울 용산구
438,서울특별시 용산구 한남동,6**,다가구,8m미만,395.17,266,202210,10,"830,000",-,-,2001,대사관로15길,-,중개거래,서울 강남구
439,서울특별시 용산구 한남동,6**,다가구,8m미만,260.46,184.1,202210,25,"450,000",-,-,1996,이태원로54길,-,중개거래,서울 용산구
440,서울특별시 용산구 한남동,7**,단독,8m미만,76.16,60,202211,2,"149,000",-,-,1985,우사단로10길,-,중개거래,서울 용산구
441,서울특별시 용산구 한남동,5**,단독,8m미만,34.5,59,202211,26,"153,000",-,-,1985,대사관로34다길,-,중개거래,서울 용산구
442,서울특별시 용산구 한남동,6**,단독,8m미만,72.98,60,202212,9,"149,990",-,-,1985,대사관로30가길,-,중개거래,서울 용산구
443,서울특별시 용산구 한남동,3**,단독,8m미만,49.59,152,202212,21,"245,500",-,-,1959,한남대로10길,-,중개거래,서울 용산구
444,서울특별시 용산구 한남동,7**,단독,8m미만,126.68,106,202301,3,"210,000",-,-,1978,우사단로10길,-,중개거래,서울 강북구 서울 용산구
445,서울특별시 용산구 한남동,5**,단독,8m미만,129.22,117,202301,19,"240,000",-,-,1977,독서당로3길,-,중개거래,서울 용산구
446,서울특별시 용산구 한남동,7**,단독,8m미만,76.5,63,202302,2,"163,500",-,-,1984,우사단로10다길,-,중개거래,서울 용산구
447,서울특별시 용산구 한남동,6**,단독,8m미만,69.69,77,202302,7,"178,500",-,-,1961,대사관로8길,-,중개거래,서울 용산구
448,서울특별시 용산구 한남동,5**,단독,8m미만,35.97,89,202302,7,"189,000",-,-,1969,대사관로34길,-,중개거래,서울 용산구
449,서울특별시 용산구 한남동,7**,단독,12m미만,167.4,59.35,202302,11,"177,400",-,-,1983,우사단로10길,-,중개거래,서울 용산구
450,서울특별시 용산구 한남동,5**,다가구,8m미만,224.47,135,202302,15,"286,000",-,-,1984,장문로49길,-,중개거래,서울 송파구 서울 용산구
451,서울특별시 용산구 한남동,7**,단독,12m미만,155.47,90,202302,17,"221,000",-,-,1979,우사단로10길,-,중개거래,서울 용산구
452,서울특별시 용산구 한남동,6**,다가구,25m미만,509.8,333,202302,17,"1,300,000",-,-,,대사관로,20230428,중개거래,서울 용산구
453,서울특별시 용산구 한남동,7**,단독,8m미만,323.18,486.9,202303,3,"1,200,000",-,-,1992,이태원로45길,-,중개거래,서울 용산구
454,서울특별시 용산구 한남동,5**,단독,8m미만,111.78,86,202303,6,"200,000",-,-,1989,장문로49길,-,중개거래,서울 용산구
455,서울특별시 용산구 한남동,5**,단독,8m미만,19.83,99,202303,14,"195,000",-,-,1937,대사관로34나길,-,중개거래,서울 용산구
456,서울특별시 용산구 한남동,7**,단독,8m미만,323.18,486.9,202303,14,"1,200,000",-,-,1992,이태원로45길,20230927,중개거래,서울 용산구
457,서울특별시 용산구 한남동,1**,단독,8m미만,93.95,50,202303,20,"83,029",-,-,1961,독서당로14길,-,중개거래,서울 용산구
458,서울특별시 용산구 한남동,6**,단독,8m미만,72.98,60,202303,31,"155,600",-,-,1985,대사관로30가길,-,중개거래,서울 용산구
459,서울특별시 용산구 한남동,7**,단독,8m미만,322.97,165,202304,6,"390,000",-,-,2008,한남대로28가길,20231222,중개거래,서울 강남구
460,서울특별시 용산구 한남동,5**,다가구,8m미만,132.06,89,202304,15,"198,300",-,-,1989,장문로49길,-,중개거래,서울 용산구
461,서울특별시 용산구 한남동,4**,단독,8m미만,52.89,186,202304,16,"430,000",-,-,1967,한남대로8길,20231108,중개거래,서울 강남구
462,서울특별시 용산구 한남동,6**,다가구,8m미만,537.64,239,202304,20,"940,000",-,-,1997,이태원로42길,-,중개거래,서울 용산구
463,서울특별시 용산구 한남동,5**,단독,8m미만,29.98,63,202304,21,"163,000",-,-,1959,대사관로34나길,-,중개거래,서울 성동구 서울 용산구
464,서울특별시 용산구 한남동,7**,다가구,8m미만,299.92,149,202305,3,"530,000",-,-,1991,한남대로27가길,20230918,중개거래,서울 강남구
465,서울특별시 용산구 동빙고동,1**,단독,8m미만,164.52,102,202303,31,"275,000",-,-,1989,서빙고로73길,-,중개거래,서울 성동구
466,서울특별시 용산구 동빙고동,*,단독,8m미만,141.46,152,202304,26,"299,000",-,-,1973,녹사평대로14길,-,중개거래,경기 수원영통구
467,서울특별시 용산구 서빙고동,1**,다가구,8m미만,342.9,294,202301,10,"450,000",-,-,1990,서빙고로59길,-,중개거래,서울 용산구
468,서울특별시 용산구 주성동,3*,단독,8m미만,232.92,324,202212,17,"497,000",-,-,1991,서빙고로91가길,-,중개거래,서울 성동구 서울 용산구
469,서울특별시 용산구 보광동,2**,단독,-,166.2,135,202205,24,"240,660",-,-,1984,,-,중개거래,서울 성북구
470,서울특별시 용산구 보광동,2**,단독,8m미만,47.93,119,202205,26,"255,000",-,-,1954,우사단로4길,-,중개거래,서울 용산구
471,서울특별시 용산구 보광동,2**,단독,8m미만,107.34,142,202206,10,"334,000",-,-,1964,보광로14길,-,중개거래,서울 서초구 서울 용산구
472,서울특별시 용산구 보광동,2**,단독,25m미만,156.39,109,202209,14,"323,000",-,-,1970,보광로,-,중개거래,서울 용산구
473,서울특별시 용산구 보광동,1*,다가구,8m미만,127.9,86,202209,24,"215,000",-,-,1996,보광로14길,-,중개거래,서울 강남구 서울 용산구
474,서울특별시 용산구 보광동,*,단독,8m미만,198.75,165,202210,17,"340,000",-,-,1988,보광로12가길,-,중개거래,서울 용산구
475,서울특별시 용산구 보광동,2**,단독,8m미만,20.87,36,202211,29,"110,000",-,-,1985,우사단로4길,20221231,중개거래,서울 용산구
476,서울특별시 용산구 보광동,2**,다가구,8m미만,89.28,69,202212,6,"163,300",-,-,1993,우사단로2가길,-,중개거래,서울 용산구
477,서울특별시 용산구 보광동,2**,단독,8m미만,176.12,126,202212,8,"270,000",-,-,1968,보광로24길,-,중개거래,서울 용산구
478,서울특별시 용산구 보광동,1*,다가구,8m미만,195.4,132,202212,12,"270,000",-,-,1994,장문로41길,-,중개거래,서울 강남구 서울 용산구
479,서울특별시 용산구 보광동,2**,단독,8m미만,96.64,64,202212,20,"160,000",-,-,1980,우사단로6길,-,중개거래,서울 용산구
480,서울특별시 용산구 보광동,2**,단독,8m미만,20.87,36,202301,2,"110,000",-,-,1985,우사단로4길,-,중개거래,서울 용산구
481,서울특별시 용산구 보광동,2**,단독,8m미만,51.48,63,202301,12,"160,000",-,-,1970,장문로45길,-,중개거래,서울 용산구
482,서울특별시 용산구 보광동,*,단독,8m미만,94.94,119,202301,17,"230,000",-,-,1966,장문로45가길,-,중개거래,서울 용산구
483,서울특별시 용산구 보광동,1*,단독,8m미만,110.08,79,202301,18,"185,000",-,-,1993,보광로12가길,-,중개거래,서울 용산구
484,서울특별시 용산구 보광동,1*,단독,8m미만,39.21,103,202301,20,"215,000",-,-,1967,장문로41가길,-,중개거래,서울 용산구
485,서울특별시 용산구 보광동,2**,단독,8m미만,90.24,68,202301,28,"170,000",-,-,1977,우사단로4길,-,중개거래,서울 용산구
486,서울특별시 용산구 보광동,2**,단독,8m미만,225.14,159,202301,29,"250,000",-,-,1990,우사단로2가길,-,중개거래,서울 용산구
487,서울특별시 용산구 보광동,2**,단독,8m미만,157.62,114,202302,3,"230,000",-,-,1988,우사단로4길,-,중개거래,서울 용산구
488,서울특별시 용산구 보광동,2**,다가구,8m미만,113.76,83,202302,4,"180,000",-,-,1991,우사단로4길,-,중개거래,서울 용산구
489,서울특별시 용산구 보광동,2**,단독,8m미만,209.45,192,202302,8,"343,000",-,-,1969,보광로12가길,-,중개거래,서울 용산구
490,서울특별시 용산구 보광동,2**,단독,8m미만,317.37,245,202302,10,"448,000",-,-,1990,우사단로4라길,-,중개거래,서울 용산구
491,서울특별시 용산구 보광동,3*,단독,12m미만,163.87,222,202302,11,"400,000",-,-,1976,장문로,-,중개거래,서울 용산구
492,서울특별시 용산구 보광동,2**,단독,8m미만,121.45,40,202302,15,"140,000",-,-,1996,장문로45길,-,중개거래,서울 용산구
493,서울특별시 용산구 보광동,1*,다가구,8m미만,158.22,112,202302,18,"228,000",-,-,1988,장문로39길,-,중개거래,서울 용산구
494,서울특별시 용산구 보광동,2**,다가구,8m미만,186.12,122,202302,24,"235,000",-,-,1983,우사단로4길,-,중개거래,서울 강남구 서울 용산구
495,서울특별시 용산구 보광동,2**,다가구,8m미만,144.55,89,202302,25,"225,000",-,-,1992,보광로23길,-,중개거래,서울 용산구
496,서울특별시 용산구 보광동,*,단독,8m미만,125.46,129,202303,24,"254,500",-,-,1987,장문로45나길,-,중개거래,서울 용산구
497,서울특별시 용산구 보광동,1*,단독,8m미만,19.93,36,202303,25,"119,000",-,-,1969,장문로41가길,-,중개거래,서울 용산구
498,서울특별시 용산구 보광동,2**,다가구,8m미만,131.72,89,202304,9,"197,000",-,-,1990,우사단로10길,-,중개거래,서울 성동구 서울 용산구
499,서울특별시 용산구 보광동,*,단독,8m미만,49.59,89,202304,10,"195,000",-,-,1954,우사단로10길,-,중개거래,서울 용산구
500,서울특별시 용산구 보광동,2**,다가구,8m미만,95.38,66,202304,18,"178,000",-,-,1991,보광로24길,-,중개거래,서울 용산구
501,서울특별시 용산구 보광동,2**,단독,8m미만,113.91,93,202304,22,"206,000",-,-,1982,우사단로6길,-,중개거래,서울 강남구 서울 용산구
502,서울특별시 용산구 보광동,3*,단독,8m미만,145.05,145,202305,6,"290,000",-,-,1970,서빙고로97길,-,중개거래,서울 용산구
503,서울특별시 성동구 하왕십리동,9**,단독,12m미만,759.48,245,202205,25,"400,000",-,-,1996,무학봉26길,-,중개거래,서울 성동구
504,서울특별시 성동구 하왕십리동,9**,단독,8m미만,247.5,166,202211,30,"210,000",-,-,1987,무학봉25길,20230302,중개거래,서울 성동구
505,서울특별시 성동구 하왕십리동,9**,다가구,8m미만,247.5,166,202301,31,"210,000",-,-,1987,무학봉25길,-,중개거래,서울 성동구
506,서울특별시 성동구 하왕십리동,8**,단독,12m미만,627.5,202,202304,1,"234,000",-,-,1995,왕십리로31길,-,중개거래,서울 성동구
507,서울특별시 성동구 홍익동,6*,단독,25m미만,143.75,77.7,202206,15,"155,000",-,-,1993,마장로,-,중개거래,서울 강남구
508,서울특별시 성동구 홍익동,3**,단독,12m미만,90.02,103.8,202302,8,"58,000",-,-,1968,왕십리로30길,-,중개거래,경기 군포시
509,서울특별시 성동구 도선동,3**,다가구,12m미만,299.34,191.4,202207,4,"178,000",-,-,1997,무학로2길,20221006,중개거래,서울 성동구
510,서울특별시 성동구 도선동,3**,다가구,12m미만,299.34,191.4,202207,4,"178,000",-,-,1997,무학로2길,-,중개거래,서울 성동구
511,서울특별시 성동구 도선동,1**,단독,8m미만,30.09,27.8,202211,4,"18,000",-,-,1985,무학로4길,-,직거래,-
512,서울특별시 성동구 도선동,4**,단독,25m이상,220.7,123.6,202211,25,"199,000",-,-,1960,무학로,-,중개거래,서울 성동구
513,서울특별시 성동구 마장동,5**,다가구,25m이상,2156.77,460.6,202205,20,"700,000",-,-,2011,고산자로,20220623,중개거래,서울 성동구
514,서울특별시 성동구 마장동,5**,단독,12m미만,115.51,61.5,202205,31,"64,000",-,-,1989,마장로31길,-,중개거래,서울 성동구
515,서울특별시 성동구 마장동,4**,단독,12m미만,100.5,66.12,202206,1,"50,000",-,-,1993,무학로14길,20220627,중개거래,서울 성동구
516,서울특별시 성동구 마장동,3**,단독,8m미만,28.75,69,202206,9,"21,600",-,-,1985,살곶이2나길,-,중개거래,서울 강남구
517,서울특별시 성동구 마장동,4**,다가구,12m미만,100.5,66.12,202206,28,"50,000",-,-,1993,무학로14길,-,중개거래,서울 성동구
518,서울특별시 성동구 마장동,5**,다가구,25m이상,2156.77,460.6,202207,30,"700,000",-,-,2011,고산자로,-,중개거래,서울 성동구
519,서울특별시 성동구 마장동,7**,다가구,8m미만,218.98,116.7,202207,31,"158,000",-,-,1977,마조로15나길,-,중개거래,서울 성동구
520,서울특별시 성동구 마장동,3**,단독,8m미만,29.72,63,202208,22,"27,000",-,-,1967,마조로14가길,-,중개거래,서울 성동구
521,서울특별시 성동구 마장동,3**,단독,8m미만,36.73,83,202210,26,"30,000",-,-,1967,살곶이2가길,-,직거래,-
522,서울특별시 성동구 마장동,7**,단독,25m이상,200.03,78.6,202302,28,"130,000",-,-,1996,마장로,-,중개거래,서울 성동구
523,서울특별시 성동구 마장동,4**,단독,8m미만,118.01,102.5,202304,14,"95,000",-,-,1977,마장로35나길,-,중개거래,서울 성동구
524,서울특별시 성동구 마장동,5**,단독,8m미만,249.99,122.6,202304,24,"110,000",-,-,1985,마장로27길,-,중개거래,서울 성동구
525,서울특별시 성동구 사근동,1**,다가구,8m미만,151.77,112,202205,27,"79,800",-,-,1990,사근동8가길,-,중개거래,서울 성동구
526,서울특별시 성동구 사근동,1**,다가구,8m미만,176.07,112,202206,10,"102,000",-,-,1996,사근동12길,-,중개거래,서울 성동구
527,서울특별시 성동구 사근동,3**,단독,8m미만,21.16,60,202206,22,"22,000",-,-,1966,사근동길,-,중개거래,서울 성동구
528,서울특별시 성동구 사근동,2**,단독,8m미만,23.67,69,202208,10,"25,000",-,-,1970,사근동11길,20220919,직거래,-
529,서울특별시 성동구 사근동,1**,단독,12m미만,39.24,60,202211,30,"32,000",-,-,1968,사근동10길,-,직거래,-
530,서울특별시 성동구 사근동,1**,단독,8m미만,46.24,27.09,202212,7,"23,400",-,-,2022,사근동10가길,-,직거래,-
531,서울특별시 성동구 사근동,2**,단독,8m미만,23.67,69,202302,2,"23,000",-,-,1970,사근동11길,-,직거래,-
532,서울특별시 성동구 사근동,1**,단독,8m미만,208,171,202302,23,"60,000",-,-,1977,사근동8가길,-,직거래,-
533,서울특별시 성동구 사근동,3**,단독,8m미만,106.42,79,202303,11,"52,500",-,-,1983,사근동2길,-,중개거래,서울 성동구
534,서울특별시 성동구 사근동,1**,단독,8m미만,116.37,89,202304,22,"63,000",-,-,1972,사근동12길,-,중개거래,서울 성동구
535,서울특별시 성동구 사근동,1**,단독,8m미만,158.15,132,202305,9,"130,000",-,-,1966,사근동4길,-,중개거래,서울 강남구
536,서울특별시 성동구 행당동,2**,단독,8m미만,93.37,62.1,202302,2,"71,000",-,-,1990,왕십리로21가길,-,중개거래,서울 성동구
537,서울특별시 성동구 금호동3가,1***,단독,12m미만,37.9,58.1,202206,16,"82,000",-,-,1985,금호산길,-,중개거래,서울 성동구
538,서울특별시 성동구 금호동3가,1***,단독,8m미만,187.13,120.7,202209,23,"155,000",-,-,1970,금호산10길,-,중개거래,서울 성동구
539,서울특별시 성동구 금호동3가,1*,단독,12m미만,22.68,13.2,202210,26,"41,800",-,-,1982,무수막길,-,중개거래,서울 성동구 서울 용산구
540,서울특별시 성동구 금호동3가,1***,단독,12m미만,119.18,95.9,202211,16,"60,500",-,-,1976,장터5길,-,중개거래,서울 성동구
541,서울특별시 성동구 금호동3가,1***,단독,8m미만,64.72,75.7,202303,3,"40,000",-,-,1986,금호산10가길,-,중개거래,서울 성동구
