NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
35,서울특별시 종로구 삼청동,3*,단독,8m미만,56.2,110.1,202205,17,"85,000",-,-,1975,북촌로15길,-,중개거래,서울 종로구
36,서울특별시 종로구 삼청동,6*,단독,8m미만,49.59,85,202301,3,"103,000",-,-,1970,삼청로,-,직거래,-
37,서울특별시 종로구 삼청동,2*,단독,8m미만,121.33,96.5,202302,13,"155,000",-,-,1970,삼청로10길,20230712,중개거래,서울 마포구
38,서울특별시 종로구 삼청동,3*,단독,8m미만,69.42,171.9,202304,28,"150,000",-,-,1970,북촌로11길,-,중개거래,서울 종로구
39,서울특별시 종로구 안국동,1**,단독,8m미만,37.36,111.4,202205,27,"132,000",-,-,1974,윤보선길,-,중개거래,서울 종로구
40,서울특별시 종로구 안국동,5*,단독,12m미만,144.4,594.7,202206,16,"550,000",-,-,1980,윤보선길,-,중개거래,서울 종로구
41,서울특별시 종로구 안국동,1**,단독,8m미만,21.42,31.1,202211,23,"30,000",-,-,1971,율곡로5길,-,중개거래,서울 종로구
42,서울특별시 종로구 사간동,5*,단독,8m미만,52.93,99.2,202206,1,"165,000",-,-,1993,삼청로,20220704,중개거래,서울 종로구
43,서울특별시 종로구 사간동,5*,단독,8m미만,52.93,99.2,202207,1,"165,000",-,-,1992,삼청로,20221026,중개거래,서울 종로구
44,서울특별시 종로구 가회동,1**,단독,8m미만,149.29,135.5,202206,10,"150,000",-,-,1965,북촌로7길,-,중개거래,서울 종로구
45,서울특별시 종로구 가회동,1**,단독,8m미만,26.45,135.5,202206,10,"150,000",-,-,1990,북촌로7길,-,중개거래,서울 종로구
46,서울특별시 종로구 가회동,3*,단독,8m미만,36.36,76,202208,20,"85,000",-,-,1983,북촌로11가길,-,중개거래,서울 강동구
47,서울특별시 종로구 가회동,3*,단독,8m미만,70.77,126.9,202210,4,"220,000",-,-,2013,북촌로11길,-,중개거래,서울 서초구 서울 종로구
48,서울특별시 종로구 가회동,7*,단독,25m미만,424.83,737.8,202212,30,"1,562,418",-,-,1970,북촌로,20230518,중개거래,서울 종로구
49,서울특별시 종로구 가회동,*,단독,25m미만,105.79,383.8,202304,3,"576,992",-,-,1970,북촌로,-,중개거래,서울 서초구
50,서울특별시 종로구 가회동,3*,단독,8m미만,115.7,267.8,202304,4,"210,000",-,-,1970,북촌로11나길,20230404,중개거래,서울 종로구
51,서울특별시 종로구 가회동,3*,단독,8m미만,115.7,267.8,202304,4,"210,000",-,-,1970,북촌로11나길,-,중개거래,서울 용산구 서울 종로구
52,서울특별시 종로구 계동,4*,단독,8m미만,33.06,76,202208,26,"58,000",-,-,2013,계동길,20220905,중개거래,서울 종로구
53,서울특별시 종로구 계동,7*,단독,8m미만,53.95,105.8,202210,14,"115,200",-,-,1970,계동길,-,중개거래,서울 종로구
54,서울특별시 종로구 계동,*,단독,8m미만,19.83,23.1,202210,29,"16,500",-,-,1970,창덕궁7길,-,중개거래,서울 종로구
55,서울특별시 종로구 계동,1**,단독,,326.67,242.4,202303,10,"412,670",-,-,1972,창덕궁1길,20230415,직거래,-
56,서울특별시 종로구 계동,5*,단독,8m미만,43.92,85.6,202304,4,"108,000",-,-,970,계동길,-,중개거래,서울 종로구
57,서울특별시 종로구 계동,1**,단독,8m미만,100.33,155.1,202304,28,"150,000",-,-,1970,계동길,-,중개거래,서울 종로구
58,서울특별시 종로구 원서동,2*,단독,8m미만,17.42,23.1,202207,9,"26,500",-,-,1985,창덕궁5길,-,중개거래,서울 강남구
59,서울특별시 종로구 원서동,8*,다가구,8m미만,275.15,81.5,202209,30,"95,700",-,-,1997,창덕궁4길,-,중개거래,서울 종로구
60,서울특별시 종로구 원서동,8*,다가구,8m미만,275.15,81.5,202209,30,"97,000",-,-,1997,창덕궁4길,20230301,중개거래,서울 종로구
61,서울특별시 종로구 원서동,1**,단독,12m미만,188.33,309,202304,28,"400,000",-,-,1970,창덕궁길,-,중개거래,서울 종로구
62,서울특별시 종로구 원서동,5*,단독,8m미만,43.4,67.1,202305,12,"35,000",-,-,1970,창덕궁길,-,중개거래,서울 종로구
63,서울특별시 종로구 돈의동,1**,단독,8m미만,62.81,69.4,202305,11,"90,000",-,-,1970,돈화문로5길,-,중개거래,서울 동대문구
64,서울특별시 종로구 효제동,2**,단독,8m미만,31.74,62.8,202302,10,"144,197",-,-,1970,대학로2길,-,중개거래,서울 용산구
65,서울특별시 종로구 종로5가,4**,단독,8m미만,52.9,36.4,202210,20,"35,000",-,-,1959,종로40나길,-,중개거래,서울 종로구
66,서울특별시 종로구 종로6가,2**,단독,8m미만,143.7,113.4,202205,31,"80,000",-,-,2014,율곡로,-,중개거래,서울 종로구
67,서울특별시 종로구 이화동,*,단독,8m미만,176.42,188.4,202205,30,"200,000",-,-,1976,이화장1나길,-,중개거래,서울 중구
68,서울특별시 종로구 이화동,*,단독,8m미만,39.67,53.7,202206,22,"22,920",-,-,1960,이화장1나길,-,중개거래,서울 성북구
69,서울특별시 종로구 이화동,*,단독,8m미만,178.18,168.9,202211,14,"180,000",-,-,1975,이화장1길,-,중개거래,서울 종로구
70,서울특별시 종로구 충신동,1**,단독,8m미만,185.49,92.7,202208,9,"130,050",-,-,1975,율곡로20길,-,중개거래,서울 종로구
71,서울특별시 종로구 충신동,*,단독,8m미만,90.72,78,202209,23,"40,000",-,-,1978,충신4길,-,중개거래,서울 종로구
72,서울특별시 종로구 충신동,1*,다가구,8m미만,299.84,235.7,202302,1,"108,500",-,-,1970,율곡로25길,20230217,중개거래,서울 종로구
73,서울특별시 종로구 충신동,1*,다가구,8m미만,299.84,235.7,202303,24,"114,500",-,-,1996,율곡로25길,-,직거래,-
74,서울특별시 종로구 동숭동,1**,다가구,8m미만,119.4,85.9,202206,24,"68,700",-,-,1996,낙산1길,-,중개거래,서울 종로구
75,서울특별시 종로구 동숭동,1**,다가구,8m미만,165.28,89.9,202207,4,"79,000",-,-,2006,낙산1길,20230303,중개거래,서울 강남구 서울 금천구
76,서울특별시 종로구 동숭동,3*,단독,12m미만,407.84,452.9,202208,2,"947,500",-,-,1976,동숭길,-,중개거래,서울 종로구
77,서울특별시 종로구 동숭동,2**,단독,8m미만,268.54,558.7,202302,7,"405,000",-,-,1970,낙산3길,-,중개거래,서울 종로구
78,서울특별시 종로구 동숭동,3*,단독,8m미만,182.52,88.9,202302,9,"150,064",-,-,1990,낙산길,-,직거래,-
79,서울특별시 종로구 혜화동,*,단독,8m미만,112.4,205,202206,9,"140,000",-,-,1993,혜화로16길,-,중개거래,서울 종로구
80,서울특별시 종로구 혜화동,2*,단독,8m미만,263,335.2,202208,22,"230,000",-,-,2015,창경궁로35길,-,중개거래,서울 성북구
81,서울특별시 종로구 혜화동,1*,단독,8m미만,26.45,59.5,202209,30,"36,000",-,-,2010,혜화로8길,-,직거래,-
82,서울특별시 종로구 혜화동,2*,다가구,8m미만,160.5,95.9,202303,11,"105,000",-,-,1970,창경궁로35나길,-,중개거래,서울 종로구
83,서울특별시 종로구 명륜1가,1*,단독,8m미만,388.18,164.6,202206,8,"175,000",-,-,2010,성균관로,-,중개거래,서울 종로구
84,서울특별시 종로구 명륜1가,1*,단독,8m미만,42.98,100.1,202206,11,"49,000",-,-,1990,성균관로15길,-,중개거래,서울 서대문구
85,서울특별시 종로구 명륜1가,2*,다가구,8m미만,154.89,106.4,202207,14,"90,000",-,-,1997,혜화로11가길,-,중개거래,서울 송파구 서울 종로구
86,서울특별시 종로구 명륜1가,6*,단독,8m미만,160.49,86.2,202303,24,"73,500",-,-,1970,성균관로,20230712,중개거래,서울 종로구
87,서울특별시 종로구 명륜1가,6*,단독,8m미만,160.49,86.2,202303,24,"73,500",-,-,1970,성균관로,-,중개거래,서울 종로구
88,서울특별시 종로구 명륜1가,1*,다가구,8m미만,197.56,109.1,202304,16,"74,000",-,-,1970,성균관로,-,중개거래,서울 종로구
89,서울특별시 종로구 명륜4가,6*,단독,8m미만,59.5,115.7,202302,1,"63,000",-,-,1970,대명1길,-,직거래,-
90,서울특별시 종로구 명륜3가,*,단독,8m미만,163.51,213.9,202207,11,"66,000",-,-,1976,명륜8길,-,중개거래,서울 종로구
91,서울특별시 종로구 명륜3가,*,단독,8m미만,56.5,50.91,202207,15,"23,000",-,-,1977,명륜3길,-,중개거래,서울 종로구
92,서울특별시 종로구 명륜3가,*,단독,8m미만,129.3,93.6,202301,29,"32,000",-,-,1985,명륜3길,-,직거래,-
93,서울특별시 종로구 명륜3가,9*,다가구,8m미만,183.6,122.6,202302,1,"91,000",-,-,1970,창경궁로27길,-,중개거래,서울 종로구
94,서울특별시 종로구 창신동,7*,단독,8m미만,163.77,76,202205,17,"74,900",-,-,1981,지봉로7길,-,직거래,-
95,서울특별시 종로구 창신동,6**,단독,8m미만,330.48,156.4,202205,21,"145,000",-,-,1989,창신4가길,-,중개거래,서울 송파구
96,서울특별시 종로구 창신동,4**,단독,12m미만,57.85,73,202205,26,"203,200",-,-,1975,종로44길,-,직거래,-
97,서울특별시 종로구 창신동,4**,단독,8m미만,27.97,49.6,202206,9,"120,000",-,-,1932,종로46가길,-,직거래,-
98,서울특별시 종로구 창신동,4**,단독,8m미만,59.5,29.75,202206,9,"144,000",-,-,1932,종로46가길,-,직거래,-
99,서울특별시 종로구 창신동,9*,단독,8m미만,59.51,125.6,202206,20,"85,000",-,-,1990,창신5마길,-,중개거래,서울 종로구
100,서울특별시 종로구 창신동,4**,단독,8m미만,38.39,69.4,202207,7,"157,500",-,-,1958,종로46가길,-,직거래,-
101,서울특별시 종로구 창신동,6**,단독,8m미만,359.16,198.3,202207,11,"205,000",-,-,1985,창신길,20220928,중개거래,서울 광진구
102,서울특별시 종로구 창신동,1**,단독,8m미만,52.07,69.4,202207,12,"60,000",-,-,1985,종로,-,중개거래,서울 종로구
103,서울특별시 종로구 창신동,1*,단독,8m미만,26.45,72.7,202208,19,"60,300",-,-,1932,지봉로17길,-,중개거래,서울 성동구
104,서울특별시 종로구 창신동,2*,단독,8m미만,58.16,61,202209,30,"26,700",-,-,1976,지봉로11길,-,직거래,-
105,서울특별시 종로구 창신동,1**,단독,8m미만,114.05,178.5,202210,22,"156,000",-,-,1960,,-,중개거래,서울 강남구
106,서울특별시 종로구 창신동,6**,단독,8m미만,21.49,59.5,202210,28,"43,500",-,-,1970,창신7길,-,중개거래,서울 종로구
107,서울특별시 종로구 숭인동,5*,단독,8m미만,47.5,109.8,202206,8,"58,270",-,-,1993,지봉로12나길,-,중개거래,서울 종로구
108,서울특별시 종로구 숭인동,5*,단독,8m미만,170.48,166.3,202207,25,"146,000",-,-,1963,지봉로12가길,-,중개거래,서울 종로구
109,서울특별시 종로구 숭인동,1**,단독,8m미만,46.13,30.4,202207,31,"25,000",-,-,1985,종로65가길,-,중개거래,서울 금천구 서울 종로구
110,서울특별시 종로구 숭인동,7*,단독,8m미만,92.57,105.8,202208,5,"176,000",-,-,1938,종로63다길,-,직거래,-
111,서울특별시 종로구 숭인동,4**,단독,8m미만,56.1,110,202210,18,"112,000",-,-,1965,숭인동길,-,중개거래,서울 성북구
112,서울특별시 종로구 숭인동,4**,단독,8m미만,29.75,79,202210,18,"50,000",-,-,1938,숭인동길,-,중개거래,서울 성북구
113,서울특별시 종로구 숭인동,5*,단독,8m미만,782.63,330.2,202212,19,"360,000",-,-,1990,지봉로8길,-,직거래,-
114,서울특별시 종로구 숭인동,1**,단독,8m미만,293.12,124.6,202302,17,"56,000",-,-,1970,종로63가길,-,중개거래,서울 종로구
115,서울특별시 종로구 숭인동,2**,단독,8m미만,248.89,90.2,202302,17,"90,000",-,-,1972,난계로25길,-,직거래,-
116,서울특별시 종로구 숭인동,7*,단독,8m미만,99.17,112.4,202304,26,"38,000",-,-,1970,종로63라길,-,중개거래,서울 마포구
117,서울특별시 종로구 행촌동,2**,다가구,8m미만,73.71,37.1,202301,25,"33,000",-,-,1970,인왕산로1길,-,중개거래,서울 종로구
118,서울특별시 종로구 구기동,1*,단독,8m미만,436.91,507,202205,16,"285,000",-,-,2021,평창길,20220615,중개거래,서울 강남구 서울 용산구
119,서울특별시 종로구 구기동,1*,단독,8m미만,436.91,507,202205,16,"285,000",-,-,2021,평창길,-,중개거래,서울 강남구 서울 용산구
120,서울특별시 종로구 구기동,7*,단독,8m미만,55.6,142,202206,14,"40,000",-,-,1973,진흥로25길,-,직거래,-
121,서울특별시 종로구 구기동,1**,단독,8m미만,587.97,488,202209,28,"295,000",-,-,2020,비봉2길,-,중개거래,서울 서초구
122,서울특별시 종로구 구기동,1*,단독,8m미만,186.51,149.27,202304,13,"113,000",-,-,2009,비봉2길,-,직거래,-
123,서울특별시 종로구 평창동,3**,단독,12m미만,111.01,159,202205,24,"116,000",-,-,1967,평창길,-,중개거래,서울 종로구
124,서울특별시 종로구 평창동,4**,단독,12m미만,198.24,331,202206,2,"235,000",-,-,1979,평창34길,-,중개거래,서울 종로구
125,서울특별시 종로구 평창동,5**,단독,12m미만,226.15,443,202206,8,"190,000",-,-,1981,평창11길,-,중개거래,서울 종로구
126,서울특별시 종로구 평창동,5**,단독,8m미만,274.45,165,202206,18,"145,000",-,-,2009,평창4길,20220804,중개거래,서울 종로구
127,서울특별시 종로구 평창동,3**,단독,8m미만,145.88,251,202207,27,"151,500",-,-,1978,평창길,-,중개거래,서울 종로구
128,서울특별시 종로구 평창동,4**,단독,25m미만,414.17,628,202207,28,"410,000",-,-,1988,평창길,20221220,중개거래,서울 종로구
129,서울특별시 종로구 평창동,5**,단독,8m미만,26.98,545,202208,2,"180,400",-,-,1975,평창길,-,중개거래,서울 종로구
130,서울특별시 종로구 평창동,2**,단독,8m미만,38.84,52.91,202208,10,"28,000",-,-,1971,평창8길,-,직거래,-
131,서울특별시 종로구 평창동,5**,단독,12m미만,295.2,493,202209,1,"203,000",-,-,1980,평창11길,-,중개거래,서울 종로구
132,서울특별시 종로구 평창동,4**,단독,8m미만,164.23,522,202209,26,"225,000",-,-,1975,평창31길,-,직거래,-
133,서울특별시 종로구 평창동,4**,단독,8m미만,209.34,340,202210,10,"120,000",-,-,1989,평창7길,20221110,중개거래,서울 종로구
134,서울특별시 종로구 평창동,4**,단독,8m미만,209.34,340,202210,10,"119,500",-,-,1989,평창7길,-,중개거래,서울 종로구
135,서울특별시 종로구 평창동,4**,단독,12m미만,325.8,317,202210,26,"175,000",-,-,1970,평창길,-,중개거래,서울 서초구
136,서울특별시 종로구 평창동,3**,단독,8m미만,192.44,223,202211,8,"93,000",-,-,2014,평창3길,-,직거래,-
137,서울특별시 종로구 평창동,1**,단독,8m미만,314.53,331,202212,17,"170,000",-,-,1993,평창12길,-,중개거래,서울 종로구
138,서울특별시 종로구 평창동,4**,단독,25m미만,414.17,628,202212,20,"410,000",-,-,1988,평창길,-,중개거래,서울 종로구
139,서울특별시 종로구 평창동,2**,단독,8m미만,111.17,185,202302,1,"90,000",-,-,1970,평창2길,-,중개거래,서울 용산구
140,서울특별시 종로구 평창동,5**,다가구,8m미만,181.34,162,202302,6,"99,000",-,-,1996,평창4길,-,직거래,-
141,서울특별시 종로구 평창동,5**,단독,8m미만,170.2,205,202302,10,"120,000",-,-,1970,평창14길,-,중개거래,서울 서초구
142,서울특별시 종로구 평창동,2**,단독,8m미만,154.44,360,202302,25,"165,000",-,-,1970,평창10길,-,중개거래,서울 강남구
143,서울특별시 종로구 평창동,2**,단독,8m미만,212.26,182,202303,7,"130,000",-,-,1970,평창1길,-,중개거래,서울 종로구
144,서울특별시 종로구 평창동,4**,단독,12m미만,221.27,363,202303,9,"230,000",-,-,1970,평창40길,-,중개거래,서울 강남구
145,서울특별시 종로구 평창동,2**,단독,8m미만,52.89,116,202304,10,"68,000",-,-,1970,평창8길,-,중개거래,서울 종로구
146,서울특별시 종로구 평창동,4**,단독,12m미만,158.02,364,202304,21,"170,000",-,-,1970,평창길,-,중개거래,서울 종로구
147,서울특별시 종로구 평창동,3**,단독,8m미만,163.38,225,202304,24,"107,000",-,-,1970,평창14길,-,중개거래,서울 금천구
148,서울특별시 종로구 평창동,3**,단독,8m미만,278.49,442,202305,10,"226,000",-,-,1970,평창11길,-,중개거래,서울 서초구
149,서울특별시 종로구 평창동,1**,단독,12m미만,290.96,646,202305,12,"280,000",-,-,1970,평창11길,-,중개거래,서울 종로구
150,서울특별시 종로구 부암동,1**,단독,8m미만,189.2,380,202206,20,"230,000",-,-,1978,자하문로,-,직거래,-
151,서울특별시 종로구 부암동,산1*,단독,8m미만,122.05,264,202206,26,"66,150",-,-,1985,창의문로11길,-,직거래,-
152,서울특별시 종로구 부암동,2**,단독,8m미만,33.22,83,202206,26,"38,850",-,-,1959,창의문로11길,-,직거래,-
153,서울특별시 종로구 부암동,7*,단독,8m미만,42.98,36,202207,1,"10,000",-,-,1975,백석동2길,-,중개거래,서울 종로구
154,서울특별시 종로구 부암동,3**,단독,8m미만,199.6,526,202207,7,"240,000",-,-,1989,창의문로9가길,20221026,중개거래,서울 종로구
155,서울특별시 종로구 부암동,3**,단독,8m미만,255.25,284,202208,23,"250,000",-,-,2012,창의문로5길,-,중개거래,서울 동대문구
156,서울특별시 종로구 부암동,3**,단독,8m미만,255.95,489,202209,2,"250,000",-,-,1969,창의문로5가길,-,중개거래,경기 김포시
157,서울특별시 종로구 부암동,3**,단독,8m미만,199.6,526,202210,22,"240,000",-,-,1989,창의문로9가길,-,중개거래,서울 종로구
158,서울특별시 종로구 부암동,2**,단독,8m미만,235.14,658,202302,7,"335,000",-,-,1970,백석동길,-,중개거래,서울 종로구
159,서울특별시 종로구 부암동,3**,단독,8m미만,131.9,121,202302,25,"143,000",-,-,1970,창의문로9길,20230309,중개거래,서울 강남구
160,서울특별시 종로구 부암동,3**,단독,8m미만,131.9,121,202302,25,"140,000",-,-,2020,창의문로9길,-,중개거래,서울 강남구
161,서울특별시 종로구 부암동,3**,단독,8m미만,66.12,275,202303,10,"70,000",-,-,1960,창의문로5길,20230327,직거래,-
162,서울특별시 종로구 부암동,3**,단독,8m미만,66.12,235,202303,10,"61,360",-,-,1960,창의문로5길,-,직거래,-
163,서울특별시 종로구 홍지동,3*,다가구,8m미만,179.99,195,202206,6,"119,400",-,-,1992,홍지문1길,-,중개거래,서울 종로구
164,서울특별시 종로구 신영동,1*,단독,25m이상,86.81,88,202205,21,"80,000",-,-,1967,진흥로,-,중개거래,서울 종로구
165,서울특별시 종로구 신영동,2**,단독,8m미만,141.87,169,202304,19,"108,000",-,-,1970,세검정로7나길,-,중개거래,서울 종로구
166,서울특별시 종로구 무악동,7*,다가구,8m미만,687.14,293.4,202205,16,"530,000",-,-,1984,통일로14길,20230421,중개거래,서울 종로구
167,서울특별시 종로구 무악동,6*,단독,8m미만,645.28,280.3,202212,28,"1,650,000",-,-,1980,통일로16길,-,중개거래,서울 종로구
168,서울특별시 중구 남창동,2**,단독,25m이상,63.54,9.2,202205,31,"26,500",-,-,1970,소월로,-,중개거래,서울 용산구 서울 중구
169,서울특별시 중구 남창동,2**,단독,25m이상,87.42,25.27,202302,23,"63,000",-,-,1990,소월로,-,중개거래,서울 용산구 서울 중구
170,서울특별시 중구 회현동1가,1**,단독,8m미만,130.07,111.4,202208,1,"37,400",-,-,1970,소공로3길,-,직거래,-
171,서울특별시 중구 회현동1가,1**,단독,8m미만,77.08,62.8,202303,13,"50,000",-,-,1990,퇴계로8길,-,중개거래,서울 중구
172,서울특별시 중구 회현동1가,1**,다가구,8m미만,171.84,102.5,202303,30,"125,000",-,-,1990,퇴계로8길,-,중개거래,서울 중구
173,서울특별시 중구 회현동1가,1**,단독,8m미만,170.58,89.9,202304,15,"90,000",-,-,1990,퇴계로12가길,-,중개거래,서울 중구
174,서울특별시 중구 충무로2가,4*,단독,8m미만,85.95,28.4,202209,15,"56,995",-,-,1990,,-,중개거래,서울 강남구
175,서울특별시 중구 충무로2가,4*,단독,8m미만,89.26,63.2,202209,15,"123,005",-,-,1990,삼일대로6길,-,중개거래,서울 강남구
176,서울특별시 중구 충무로2가,4*,단독,8m미만,85.95,28.4,202209,15,"56,995",-,-,1957,,20230518,중개거래,서울 강남구
177,서울특별시 중구 남산동2가,1*,다가구,8m미만,308.46,144.5,202206,14,"218,000",-,-,1997,퇴계로20길,20221129,중개거래,서울 중구
178,서울특별시 중구 남산동2가,1*,단독,8m미만,208.86,128.9,202206,24,"107,000",-,-,1970,퇴계로20길,-,중개거래,서울 중구
179,서울특별시 중구 남산동2가,2*,단독,8m미만,120.8,112.4,202207,1,"136,000",-,-,1970,퇴계로20나길,20220922,중개거래,서울 용산구
180,서울특별시 중구 남산동2가,4*,단독,8m미만,247.86,274.7,202209,1,"205,000",-,-,1988,퇴계로18길,-,중개거래,서울 중구
181,서울특별시 중구 남산동2가,2*,단독,8m미만,120.8,112.4,202209,22,"136,000",-,-,2000,퇴계로20나길,-,중개거래,서울 용산구
182,서울특별시 중구 남산동2가,1*,단독,8m미만,308.46,144.5,202211,3,"218,000",-,-,1997,퇴계로20길,20221209,중개거래,서울 중구
183,서울특별시 중구 남산동2가,1*,다가구,8m미만,308.46,144.5,202212,2,"218,000",-,-,1997,퇴계로20길,20230613,중개거래,서울 중구
184,서울특별시 중구 남산동2가,1*,단독,8m미만,89.25,175.2,202303,23,"145,000",-,-,1990,퇴계로20가길,-,중개거래,경기 광주시
185,서울특별시 중구 저동1가,2*,단독,8m미만,50.02,60.8,202208,30,"101,000",-,-,1999,삼일대로9길,20230322,직거래,-
186,서울특별시 중구 충무로4가,3*,단독,25m미만,29.75,55.6,202303,24,"90,000",-,-,1990,퇴계로41길,-,중개거래,서울 서초구
187,서울특별시 중구 필동2가,8*,다가구,8m미만,563.06,231.9,202209,14,"300,000",-,-,2003,퇴계로36나길,-,중개거래,서울 중구
188,서울특별시 중구 필동2가,8*,단독,8m미만,563.06,231.9,202209,14,"300,000",-,-,2003,퇴계로36나길,20230525,중개거래,서울 중구
189,서울특별시 중구 필동2가,8*,다가구,8m미만,317.06,165.3,202303,17,"243,000",-,-,1990,필동로,-,중개거래,서울 중구
190,서울특별시 중구 필동2가,1**,다가구,8m미만,199.8,119,202304,21,"89,000",-,-,1990,퇴계로36가길,-,중개거래,서울 중구
191,서울특별시 중구 장충동1가,*,단독,8m미만,19.17,16.8,202207,26,"18,500",-,-,1970,퇴계로58길,-,중개거래,서울 중구
192,서울특별시 중구 장충동2가,1**,단독,8m미만,43.5,69.4,202208,8,"42,000",-,-,1970,필동로,-,중개거래,서울 중구
193,서울특별시 중구 장충동2가,4*,단독,8m미만,79.34,69.4,202211,10,"66,600",-,-,0,동호로30길,-,중개거래,서울 중구
